term,entity_id,text_1,text_2,text_3,text_4,text_5,check
primitives,Q3075281,sponge function,['sponge construction'],class of algorithms with finite internal state that take an input bit stream of any length and produce an output bit stream of any desired length that can be used to model or implement many cryptographic primitives,[],['algorithm'],FALSE
primitives,Q113668090,On the Use and Performance of Communication Primitives in Software Controlled Cache-coherent Cluster Architectures,,"['doctoral thesis by Xiaohan Qin, Computer Science & Engineering, University of Washington, 1997']",['doctoral thesis'],[],FALSE
primitives,Q60755507,crypto-agility,"['crypto agility', 'cryptographic agility']",the ability of an information security system to switch to alternative cryptographic primitives and algorithms without making significant changes to its infrastructure,[],['software feature'],FALSE
primitives,Q111636861,Skill Transfer between Humans and Robots Based on Dynamic Movement Primitives and Sparse Autoencoder,,"[""master's thesis""]","[""master's thesis""]",[],FALSE
primitives,Q97618163,"Discrete straight line segments: Parameters, primitives and properties",,['Doctoral Thesis from Delft University of Technology'],['doctoral thesis'],[],FALSE
primitives,Q3403250,Italian primitives,,['artistic movement and painting group from the beginning of italian Renaissance'],['art movement'],[],TRUE
primitives,Q6497083,Lattice-based cryptography,,constructions of cryptographic primitives that involve lattices,[],[],FALSE
primitives,Q113575539,hyla,['hyla.js'],TypeScript library implementing computational geometry primitives,['JavaScript library'],[],FALSE
primitivism,Q667672,anarcho-primitivism,['anprim'],['form of anarchism'],"['political ideology', 'anarchist school of thought']","['individualist anarchism', 'green anarchism']",FALSE
primitivism,Q1662181,New Primitivism,,"['subcultural movement established in Sarajevo, SR Bosnia-Herzegovina, SFR Yugoslavia in March 1983']","['subculture', 'music genre', 'music movement']",[],TRUE
primitivism,Q848365,primitivism,['primitive art'],['art movement'],"['art movement', 'genre', 'art style']",['art'],TRUE
primitivism,Q114569728,"Primitivism, Science, and the Irish Revival",,,['literary work'],[],TRUE
primitivism,Q110142648,"Primitivism, Regionalism, and the Vernacular in Le Corbusier's Middle Years, 1929-1945",,"[""master's thesis by Supasai Vongkulbhisal, University of Washington, 2016""]","[""master's thesis"", 'written work']",[],TRUE
primitivism,Q110893128,"""Primitivism"" in 20th Century Art: Affinity of the Tribal and the Modern",,['1984 exhibition at Museum of Modern Art'],"['art exhibition', 'event']",[],TRUE
primitivism,Q112882891,"Childishness, Primitivism and the Primitive as Child in the Anti-Imperialist Works of Robert Louis Stevenson",,"[""2010 master's thesis by Thomas Bogle Petterson at Victoria University of Wellington""]","[""master's thesis""]",[],TRUE
primitivism,Q59575773,Primitivism and the writers of the Irish dramatic movement to 1910,,['doctoral thesis by Sinead Garrigan Mattar'],['thesis'],[],TRUE
primitivism,Q16591771,primitivism,"['primitivist music', 'primitivism in music']",['musical movement'],"['music genre', 'music movement']",[],TRUE
primitivism,Q58429779,Primitivism and Impossible Art,,,['academic journal article'],[],TRUE
pygmy,Q171927,Pygmy people,"['Aka', 'Baka', 'Mbuti', 'Pueblos pigmeos', 'Pigmeos', 'Pigmeo', 'Pigmeo, Africano', 'Gente del bosque']",['ethnic group whose average height is unusually short'],['ethnic group'],[],TRUE
pygmy,Q111965527,Species delimitation and the population genetics of rare plants: a case study using the New Zealand native pygmy forget-me-not group (Myosotis; Boraginaceae),,['2016 doctoral thesis by Jessica Mary Prebble at Massey University'],['doctoral thesis'],[],FALSE
pygmy,Q13560329,Pygmy seahorse,,['common name for several species of fish'],['organisms known by a particular common name'],[],FALSE
pygmy,Q113472233,"A Dimorphism In Male Mating Behavior Associated With Size Class In The Pygmy Swordtail Xiphophorus Pygmaeus Nigrensis (poeciliidae, Pisces) : A Study In Competing Male Strategies",,['1982 thesis (Ph.D.) submitted to Stanford University by Robert Peters'],['doctoral thesis'],[],FALSE
pygmy,Q113471961,Robert Peters,['R. L. Peters'],"Author of 1982 Thesis (Ph.D.) at Stanford University titled A Dimorphism In Male Mating Behavior Associated With Size Class In The Pygmy Swordtail Xiphophorus Pygmaeus Nigrensis (poeciliidae, Pisces) : A Study In Competing Male Strategies",['human'],[],FALSE
pygmy,Q110142534,Wildlife + Human Interaction: Creating a Mindful Link Between the Visitor + Pygmy Elephant Territories,,"[""master's thesis by Justine Megan Loong, University of Washington, 2014""]","[""master's thesis"", 'written work']",[],FALSE
pygmy,Q24718207,fictional pygmy hog,,['pygmy hog only appearing in works of fiction'],['fictional analog of a type of organism'],['fictional suid'],FALSE
pygmy,Q3039820,Mbuti people,"['Bambuti people', 'Bambuti']",indigenous pygmy groups in the Congo region of Africa,['ethnic group'],[],TRUE
pygmy,Q5624044,Gyele people,,pygmy ethnic group of Gabon and Equatorial Guinea,['ethnic group'],[],TRUE
pygmy,Q1747200,Pygmy,['Pygmies'],['tribe of diminutive humans in Greek mythology'],"['fictional ethnic group', 'mythical ethnic group']",[],TRUE
queer,Q51415,queer,,"['umbrella term for sexual and gender minorities that are not heterosexual, heteronormative, or cisgender']","['reappropriation', 'umbrella term', 'identity']","['gender identity', 'sexual identity']",TRUE
queer,Q2353191,queer heterosexuality,"['heteroqueer', 'straight queer', 'queer heterosexual', 'queerhet']",['heterosexual practice or identity controversially labelled queer'],['human sexuality'],"['identity', 'heterosexuality']",TRUE
queer,Q17884,LGBT,"['GLBT', 'LGBTI', 'LGBTIQ', 'LGBTQ', 'LGB', 'QUILTBAG', 'LGBTQIA', 'LGBT+', 'LGBTQIAPN', 'LGBTQIA+', 'LGBTQIAP+', 'LGBT person', 'LGBT people', 'LGBTQ person', 'LGBTQ people', 'GLBT person', 'GLBT people', 'queer person', 'sexual and gender minority', 'sexual and gender minorities', 'queer people', 'LGBT persons', 'LGBTQ persons', 'GLBT persons', 'queer persons', 'LGBTA', 'LGBTA+', 'non-heterosexual people', 'non-heterosexual person', 'non-heterosexual persons', 'non-heterosexual', 'non-heterosexuals']","['lesbian, gay, bisexual, and transgender persons']","['community', 'group of humans', 'minority group', 'LGBT slang']","['sexual minority', 'gender minority']",TRUE
queer,Q22205399,pink capitalism,"['rainbow capitalism', 'gaypitalism', 'homocapitalism', 'gay capitalism', 'LGBT capitalism', 'queer capitalism']",['capitalist appropriation and assimilation of sexual diversity'],[],['criticism of capitalism'],TRUE
queer,Q110266417,2SLGBTQ+,['LGBTQ2S+'],"abbreviation used to describe two-spirit people, lesbians, gay men, bisexual people, transgender people, queer people, and other gender and sexual minorities as a group; commonly used in Canada to place indigenous people first",['community'],"['sexual minority', 'LGBT']",TRUE
queer,Q115870510,LGBT+ identity,"['LGBT identities', 'LGBT variations', 'queer identity', 'queer identities', 'LGBT identity', 'LGBT+ identities', 'LGBTQIAPN+ identity']",['identity term of a LGBT+ person'],['sexual identity'],"['LGBT', 'identity']",TRUE
queer,Q104833913,LGBTQ representation in American adult animation,,"depictions of lesbian, gay, bisexual, trans or otherwise queer people animation aimed at adults in the United States",[],[],TRUE
queer,Q339014,non-heterosexuality,"['aheterosexuality', 'non-heterosexual', 'aheterosexual', 'queer', 'non-cisheterosexuality']",['sexual orientation other than heterosexual / straight'],['sexual orientation'],"['LGBT', 'human sexuality']",TRUE
queer,Q112950551,"""Thrown to the Wolves"": Lesbian, Gay, Bisexual, Transgender, and Queer Youth's Perceptions of their Mental Health Experiences and Support",,"[""2019 master's thesis by Oscar Taylor at University of Otago""]","[""master's thesis""]",[],TRUE
queer,Q5504229,"Friends for Lesbian, Gay, Bisexual, Transgender, and Queer Concerns",,,['Christian organization'],[],TRUE
queerer,Q65088015,"Material queer. Sexualität, Ökonomie, Perspektiven queerer antikapitalistischer Politik [Sexuality, economy, prospects of queer anticapitalist politics]",,['Essay by Cornelia Möser'],['written work'],[],TRUE
queerest,Q51164947,Daddy Queerest,,['episode of American Dad!'],['television series episode'],[],FALSE
queers,Q75016680,Queers lovers and hateful others. Regenerating violent times and places,,,['written work'],[],TRUE
queers,Q106438598,LGBT Mexican Americans,"['Xicanx Queers', 'Queer Chicanos']",['Mexican American people who identify as members of the LGBT community'],['group of humans'],['Category:LGBT Hispanic and Latino American people'],TRUE
queers,Q112869928,"Blood, sweat and queers' : (re)imagining global queer citizenship at the Sydney 2002 Gay Games",,['2007 doctoral thesis by Kellie Jean Burns at University of Otago'],['doctoral thesis'],[],TRUE
queers,Q75016873,Queers lovers and hateful others. Regenerating violent times and places,,['book edition'],"['version, edition, or translation']",[],TRUE
queers,Q7271166,Queers Undermining Israeli Terrorism,,,[],[],TRUE
queers,Q61445038,"Queers in History: The Comprehensive Encyclopedia of Historical Gays, Lesbians and Bisexuals",,['biographical dictionary by Keith Stern'],"['version, edition, or translation']",[],TRUE
queers,Q114430131,"Zombies, Migrants, and Queers: Race and Crisis Capitalism in Pop Culture",,,['literary work'],[],TRUE
queers,Q5439901,Fed Up Queers,,,"['advocacy group', 'LGBTQ+ rights organization']",[],TRUE
queers,Q107343107,QueersInScience,"['Queers In Science', 'QIS', 'queersinscience.org.au']",['initiative supporting LGBTQIA+ people in STEMM Fields in Australia'],['initiative'],[],TRUE
queers,Q3735550,Everything's OK,,extended play by The Queers,['extended play'],[],FALSE
race,Q3254959,race (human categorization),"['races', 'races of mankind', 'race']",['classification system used to categorize humans on the basis of hereditary physical traits'],"['classification system', 'identity']",[],TRUE
race,Q64711016,Whiteness studies,,"The study of the structures that produce white privilege, the examination of what whiteness is when analyzed as a race, a culture, and a source of systemic racism, and the exploration of other social phenomena related to White people.",['academic discipline'],['cultural studies'],TRUE
race,Q2042898,historical race concept,"['historical definition of race', 'disused race concept', 'disused definition of race', 'archaic race concept', 'archaic definition of race', 'deprecated race concept', 'deprecated definition of race']","[""disused conception of a person's racial or ethnic makeup""]",[],['race (human categorization)'],TRUE
race,Q22273995,modulation by symbiont of host resistance gene-dependent defense response,"['modulation by organism of host gene-for-gene resistance', 'modulation by organism of defense response in host by specific elicitors', 'modulation by organism of pathogen-race/host plant cultivar-specific resistance in symbiont', 'GO:0052158']","['Any process in which an organism modulates the frequency, rate or extent of the resistance gene-dependent defense response of the host organism. The host is defined as the larger of the organisms involved in a symbiotic interaction.']",['biological process'],['response to host'],FALSE
race,Q57203016,Discrimination,"['PEGI Discrimination', 'Discrimination PEGI']","PEGI video game content rating for games that may contain scenes, behavior, or references to cruelty or harassment to a group of specific people based on race, religion, gender or sexuality",['PEGI content descriptor'],[],TRUE
race,Q365143,ethnopluralism,['ethno-pluralism'],right wing and ethno-nationalist associated model where nations would be formed on the basis of race and culture in the interests of preserving their cultural and genetic heritage,['political ideology'],[],TRUE
race,Q235155,white people,"['white humans', 'white person', 'whites', 'white human', 'white race']",['racial classification and skin color specifier'],['race (human categorization)'],['human'],TRUE
race,Q30103,minority group,"['special populations', 'minority groups', 'demographic minority', 'minority', 'minorities']","group of people by practices, race, religion, ethnicity, or other characteristics who are fewer in numbers than the main groups of those classifications",[],['group of humans'],TRUE
race,Q7279589,racial politics,['race politics'],"['the use of race, as a human categorization or hierarchical identifier, in political discourse, campaigns, or within the societal and cultural climate created by such practice, including exploiting the issue of race to forward a political agenda']",[],"['politics', 'racism', 'identity politics', 'discrimination']",TRUE
race,Q296519,ecotype,['ecospecies'],"genetically distinct geographic variety, population, or race within a species",['biological terminology'],[],TRUE
races,Q3254959,race (human categorization),"['races', 'races of mankind', 'race']",['classification system used to categorize humans on the basis of hereditary physical traits'],"['classification system', 'identity']",[],TRUE
races,Q1141593,racialism,['racial theory'],"belief that the human species is naturally divided into races, that are ostensibly distinct biological categories",['ideology'],[],TRUE
races,Q51430324,"On the origin of species by means of natural selection, or, The preservation of favoured races in the struggle for life",,"['1902 edition, 4th impression 1907']","['version, edition, or translation']",[],FALSE
races,Q58858527,"Analysis of feather pattern in birds, and the interaction of hormonic and genic factors in the production of the plumage of sexually dimorphic races",,['doctoral thesis'],['doctoral thesis'],[],FALSE
races,Q20124,On the Origin of Species,"['On the origin of species by means of natural selection, or, The preservation of favoured races in the struggle for life', 'The origin of species']",['1859 book by Charles Darwin'],"['written work', 'academic writing', 'scientific reference work']",[],FALSE
races,Q50426273,Natalia,['NATALIA Journal of the Natal Society Foundation'],"Academic journal published by The Natal Society Foundation , covering the subjects:  Social Sciences: Communities. Classes. Races: Human settlements. Communities | Social Sciences: Economic theory. Demography: Demography. Population. Vital","['academic journal', 'open-access journal']",[],TRUE
races,Q26329417,African American women compared to women of other races: differences in demographic workforce characteristics and occupational injury morbidity risk during 1996,,['abstract published in 1998'],['abstract'],[],TRUE
races,Q7279585,Racial inequality in the United States,,identifies the social advantages and disparities that affect different races within the US,[],[],TRUE
races,Q51515169,"The origin of species by means of natural selection; or, the preservation of favored races in the struggle for life",,"['London,D. Appleton and company,1915. | Internet Archive View Book']","['version, edition, or translation']",[],FALSE
races,Q5752079,Hidden races,,['collection of unrelated races'],['class of fictional entities'],['fictional humanoid species'],FALSE
retarded,Q112847738,"Recognizing facial expression of emotions : assessment, training and generalization in mentally retarded persons",,"[""1986 master's thesis by Christopher McAlpine at University of Canterbury""]","[""master's thesis""]",[],TRUE
retarded,Q112847043,Remediation of spelling deficits in mentally retarded children : comparative efficacy of overcorrection and interspersal training procedures.,,"[""1986 master's thesis by Tina Caroline. Haggar at University of Canterbury""]","[""master's thesis""]",[],TRUE
retarded,Q74277620,Effect of Dual Task Balance Training on Cognitive Functions in People With Mental Retarded,,['clinical trial'],['clinical trial'],[],TRUE
retarded,Q115542878,Algerian semi-private initiative in psycho-pedagogy,,It is about an Algerian experiment in semi-private initiative in the field of psycho-pedagogical help for mentally retarded children and adolescents,[],[],TRUE
retarded,Q112845941,Spelling deficits in mentally retarded children : a comparison of alternative remediation strategies,,"[""1986 master's thesis by Vicky Marie Anderson at University of Canterbury""]","[""master's thesis""]",[],TRUE
retarded,Q112108108,An evaluation of gentle teaching and visual screening in the reduction of stereotypy in mentally retarded persons,,"[""1987 master's thesis by Jennifer Jordan at University of Canterbury""]","[""master's thesis""]",[],TRUE
retarded,Q111469956,Ritham Charitable Trust,['Rehabilitation And Training For Handicapped And Mentally Retarded Children'],['nonprofit organization from India'],['nonprofit organization'],[],TRUE
retarded,Q55602941,AHRC,"['AHRC New York City', 'Association for the Help of Retarded Children']",['organization serving people with intellectual and developmental disabilities in New York'],['charitable organization'],[],TRUE
retarded,Q7921702,Vermont Defendant Accommodation Project,,project identifying needs of mentally retarded criminal defendants,[],[],TRUE
retarded,Q19709948,congenital heart defect-round face-developmental delay syndrome,"['Sonoda syndrome', 'Round Face With Depressed Nasal Bridge and Small Mouth, Congenital Heart Defect, and Retarded Development']",['medical condition'],"['developmental defect during embryogenesis', 'class of disease', 'disease']","['multiple congenital anomalies/dysmorphic syndrome-intellectual disability', 'genetic syndromic intellectual disability']",TRUE
second world,Q233472,Second World,,['geopolitical classification'],['group'],[],TRUE
second world,Q66198090,Special Research History on the Role of Communications Intelligence in Submarine Warfare against Japan during the Second World War (NAID 5898488),,"[""a series in the National Archives and Records Administration's holdings""]",['collection'],[],FALSE
second world,Q64278051,Records Relating to the Second World War (NAID 25778404),,"[""a series in the National Archives and Records Administration's holdings""]",['collection'],[],FALSE
second world,Q59937323,Records Relating to the Second World War (NAID 561433),,"[""series in the National Archives and Records Administration's holdings""]",['collection'],[],FALSE
second world,Q42899432,Bergier Commission Final Report,"['Bergier Final Report', 'Final Report of the Independent Commission of Experts Switzerland – Second World War', 'Switzerland, National Socialism and the Second World War Final Report']",['publication by the Independent Commission of Experts Swiss Second World War'],['historical document'],[],FALSE
second world,Q64478652,Records Relating to Industrial Companies Prior to and During the Second World War (NAID 6924873),,"[""a series in the National Archives and Records Administration's holdings""]",['collection'],[],FALSE
second world,Q64275676,Second World War Intelligence Reports (NAID 23889206),,"[""a series in the National Archives and Records Administration's holdings""]",['collection'],[],FALSE
second world,Q67521352,MOSCOW SERVICE IN ENGLISH TO NORTH AMERICA. REPORT OF AN ALLEGED ROUND-TABLE DISCUSSION AMONG FOUR AMERICAN KOREAN POW'S ABOUT THE SECOND WORLD PEACE CONFERENCE (NAID 105000),,"[""item in the National Archives and Records Administration's holdings""]",['item of collection or exhibition'],[],FALSE
second world,Q64196363,Records Regarding the Second World War and the Cold War (NAID 27022722),,"[""series in the National Archives and Records Administration's holdings""]",['collection'],[],FALSE
second world,Q44602668,The Swiss armaments industry and trade in war material during the National Socialist period: Corporate strategies – market trends – political control,['Bergier Reports Vol.11'],Publications of the Independent Commission of Experts Switzerland – Second World War Vol 11,"['historical document', 'Publications of the Independent Commission of Experts Switzerland – Second World War', 'research', 'government report']",[],FALSE
servant,Q54128,domestic worker,"['servant', 'domestic servant', 'domestic staff', 'domestic helper', 'domestic employee', 'household employee', 'household worker', 'household servant']",['person who works within the scope of a residence'],['profession'],"['blue-collar worker', 'domestic worker', 'companions and valets']",TRUE
servant,Q2313151,house servant,"['man servant', 'menial']","[""worker within an employer's household""]",['profession'],['domestic worker'],TRUE
servant,Q6785120,Master and Servant Act,['Master and Servant Acts'],['terms in several English-speaking countries regulating the relations between employers and employees during the 18th and 19th century'],[],[],TRUE
servant,Q11993231,Norwegian public servant,,"['defined within a national Norwegian context, this type of official is employed by the state at a lower level of government']",['occupation'],"['civil servant', 'service worker', 'official']",FALSE
servant,Q599151,official,"['government official', 'administrator', 'higher civil servant', 'public administrator', 'officeholder', 'public official', 'public officer', 'official in charge', 'clerk']",['someone who holds a government office'],"['position', 'occupation', 'occupation group according to ISCO-08', 'job function', 'public office']",['professional'],FALSE
servant,Q112925771,The role of transformational- and servant leadership in a governmental agency (Bank of the Lao PDR) in order to build an effective working environment,,"[""2016 master's thesis by Viengsavang Latsachanh at Unitec Institute of Technology""]","[""master's thesis""]",[],FALSE
servant,Q18528870,Hilda Martindale,,"Leading British Civil Servant working to improve working conditions, particularly those of women (1875-1952)",['human'],[],FALSE
servant,Q3007620,curator,['curatore'],civil servant position in Ancient Rome tasked with maintaining various public works,['historical profession'],['civil servant'],FALSE
servant,Q112908619,Top management team members' perception of executive servant-leadership and their work engagement: impact of gender and ethnicity,,"[""2015 master's thesis by Daniel de Villiers at Auckland University of Technology""]","[""master's thesis""]",[],FALSE
servant,Q10705205,faithful servant,,"[""older term for domestic worker staying a long time for the same employer's family""]",[],['domestic worker'],TRUE
servants,Q464705,domestic worker,['servants'],['staff employed in a private household'],['occupation'],['worker'],TRUE
servants,Q106973020,Support civil servants' struggle! Fight for reasonable living conditions for all working people of Hong Kong,"['Hong Kong Baptist University Library Digital Scholarship Services', ""The 70's Biweekly and People's Theatre (A private archive of Mok Chiu-yu Augustine and friends)""]",['Battle News Monthly (MCY-000058)'],['aspect of history'],[],FALSE
servants,Q740628,Fakelaki,,"Greek word that means ""little envelope"" and is also used in Greek popular culture as a jargon term referring to the bribery of public servants and private companies by Greek citizens in order to ""expedite"" service",[],['bribe money'],FALSE
servants,Q673079,professional fire brigade,,"public, municipal fire department, usually consisting only of civil servants or permanently employed firefighting service personnel",[],['fire department'],FALSE
servants,Q112937966,From street-level to screen-level bureaucracy: Front-line public servants’ recordkeeping behaviours in ICT-enabled agencies,,['2018 doctoral thesis by Anita Rapson at Victoria University of Wellington'],['doctoral thesis'],[],FALSE
servants,Q97201062,Finnish Nature Panel,"['Nature Panel', 'Finnish IPBES Panel']",interdisciplinary advisory group of Finnish scholars and civil servants assessing IPBES (Intergovernmental Platform on Biodiversity and Ecosystem Services) related issues,['advisory group'],[],FALSE
servants,Q99649901,The Public Service (Civil Servants and Others) Pensions Regulations 2014,,['UK Statutory Instrument 2014 No. 1964'],['UK Statutory Instrument'],[],FALSE
servants,Q8380540,Category:Civil servants in the Department for Work and Pensions,,['Wikimedia category'],['Wikimedia category'],[],FALSE
servants,Q99901074,The Insider Dealing (Public Servants) Order 1989,,['UK Statutory Instrument 1989\xa0No. 2164'],['UK Statutory Instrument'],[],FALSE
servants,Q59623002,State change in the Punjab : professional and personal experiences of British civil servants over India's independence and beyond,,['doctoral thesis by Catherine Eleanor Brown Coombs'],['thesis'],[],FALSE
slave,Q12773225,enslaved person,"['enslaved', 'slave']",['person in a state of slavery'],"['social class', 'occupation', 'condition']","['personal property', 'prisoner', 'product']",TRUE
slave,Q106611758,Roman slave,"['Roman slaves', 'Servi']",['person from Ancient Rome who lacked freedom because he was under the domain of another or being part of the property of that one.'],"['social class', 'legal concept']",['enslaved person'],TRUE
slave,Q1617492,hierodule,"['hierodulia', 'hierodule', 'hieródoulos', 'ἱερόδουλος', 'sacred slave', 'sacred slaves', 'hieroduloi', 'ἱερόδουλοι']","['man or woman living in a condition (hierodulia) from a templar institution, who were dedicated as slaves to the worship of the god, often performing sacred prostitution (from Ancient Greek ἱερός (hierós, “sacred”) + δοῦλος (doûlos, “s']","['historical profession', 'occupation', 'social status']","['enslaved person', 'slavery']",TRUE
slave,Q5507284,fugitive slaves in United States,"['runaway slave', 'fugitive slave']",['aspect of history'],[],"['fugitive', 'enslaved person']",TRUE
slave,Q2445443,Master/slave,['Total Power Exchange'],['consensual authority-exchange structured sexual relationship'],[],['domination and submission practice'],FALSE
slave,Q1890568,Mann Act,"['White Slave Traffic Act', 'An Act to further regulate interstate and foreign commerce by prohibiting the transportation therein for immoral purposes of women and girls, and for other purposes', 'Mann Act of 1910']",['1910 Act of the United States Congress'],['Act of Congress in the United States'],[],TRUE
slave,Q108291575,"Some Historical Account O F Guinea, its Situation, Produce, and the Genera) Disposition of Its Inhabitants. With An Inquiry into the Rise and Progress of the Slave Trade, Its Nature, and Lamentable Effects",,['heritage'],[],[],TRUE
slave,Q841571,freedman,"['freeman', 'freewoman', 'freedwoman', 'freed slave', 'ex-slave', 'freed person', 'former slave', 'freedperson']",['person who has been released from enslavement'],"['social class', 'social status']",['person'],TRUE
slave,Q7539189,Slave insurance in the United States,,['aspect of history'],['aspect of history'],['insurance'],TRUE
slave,Q28134193,Reparations,,website devoted to cause of compensation for the descendants of the Transatlantic Slave Trade,['website'],[],TRUE
slaves,Q106611758,Roman slave,"['Roman slaves', 'Servi']",['person from Ancient Rome who lacked freedom because he was under the domain of another or being part of the property of that one.'],"['social class', 'legal concept']",['enslaved person'],TRUE
slaves,Q12011559,yearling,['year-born'],"social class in Medieval Norse society denoting that a person, their parents, their grandparents and their great-grandparents all lived free and none were slaves or indentured; this grants some amelioration of punishments for crimes",['social class'],[],TRUE
slaves,Q1617492,hierodule,"['hierodulia', 'hierodule', 'hieródoulos', 'ἱερόδουλος', 'sacred slave', 'sacred slaves', 'hieroduloi', 'ἱερόδουλοι']","['man or woman living in a condition (hierodulia) from a templar institution, who were dedicated as slaves to the worship of the god, often performing sacred prostitution (from Ancient Greek ἱερός (hierós, “sacred”) + δοῦλος (doûlos, “s']","['historical profession', 'occupation', 'social status']","['enslaved person', 'slavery']",TRUE
slaves,Q5507284,fugitive slaves in United States,"['runaway slave', 'fugitive slave']",['aspect of history'],[],"['fugitive', 'enslaved person']",TRUE
slaves,Q2928426,"United States Bureau of Refugees, Freedmen and Abandoned Lands","['Bureau of Refugees, Freedmen and Abandoned Lands', ""Freedmen's Bureau"", ""United States Freedmen's Bureau"", ""U.S. Freedmen's Bureau"", 'Bureau of Freedmen, Refugees, and Abandoned Lands']",United States bureau responsible for improving freed slaves' conditions,['organization'],[],TRUE
slaves,Q99660727,"Mothering Slaves: Comparative Perspectives on Motherhood, Childlessness and the Care of Children in Atlantic Slave Societies",,['AHRC Research Grant (2016)'],"['research grant', 'research project']",[],TRUE
slaves,Q3686437,Treatment of slaves in the United States,,['treatment endured by enslaved people in the US'],[],[],TRUE
slaves,Q16838766,Georgia Experiment,,policy prohibiting the ownership of slaves,['policy'],[],TRUE
slaves,Q3249647,Slave breeding in the United States,,"former prevalent economic practice in the US, especially after import of slaves was made illegal",[],[],TRUE
slaves,Q210911,American Colonization Society,"['American Society for Colonizing the Free People of Colour of the United States', 'ACS', 'The Society for the Colonization of Free People of Color of America', 'Society for the Colonization of Free People of Color of America']",organization that helped in founding Liberia as a colony for freed slaves,['organization'],[],TRUE
southern rhodesia,Q750583,Southern Rhodesia,,['self-governing British colony from 1923 to 1980'],"['crown colony', 'colony']",[],TRUE
southern rhodesia,Q7570403,Legislative Assembly of Southern Rhodesia,['Southern Rhodesian Legislative Assembly'],"[""20th-century British colony's law-making body""]",['legislature'],[],TRUE
southern rhodesia,Q99947952,The Southern Rhodesia (United Nations Sanctions: Islands and Overseas Territories) (Revocations) Order 1979,,['UK Statutory Instrument 1979\xa0No. 1655'],['UK Statutory Instrument'],[],TRUE
southern rhodesia,Q99922567,The Southern Rhodesia (United Nations Sanctions) (Saint Lucia) Order 1970,,['UK Statutory Instrument 1970\xa0No. 286'],['UK Statutory Instrument'],[],TRUE
southern rhodesia,Q110266495,Southern Rhodesia (Constitution) Act 1961,"['10 & 11 Eliz. 2. c. 2', '10&11 Eliz 2 c2']",['Public General Act of Parliament of the United Kingdom'],['Public General Act of the Parliament of the United Kingdom'],[],TRUE
southern rhodesia,Q100164094,Southern Rhodesia Act 1979,"['1979 c. 52', '1979 c52']",['Public General Act of Parliament of the United Kingdom'],['Public General Act of the Parliament of the United Kingdom'],[],TRUE
southern rhodesia,Q55633618,Southern Rhodesia Act 1965,"['1965 c. 76', '1965 c76']",['Public General Act of Parliament of the United Kingdom'],['Public General Act of the Parliament of the United Kingdom'],[],TRUE
southern rhodesia,Q99923195,The Southern Rhodesia (United Nations Sanctions) (Isle of Man) (Amendment) Order 1972,,['UK Statutory Instrument 1972\xa0No. 1585'],['UK Statutory Instrument'],[],TRUE
southern rhodesia,Q106811663,Southern Rhodesia Base Metals Corp.,"['Southern Rhodesia Base Metals Corporation, Limited']",['business; colonial society'],"['business', 'colonial society']",[],TRUE
southern rhodesia,Q99923196,The Southern Rhodesia (United Nations Sanctions) (Channel Islands) (Amendment) Order 1972,,['UK Statutory Instrument 1972\xa0No. 1584'],['UK Statutory Instrument'],[],TRUE
third world,Q180194,Third World,,['category of countries on socio economic base'],['group'],[],TRUE
third world,Q337352,The World Academy of Sciences,"['Third World Academy of Sciences', 'TWAS', 'The World Academy of Sciences for the advancement of science in developing countries', 'twas.org', 'TWAS, the academy of sciences for the developing world', 'UNESCO TWAS']",['merit-based science academy'],"['academy of sciences', 'international non-governmental organization', 'national academy']",[],TRUE
third world,Q7692521,Technological apartheid,,denial of modern technologies to Third World or developing nations,[],[],TRUE
third world,Q30256340,Environment and Development Action Third World,"['Enda Tiers-Monde', 'ENDA']","['nonprofit organization in Dakar, Senegal']",['nonprofit organization'],[],TRUE
third world,Q6281693,Joseph Brant Arseneau,,Known in finance/technology for first formally defining finance techniques for third world housing,['human'],[],TRUE
third world,Q112853310,Community development : a discussion of the concept and whether or not it has the potential to contribute to effective and sustainable development in the third world,,"[""1996 master's thesis by Penny Nelson at Lincoln University""]","[""master's thesis""]",[],TRUE
third world,Q6052693,International Relations Theory and the Third World,,,[],[],TRUE
third world,Q66321661,"Great Decisions '86: Third World Development: Old Problems, New Strategies? (NAID 102038045)",,"[""item in the National Archives and Records Administration's holdings""]",['item of collection or exhibition'],[],TRUE
third world,Q112857445,Free trade or fair trade? How changes in the current international trade system could act as a development tool for third world countries : the Brazilian case,,"[""2002 master's thesis by Rossana Gabriely de Oliveira Couto at Massey University""]","[""master's thesis""]",[],TRUE
third world,Q59672380,"Trends in Conventional Arms Transfers to the Third World by Major Supplier, 1980-1987",,['Congressional Research Service report'],['Congressional Research Service report'],[],TRUE
traditional,Q50922905,Traditional knowledge and technologies relating to the growing and processing of the curagua,,"['Representative List of the Intangible Cultural Heritage of Humanity in Venezuela (Bolivarian Republic of), inscribed in 2015']",[],[],TRUE
traditional,Q108443879,Schools of Living Traditions,"['Schools of Living Traditions', 'School of Living Traditions', 'The School of Living Traditions', 'SLT', 'SLTs', 'Schools for Living Traditions']",Philippines program to safeguard vital traditional cultural knowledge and practices from the potential negative effects of modernization – Unesco ICH Good Safeguarding Practice inscribed in 2021,"['project', 'school', 'Unesco ICH Good Safeguarding Practice']",[],TRUE
