,term,QID,wd_bow,cs_combined
132413,queers,Q75016680,"['queer', 'lover', 'hateful', 'regenerating', 'violent', 'time', 'place', 'written', 'work']",0.777
132409,queers,Q61445038,"['queer', 'comprehensive', 'encyclopedia', 'historical', 'gay', 'lesbian', 'bisexual', 'version', 'edition', 'translation', 'biographical', 'dictionary', 'keith', 'stern']",0.747
132383,queers,Q112869928,"['sweat', 'reimagining', 'global', 'queer', 'citizenship', 'sydney', 'gay', 'game', 'doctoral', 'thesis', 'doctoral', 'thesis', 'kellie', 'jean', 'burn', 'university', 'otago']",0.743
132414,queers,Q75016873,"['queer', 'lover', 'hateful', 'regenerating', 'violent', 'time', 'place', 'version', 'edition', 'translation', 'book', 'edition']",0.7290000000000001
132410,queers,Q7271166,"['queer', 'undermining', 'israeli', 'terrorism']",0.7240000000000001
132374,queers,Q107343107,"['queersinscience', 'initiative', 'queer', 'science', 'qi', 'initiative', 'supporting', 'people', 'stemm', 'field', 'australia']",0.721
132395,queers,Q5439901,"['fed', 'queer', 'advocacy', 'group', 'right', 'organization']",0.6890000000000001
132412,queers,Q7271168,"['queer', 'israeli', 'apartheid', 'organization', 'toronto', 'based', 'lgbt', 'protest', 'movement']",0.6759999999999999
132388,queers,Q114430131,"['zombie', 'migrant', 'race', 'crisis', 'capitalism', 'pop', 'culture', 'literary', 'work']",0.6679999999999999
160585,race,Q3254959,"['human', 'categorization', 'classification', 'system', 'identity', 'mankind', 'classification', 'system', 'used', 'categorize', 'human', 'basis', 'hereditary', 'physical', 'trait']",0.938
162391,race,Q2042898,"['historical', 'concept', 'human', 'categorization', 'historical', 'definition', 'disused', 'concept', 'disused', 'definition', 'archaic', 'concept', 'archaic', 'definition', 'deprecated', 'concept', 'deprecated', 'definition', 'disused', 'conception', 'racial', 'ethnic', 'makeup']",0.9329999999999999
163987,race,Q64711016,"['whiteness', 'study', 'study', 'structure', 'produce', 'white', 'privilege', 'examination', 'whiteness', 'analyzed', 'culture', 'source', 'systemic', 'racism', 'exploration', 'social', 'phenomenon', 'related', 'white']",0.9329999999999999
167296,race,Q365143,"['ethnopluralism', 'ethno', 'pluralism', 'right', 'wing', 'ethno', 'nationalist', 'associated', 'model', 'nation', 'would', 'formed', 'basis', 'culture', 'interest', 'preserving', 'cultural', 'genetic', 'heritage']",0.9209999999999999
163413,race,Q7279589,"['racial', 'politics', 'politics', 'racism', 'identity', 'politics', 'discrimination', 'politics', 'use', 'human', 'categorization', 'hierarchical', 'identifier', 'political', 'discourse', 'campaign', 'within', 'societal', 'cultural', 'climate', 'created', 'practice', 'including', 'exploiting', 'issue', 'forward', 'political', 'agenda']",0.919
164545,race,Q57203016,"['discrimination', 'pegi', 'discrimination', 'discrimination', 'pegi', 'pegi', 'video', 'game', 'content', 'rating', 'game', 'may', 'contain', 'scene', 'behavior', 'reference', 'cruelty', 'harassment', 'group', 'specific', 'people', 'based', 'religion', 'gender', 'sexuality']",0.917
160560,race,Q30103,"['minority', 'group', 'special', 'population', 'minority', 'group', 'demographic', 'minority', 'minority', 'minority', 'group', 'people', 'practice', 'religion', 'ethnicity', 'characteristic', 'fewer', 'number', 'main', 'group', 'classification']",0.915
160954,race,Q1378555,"['multiracial', 'people', 'human', 'categorization', 'ethnic', 'group', 'human', 'mixed', 'people', 'made', 'relating', 'people', 'many']",0.9009999999999999
160449,race,Q235155,"['white', 'people', 'human', 'categorization', 'human', 'white', 'human', 'white', 'person', 'white', 'white', 'human', 'white', 'racial', 'classification', 'skin', 'color', 'specifier']",0.893
161752,race,Q2090033,"['miscegenation', 'controversy', 'racism', 'amalgamation', 'racial', 'amalgamation', 'amalgamation', 'pejorative', 'term', 'referring', 'interethnic', 'relationship', 'resulting', 'multiethnic', 'offspring']",0.8859999999999999
158181,races,Q3254959,"['race', 'human', 'categorization', 'classification', 'system', 'identity', 'race', 'race', 'mankind', 'race', 'classification', 'system', 'used', 'categorize', 'human', 'basis', 'hereditary', 'physical', 'trait']",0.938
157992,races,Q1141593,"['racialism', 'racial', 'theory', 'belief', 'human', 'specie', 'naturally', 'divided', 'race', 'ostensibly', 'distinct', 'biological', 'category']",0.929
158657,races,Q7279585,"['racial', 'inequality', 'united', 'state', 'identifies', 'social', 'advantage', 'disparity', 'affect', 'different', 'race', 'within', 'u']",0.8909999999999999
158599,races,Q51430324,"['origin', 'specie', 'mean', 'natural', 'selection', 'preservation', 'favoured', 'race', 'struggle', 'life', 'version', 'edition', 'translation', 'edition', 'impression']",0.889
158147,races,Q2560112,"['white', 'separatism', 'political', 'social', 'movement', 'seek', 'separation', 'white', 'people', 'people', 'race', 'ethnicity']",0.878
158116,races,Q20124,"['origin', 'specie', 'written', 'work', 'academic', 'writing', 'scientific', 'reference', 'work', 'origin', 'specie', 'mean', 'natural', 'selection', 'preservation', 'favoured', 'race', 'struggle', 'life', 'origin', 'specie', 'book', 'charles', 'darwin']",0.8740000000000001
159647,races,Q26329417,"['african', 'american', 'woman', 'compared', 'woman', 'difference', 'demographic', 'workforce', 'characteristic', 'occupational', 'injury', 'morbidity', 'risk', 'abstract', 'abstract', 'published']",0.87
159715,races,Q5404305,"['ethnic', 'relation', 'india', 'behaviour', 'toward', 'people', 'ethnicity', 'race', 'india']",0.868
158367,races,Q7279580,"['racial', 'equality', 'biological', 'social', 'equal', 'regard', 'race', 'human']",0.865
159252,races,Q7166094,"['peopling', 'india', 'immigration', 'pattern', 'different', 'race', 'people']",0.8640000000000001
175226,retarded,Q112847738,"['recognizing', 'facial', 'expression', 'emotion', 'assessment', 'training', 'generalization', 'mentally', 'person', 'thesis', 'thesis', 'christopher', 'mcalpine', 'university', 'canterbury']",0.92
175225,retarded,Q112847043,"['remediation', 'spelling', 'deficit', 'mentally', 'child', 'comparative', 'efficacy', 'overcorrection', 'interspersal', 'training', 'thesis', 'thesis', 'tina', 'haggar', 'university', 'canterbury']",0.917
175224,retarded,Q112845941,"['spelling', 'deficit', 'mentally', 'child', 'comparison', 'alternative', 'remediation', 'strategy', 'thesis', 'thesis', 'vicky', 'marie', 'anderson', 'university', 'canterbury']",0.9
175277,retarded,Q74277620,"['effect', 'dual', 'task', 'balance', 'training', 'cognitive', 'function', 'people', 'mental', 'clinical', 'trial', 'clinical', 'trial']",0.899
175242,retarded,Q19709948,"['congenital', 'heart', 'defect', 'round', 'face', 'developmental', 'delay', 'syndrome', 'developmental', 'defect', 'embryogenesis', 'class', 'disease', 'disease', 'multiple', 'congenital', 'anomaly', 'dysmorphic', 'syndrome', 'intellectual', 'disability', 'genetic', 'syndromic', 'intellectual', 'disability', 'sonoda', 'syndrome', 'round', 'face', 'depressed', 'nasal', 'bridge', 'small', 'mouth', 'congenital', 'heart', 'defect', 'development', 'medical', 'condition']",0.898
175219,retarded,Q112108108,"['evaluation', 'gentle', 'teaching', 'visual', 'screening', 'reduction', 'stereotypy', 'mentally', 'person', 'thesis', 'thesis', 'jennifer', 'jordan', 'university', 'canterbury']",0.895
175233,retarded,Q115542878,"['algerian', 'semi', 'private', 'initiative', 'psycho', 'pedagogy', 'algerian', 'experiment', 'semi', 'private', 'initiative', 'field', 'psycho', 'pedagogical', 'help', 'mentally', 'child', 'adolescent']",0.889
175279,retarded,Q7987389,"['westerhof', 'syndrome', 'class', 'disease', 'pigmentation', 'disorder', 'westerhof', 'beemer', 'cormane', 'syndrome', 'hypo', 'hypermelanotic', 'cutaneous', 'macule', 'growth', 'intellectual', 'disability', 'syndrome', 'congenital', 'hypomelanotic', 'hypermelanotic', 'macule', 'macule', 'hereditary', 'congenital', 'hypopigmented', 'hyperpigmented', 'macule', 'hereditary', 'congenital', 'hypopigmented', 'hyperpigmented', 'westerhof', 'beemer', 'cormane', 'syndrome', 'hereditary', 'congenital', 'hypopigmented', 'hyperpigmented', 'macule', 'medical', 'condition']",0.879
175278,retarded,Q7921702,"['vermont', 'defendant', 'accommodation', 'project', 'project', 'identifying', 'need', 'mentally', 'criminal', 'defendant']",0.878
175221,retarded,Q112838250,"['comparison', 'several', 'operant', 'procedure', 'severely', 'child', 'thesis', 'thesis', 'alan', 'norman', 'ewen', 'fugler', 'university', 'waikato']",0.872
71833,roots,Q99923275,"['chronically', 'sick', 'person', 'act', 'commencement', 'scotland', 'order', 'uk', 'statutory', 'instrument', 'uk', 'statutory', 'instrument']",
62732,second world,Q233472,"['second', 'world', 'group', 'geopolitical', 'classification']",0.9440000000000001
63393,second world,Q64478652,"['record', 'relating', 'industrial', 'company', 'prior', 'second', 'world', 'war', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.8859999999999999
62974,second world,Q67521352,"['moscow', 'service', 'english', 'north', 'report', 'alleged', 'round', 'table', 'discussion', 'among', 'four', 'american', 'korean', 'second', 'world', 'peace', 'conference', 'naid', 'item', 'collection', 'exhibition', 'item', 'national', 'archive', 'record', 'holding']",0.882
63397,second world,Q66304159,"['record', 'relating', 'fiscal', 'policy', 'second', 'world', 'war', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.8759999999999999
62830,second world,Q42899432,"['bergier', 'commission', 'final', 'report', 'historical', 'document', 'bergier', 'final', 'report', 'final', 'report', 'independent', 'commission', 'expert', 'switzerland', 'second', 'world', 'war', 'switzerland', 'national', 'socialism', 'second', 'world', 'war', 'final', 'report', 'publication', 'independent', 'commission', 'expert', 'swiss', 'second', 'world', 'war']",0.8740000000000001
63392,second world,Q64278051,"['record', 'relating', 'second', 'world', 'war', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.873
63383,second world,Q59937323,"['record', 'relating', 'second', 'world', 'war', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.873
63396,second world,Q66198090,"['special', 'research', 'history', 'role', 'communication', 'intelligence', 'submarine', 'warfare', 'japan', 'second', 'world', 'war', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.87
63053,second world,Q104724189,"['eastern', 'europe', 'historical', 'event', 'second', 'world', 'war', 'country', 'subject', 'folder', 'folder', 'century', 'press', 'archive']",0.8690000000000001
62857,second world,Q44602668,"['swiss', 'armament', 'industry', 'trade', 'war', 'material', 'national', 'socialist', 'corporate', 'strategy', 'market', 'trend', 'political', 'control', 'bergier', 'report', 'publication', 'independent', 'commission', 'expert', 'switzerland', 'second', 'world', 'war', 'vol']",0.868
26775,servant,Q54128,"['domestic', 'worker', 'profession', 'blue', 'collar', 'worker', 'domestic', 'worker', 'companion', 'valet', 'domestic', 'domestic', 'staff', 'domestic', 'helper', 'domestic', 'employee', 'household', 'employee', 'household', 'worker', 'household', 'person', 'work', 'within', 'scope', 'residence']",0.95
34807,servant,Q6785120,"['master', 'act', 'master', 'act', 'term', 'several', 'english', 'speaking', 'country', 'regulating', 'relation', 'employer', 'employee', 'century']",0.889
26591,servant,Q11993231,"['norwegian', 'public', 'occupation', 'civil', 'service', 'worker', 'official', 'defined', 'within', 'national', 'norwegian', 'context', 'type', 'official', 'employed', 'state', 'lower', 'level', 'government']",0.884
27612,servant,Q3007620,"['curator', 'curatore', 'civil', 'position', 'ancient', 'rome', 'tasked', 'maintaining', 'various', 'public', 'work']",0.866
34527,servant,Q112925771,"['role', 'transformational', 'leadership', 'governmental', 'agency', 'bank', 'lao', 'pdr', 'order', 'build', 'effective', 'working', 'environment', 'thesis', 'thesis', 'viengsavang', 'latsachanh', 'unitec', 'institute', 'technology']",0.865
34710,servant,Q283086,"['pattern', 'behavioral', 'pattern', 'software', 'design', 'object', 'used', 'offer', 'functionality', 'group', 'class', 'without', 'defining', 'functionality']",0.865
26817,servant,Q599151,"['official', 'position', 'occupation', 'occupation', 'group', 'according', 'isco', 'job', 'function', 'public', 'office', 'professional', 'government', 'official', 'administrator', 'higher', 'civil', 'public', 'administrator', 'officeholder', 'public', 'official', 'public', 'officer', 'official', 'charge', 'clerk', 'someone', 'hold', 'government', 'office']",0.863
32467,servant,Q59647973,"['social', 'public', 'retirement', 'protection', 'act', 'congressional', 'research', 'service', 'report', 'congressional', 'research', 'service', 'report']",0.861
34101,servant,Q112926413,"['leadership', 'philosophy', 'incorporated', 'corporate', 'culture', 'culturally', 'diverse', 'retail', 'company', 'new', 'case', 'study', 'approach', 'thesis', 'thesis', 'leo', 'kazuhiko', 'saito', 'unitec', 'institute', 'technology']",0.8590000000000001
29427,servant,Q18528870,"['hilda', 'martindale', 'leading', 'british', 'civil', 'working', 'improve', 'working', 'condition', 'particularly', 'woman']",0.856
26525,servants,Q97201062,"['finnish', 'nature', 'panel', 'nature', 'panel', 'finnish', 'ipbes', 'panel', 'interdisciplinary', 'advisory', 'group', 'finnish', 'scholar', 'civil', 'servant', 'assessing', 'ipbes', 'intergovernmental', 'platform', 'biodiversity', 'ecosystem', 'service', 'related', 'issue']",0.8809999999999999
26055,servants,Q106973020,"['support', 'civil', 'fight', 'reasonable', 'living', 'condition', 'working', 'people', 'hong', 'kong', 'aspect', 'history', 'hong', 'kong', 'baptist', 'university', 'library', 'digital', 'scholarship', 'service', 'biweekly', 'theatre', 'private', 'archive', 'mok', 'chiu', 'yu', 'augustine', 'friend', 'battle', 'news', 'monthly', 'mcy']",0.878
26391,servants,Q740628,"['fakelaki', 'greek', 'word', 'mean', 'also', 'used', 'greek', 'popular', 'culture', 'jargon', 'term', 'referring', 'bribery', 'public', 'servant', 'private', 'company', 'greek', 'citizen', 'order', 'service']",0.8740000000000001
26357,servants,Q59623002,"['state', 'change', 'punjab', 'professional', 'personal', 'experience', 'british', 'civil', 'servant', 'independence', 'beyond', 'thesis', 'doctoral', 'thesis', 'catherine', 'eleanor', 'brown', 'coombs']",0.872
25760,servants,Q464705,"['domestic', 'worker', 'occupation', 'worker', 'servant', 'staff', 'employed', 'private', 'household']",0.8690000000000001
26435,servants,Q8380540,"['servant', 'department', 'work', 'pension', 'wikimedia', 'category', 'wikimedia', 'category']",0.862
25652,servants,Q2101508,"['policy', 'analysis', 'policy', 'science', 'policy', 'research', 'technique', 'used', 'public', 'administration', 'enable', 'civil', 'servant', 'examine', 'evaluate', 'available', 'option', 'implement', 'goal', 'elected', 'official']",0.858
25558,servants,Q112937966,"['street', 'level', 'screen', 'level', 'front', 'line', 'public', 'recordkeeping', 'behaviour', 'ict', 'enabled', 'agency', 'doctoral', 'thesis', 'doctoral', 'thesis', 'anita', 'rapson', 'victoria', 'university', 'wellington']",0.856
25866,servants,Q673079,"['professional', 'fire', 'brigade', 'public', 'municipal', 'fire', 'department', 'usually', 'consisting', 'civil', 'servant', 'permanently', 'employed', 'firefighting', 'service', 'personnel']",0.856
25903,servants,Q8380523,"['servant', 'commonwealth', 'relation', 'office', 'wikimedia', 'category', 'wikimedia', 'category']",0.8540000000000001
176027,slave,Q12773225,"['enslaved', 'person', 'social', 'class', 'occupation', 'condition', 'personal', 'property', 'prisoner', 'product', 'enslaved', 'person', 'state', 'slavery']",0.9490000000000001
175952,slave,Q106611758,"['roman', 'social', 'class', 'legal', 'concept', 'enslaved', 'person', 'roman', 'servi', 'person', 'ancient', 'rome', 'lacked', 'freedom', 'domain', 'another', 'part', 'property']",0.912
177918,slave,Q2895269,"['fugitive', 'act', 'legislation', 'act', 'congress', 'united', 'state', 'fugitive', 'law', 'act', 'respecting', 'fugitive', 'justice', 'person', 'escaping', 'service', 'master', 'act', 'united', 'state', 'congress']",0.904
176077,slave,Q1890568,"['mann', 'act', 'act', 'congress', 'united', 'state', 'white', 'traffic', 'act', 'act', 'regulate', 'interstate', 'foreign', 'commerce', 'prohibiting', 'transportation', 'therein', 'immoral', 'purpose', 'woman', 'girl', 'purpose', 'mann', 'act', 'act', 'united', 'state', 'congress']",0.904
176758,slave,Q2445443,"['master', 'domination', 'submission', 'practice', 'total', 'power', 'exchange', 'consensual', 'authority', 'exchange', 'structured', 'sexual', 'relationship']",0.893
176850,slave,Q5507284,"['fugitive', 'united', 'state', 'fugitive', 'enslaved', 'person', 'runaway', 'fugitive', 'aspect', 'history']",0.888
177581,slave,Q7539168,"['trade', 'act', 'short', 'title', 'family', 'related', 'law', 'regulating', 'restricting', 'banning', 'slavery']",0.8859999999999999
176053,slave,Q1617492,"['hierodule', 'historical', 'profession', 'occupation', 'social', 'status', 'enslaved', 'person', 'slavery', 'hierodulia', 'hierodule', 'hieródoulos', 'ἱερόδουλος', 'sacred', 'sacred', 'hieroduloi', 'ἱερόδουλοι', 'man', 'woman', 'living', 'condition', 'hierodulia', 'templar', 'institution', 'dedicated', 'worship', 'god', 'often', 'performing', 'sacred', 'prostitution', 'ancient', 'greek', 'ἱερός', 'hierós', 'δοῦλος', 'doûlos']",0.8809999999999999
178148,slave,Q7888320,"['united', 'nation', 'supplementary', 'convention', 'abolition', 'slavery', 'treaty', 'supplementary', 'convention', 'abolition', 'slavery', 'trade', 'institution', 'practice', 'similar', 'slavery', 'united', 'nation', 'treaty', 'build', 'upon', 'slavery', 'convention']",0.88
179052,slave,Q7539189,"['insurance', 'united', 'state', 'aspect', 'history', 'insurance', 'aspect', 'history']",0.875
175368,slaves,Q106611758,"['roman', 'slave', 'social', 'class', 'legal', 'concept', 'enslaved', 'person', 'roman', 'slave', 'servi', 'person', 'ancient', 'rome', 'lacked', 'freedom', 'domain', 'another', 'part', 'property']",0.912
175614,slaves,Q5507284,"['fugitive', 'slave', 'united', 'state', 'fugitive', 'enslaved', 'person', 'runaway', 'slave', 'fugitive', 'slave', 'aspect', 'history']",0.888
175460,slaves,Q1617492,"['hierodule', 'historical', 'profession', 'occupation', 'social', 'status', 'enslaved', 'person', 'slavery', 'hierodulia', 'hierodule', 'hieródoulos', 'ἱερόδουλος', 'sacred', 'slave', 'sacred', 'slave', 'hieroduloi', 'ἱερόδουλοι', 'man', 'woman', 'living', 'condition', 'hierodulia', 'templar', 'institution', 'dedicated', 'slave', 'worship', 'god', 'often', 'performing', 'sacred', 'prostitution', 'ancient', 'greek', 'ἱερός', 'hierós', 'δοῦλος', 'doûlos']",0.8809999999999999
175818,slaves,Q12011559,"['yearling', 'year', 'born', 'social', 'class', 'medieval', 'norse', 'society', 'denoting', 'person', 'parent', 'grandparent', 'great', 'grandparent', 'lived', 'free', 'none', 'slave', 'grant', 'amelioration', 'punishment', 'crime']",0.8809999999999999
175545,slaves,Q2928426,"['united', 'state', 'bureau', 'refugee', 'freedman', 'abandoned', 'land', 'bureau', 'refugee', 'freedman', 'abandoned', 'land', 'bureau', 'united', 'state', 'bureau', 'bureau', 'bureau', 'freedman', 'refugee', 'abandoned', 'land', 'united', 'state', 'bureau', 'responsible', 'improving', 'freed', 'condition']",0.88
175474,slaves,Q16838766,"['georgia', 'experiment', 'policy', 'prohibiting', 'ownership', 'slave']",0.878
175587,slaves,Q4742335,"['amelioration', 'act', 'statute', 'enacted', 'leeward', 'island', 'regarding', 'treatment', 'slave']",0.867
175582,slaves,Q4676640,"['act', 'prohibiting', 'return', 'slave', 'act', 'congress', 'united', 'state', 'law', 'prohibited', 'return', 'slave', 'owner', 'military']",0.865
175559,slaves,Q3249647,"['slave', 'breeding', 'united', 'state', 'former', 'prevalent', 'economic', 'practice', 'u', 'especially', 'import', 'slave', 'made', 'illegal']",0.863
175375,slaves,Q107262169,"['netto', 'question', 'collective', 'case', 'freed', 'slave', 'imperial', 'brazil']",0.861
884,southern rhodesia,Q750583,"['southern', 'rhodesia', 'crown', 'colony', 'colony', 'self', 'governing', 'british', 'colony']",0.892
944,southern rhodesia,Q99947952,"['southern', 'rhodesia', 'united', 'nation', 'island', 'overseas', 'territory', 'revocation', 'order', 'uk', 'statutory', 'instrument', 'uk', 'statutory', 'instrument']",0.826
779,southern rhodesia,Q23198375,"['capricorn', 'africa', 'society', 'multiracial', 'organization', 'founded', 'southern', 'rhodesia', 'zimbabwe', 'objective', 'democratic', 'multiracial', 'development', 'east', 'central', 'africa', 'dissolved']",0.821
660,southern rhodesia,Q100901853,"['member', 'legislative', 'assembly', 'southern', 'rhodesia', 'position', 'member', 'legislative', 'assembly', 'southern', 'rhodesia', 'mla', 'southern', 'rhodesian', 'mla', 'member', 'southern', 'rhodesian', 'legislative', 'assembly', 'political', 'office', 'southern', 'rhodesia', 'british', 'empire']",0.8140000000000001
850,southern rhodesia,Q5148418,"['colonial', 'history', 'southern', 'rhodesia', 'colonial', 'history']",0.8140000000000001
674,southern rhodesia,Q106811663,"['southern', 'rhodesia', 'base', 'metal', 'business', 'colonial', 'society', 'southern', 'rhodesia', 'base', 'metal', 'corporation', 'limited', 'colonial', 'society']",0.813
776,southern rhodesia,Q19113466,"['united', 'nation', 'general', 'assembly', 'resolution', 'united', 'nation', 'general', 'assembly', 'resolution', 'question', 'southern', 'rhodesia', 'united', 'nation', 'general', 'assembly', 'resolution', 'adopted']",0.812
775,southern rhodesia,Q19113463,"['united', 'nation', 'general', 'assembly', 'resolution', 'united', 'nation', 'general', 'assembly', 'resolution', 'question', 'southern', 'rhodesia', 'united', 'nation', 'general', 'assembly', 'resolution', 'adopted']",0.812
774,southern rhodesia,Q19022898,"['united', 'nation', 'general', 'assembly', 'resolution', 'united', 'nation', 'general', 'assembly', 'resolution', 'question', 'southern', 'rhodesia', 'united', 'nation', 'general', 'assembly', 'resolution', 'adopted']",0.812
773,southern rhodesia,Q19022891,"['united', 'nation', 'general', 'assembly', 'resolution', 'united', 'nation', 'general', 'assembly', 'resolution', 'question', 'southern', 'rhodesia', 'united', 'nation', 'general', 'assembly', 'resolution', 'adopted']",0.812
25326,third world,Q180194,"['third', 'world', 'group', 'category', 'country', 'socio', 'economic', 'base']",0.8740000000000001
25373,third world,Q6281693,"['joseph', 'brant', 'arseneau', 'known', 'finance', 'technology', 'first', 'formally', 'defining', 'finance', 'technique', 'third', 'world', 'housing']",0.867
25347,third world,Q337352,"['world', 'academy', 'science', 'academy', 'science', 'international', 'non', 'governmental', 'organization', 'national', 'academy', 'third', 'world', 'academy', 'science', 'twas', 'world', 'academy', 'science', 'advancement', 'science', 'developing', 'country', 'twas', 'academy', 'science', 'developing', 'world', 'unesco', 'twas', 'merit', 'based', 'science', 'academy']",0.856
25395,third world,Q7692521,"['technological', 'apartheid', 'denial', 'modern', 'technology', 'third', 'world', 'developing', 'nation']",0.847
25287,third world,Q106375225,"['economic', 'diversification', 'rural', 'change', 'former', 'expulsion', 'southern', 'kerio', 'valley', 'kenya', 'book', 'section', 'published', 'development', 'third', 'world', 'country', 'case', 'study', 'africa', 'asia', 'latin', 'amsterdam']",0.845
25302,third world,Q112853310,"['community', 'development', 'discussion', 'concept', 'whether', 'potential', 'contribute', 'effective', 'sustainable', 'development', 'third', 'world', 'thesis', 'thesis', 'penny', 'nelson', 'lincoln', 'university']",0.8420000000000001
25343,third world,Q30256340,"['environment', 'development', 'action', 'third', 'world', 'nonprofit', 'organization', 'enda', 'tier', 'monde', 'enda', 'nonprofit', 'organization', 'dakar', 'senegal']",0.8370000000000001
25372,third world,Q6052693,"['international', 'relation', 'theory', 'third', 'world']",0.8340000000000001
25369,third world,Q59672380,"['trend', 'conventional', 'arm', 'transfer', 'third', 'world', 'major', 'supplier', 'congressional', 'research', 'service', 'report', 'congressional', 'research', 'service', 'report']",0.8320000000000001
25298,third world,Q112846558,"['role', 'foreign', 'aid', 'third', 'world', 'overview', 'special', 'reference', 'new', 'zealand', 'aid', 'agriculture', 'south', 'pacific', 'thesis', 'thesis', 'dashfield', 'university', 'canterbury']",0.831
186660,traditional,Q99720797,"['togoland', 'policy', 'country', 'subject', 'folder', 'folder', 'century', 'press', 'archive']",
186659,traditionals,Q99720797,"['togoland', 'policy', 'country', 'subject', 'folder', 'folder', 'century', 'press', 'archive']",
140688,trans,Q189125,"['transgender', 'person', 'lgbt', 'gender', 'modality', 'gender', 'minority', 'transgender', 'person', 'transgender', 'people', 'person', 'people', 'identified', 'person', 'identified', 'people', 'transgender', 'identified', 'person', 'transgender', 'identified', 'people', 'transpeople', 'transperson', 'transgenders', 'transgendered', 'transgender', 'person', 'gender', 'identity', 'sex', 'assigned', 'birth']",0.9740000000000001
140676,trans,Q1771029,"['transidentity', 'identity', 'transness', 'transgenderness', 'condition', 'individual', 'identifies', 'gender', 'inconsistent', 'biological', 'sex']",0.9440000000000001
147901,trans,Q106246204,"['asocijacija', 'spektra', 'association', 'spectrum', 'montenegrin', 'association', 'gender', 'diverse', 'intersex', 'person']",0.938
141500,trans,Q27679766,"['transmasculine', 'gender', 'gender', 'identity', 'transgender', 'masculine', 'transmasculinity', 'masculinity', 'transgender', 'masculinity', 'transmasc', 'masc', 'masculine', 'masc', 'gender', 'individual', 'assigned', 'female', 'birth', 'identify', 'male', 'side', 'gender', 'spectrum']",0.934
140408,trans,Q1052281,"['woman', 'gender', 'identity', 'gender', 'modality', 'gender', 'minority', 'transgender', 'female', 'male', 'female', 'mtf', 'female', 'girl', 'transgender', 'woman', 'transwoman', 'transsexual', 'woman', 'woman', 'woman', 'transsexual', 'girl', 'transgender', 'female', 'mtf', 'person', 'assigned', 'male', 'birth', 'identifies', 'woman']",0.9279999999999999
141484,trans,Q27679684,"['transfeminine', 'gender', 'gender', 'identity', 'transgender', 'feminine', 'transfem', 'transfemme', 'femme', 'fem', 'feminine', 'transfemininity', 'transgender', 'femininity', 'gender', 'individual', 'assigned', 'male', 'birth', 'identify', 'female', 'side', 'gender', 'spectrum']",0.9279999999999999
141036,trans,Q2449503,"['man', 'gender', 'identity', 'gender', 'modality', 'gender', 'minority', 'transgender', 'male', 'transman', 'man', 'man', 'ftm', 'female', 'male', 'male', 'transgender', 'man', 'transmasculine', 'men', 'transsexual', 'man', 'transsexual', 'transgender', 'male', 'ftm', 'person', 'assigned', 'female', 'birth', 'identifies', 'man']",0.927
144568,trans,Q96154453,"['chaser', 'term', 'fetishism', 'chaser', 'admirer', 'generally', 'heterosexual', 'bisexual', 'person', 'often', 'male', 'fetishizes', 'people', 'usually', 'woman', 'based', 'gender', 'transition', 'status']",0.925
140407,trans,Q105222132,"['transsexual', 'transgender', 'human', 'transsexual', 'person', 'transsex', 'transsexual', 'transsexual', 'people', 'transexual', 'transexual', 'transexual', 'person', 'transexual', 'people', 'transex', 'person', 'transsexuality']",0.92
143007,trans,Q24895664,"['transgender', 'history', 'aspect', 'history', 'history', 'transsexual', 'history', 'transexual', 'history', 'history', 'people', 'history', 'transgender', 'people', 'history', 'people', 'culture']",0.9129999999999999
96316,transvestite,Q85810514,"['certificate', 'legal', 'instrument', 'medical', 'certificate', 'previously', 'issued', 'germany', 'allowing', 'wearing', 'garment', 'typical', 'sex']",0.848
96312,transvestite,Q7622973,"['street', 'action', 'revolutionary', 'advocacy', 'group', 'lgbt', 'homeless', 'shelter', 'star', 'trans', 'advocacy', 'group', 'active']",0.775
96294,transvestite,Q111145560,"['xica', 'manicongo', 'first', 'person', 'documented', 'brazil']",0.755
96295,transvestite,Q112902347,"['reading', 'narrative', 'gender', 'metafiction', 'nineteenth', 'twentieth', 'century', 'hispanic', 'writer', 'doctoral', 'thesis', 'doctoral', 'thesis', 'nicola', 'gilmour', 'university', 'auckland']",0.745
96290,transvestite,Q110651958,"['cross', 'dressing', 'saint', 'saint', 'female', 'male', 'crossdressing', 'saint', 'holy', 'transgender', 'saint', 'nun', 'female', 'male', 'crossdressing']",0.738
96289,transvestite,Q107498865,"['letícia', 'carolina', 'nascimento', 'letícia', 'carolina', 'pereira', 'nascimento', 'brazilian', 'author', 'pedagogue', 'academic', 'teacher', 'researcher', 'field', 'gender', 'first', 'woman', 'hold', 'chair', 'public', 'university']",0.735
96307,transvestite,Q20628703,"['queen', 'liberation', 'front', 'right', 'advocacy', 'organization', 'new', 'york', 'city', 'formed', 'active']",0.7170000000000001
96302,transvestite,Q115605951,"['emi', 'wolters', 'emil', 'mauder', 'german', 'transfeminine', 'person', 'time', 'described']",0.715
