,term,entity_id,text_1,text_2,text_3,text_4,text_5,check
889,primitive,Q1942010,Modern primitive,,"['people in developed and culturally altered post-colonial nations who engage in body modification rituals and practices of ""primitive cultures""']",['subculture'],[],True
890,primitive,Q6453739,primitive notion,,"['undefined term motivated informally, usually by an appeal to intuition and everyday experience, or introduced axiomatically and eventually generated only by a series of elementary operations']",[],['concept'],False
891,primitive,Q1382550,unilineal evolution,['classical social evolution'],obsolete anthropological theory that Western European-American culture is the pinnacle of social evolution in a single line from the most primitive to most civilized,['philosophical movement'],[],
892,primitive,Q42193895,The Origin of Civilization and the Primitive Condition of Man,,,['creative work'],[],True
893,primitive,Q1848870,primitive accumulation of capital,"['primitive accumulation', 'previous accumulation', 'original accumulation']",['economical concept'],['concept'],[],
894,primitive,Q3760350,Whitehead's point-free geometry,['point-free geometry'],a geometry whose primitive ontological notion is region rather than point,[],[],
895,primitive,Q134313,barbarian,,person perceived to be either uncivilized or primitive based on stereotypes,['ethnic slur'],['people'],
896,primitive,Q77177747,"An outline of the characteristics of the Welsh, and its utility in connection with other ancient languages, for developing the primitive speech of mankind",,['book (work)'],['written work'],[],True
897,primitive,Q1737209,Primitive Methodism,,,"['religious movement', 'religious denomination']",['Methodism'],
898,primitive,Q51221142,primitive palate development,,['The biological process whose specific outcome is the progression of the primitive palate from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure.'],['biological process'],['roof of mouth development'],
899,primitives,Q443153,Early Netherlandish painting,['Flemish Primitives'],['work of artists active in the Low Countries during the 15th- and 16th-century Northern Renaissance'],"['art movement', 'culture', 'style']",['Northern Renaissance'],True
900,primitives,Q112983131,Primitives,['Primitives NV'],"['specialist format distributor originating from Flanders, formed in 2011 by the three largest independent production houses in Belgium']",['business'],[],False
901,primitives,Q3075281,sponge function,['sponge construction'],class of algorithms with finite internal state that take an input bit stream of any length and produce an output bit stream of any desired length that can be used to model or implement many cryptographic primitives,[],['algorithm'],False
902,primitives,Q113668090,On the Use and Performance of Communication Primitives in Software Controlled Cache-coherent Cluster Architectures,,"['doctoral thesis by Xiaohan Qin, Computer Science & Engineering, University of Washington, 1997']",['doctoral thesis'],[],False
903,primitives,Q60755507,crypto-agility,"['crypto agility', 'cryptographic agility']",the ability of an information security system to switch to alternative cryptographic primitives and algorithms without making significant changes to its infrastructure,[],['software feature'],
904,primitives,Q111636861,Skill Transfer between Humans and Robots Based on Dynamic Movement Primitives and Sparse Autoencoder,,"[""master's thesis""]","[""master's thesis""]",[],False
905,primitives,Q97618163,"Discrete straight line segments: Parameters, primitives and properties",,['Doctoral Thesis from Delft University of Technology'],['doctoral thesis'],[],
906,primitives,Q3403250,Italian primitives,,['artistic movement and painting group from the beginning of italian Renaissance'],['art movement'],[],True
907,primitives,Q6497083,Lattice-based cryptography,,constructions of cryptographic primitives that involve lattices,[],[],
908,primitives,Q113575539,hyla,['hyla.js'],TypeScript library implementing computational geometry primitives,['JavaScript library'],[],False
909,primitivism,Q667672,anarcho-primitivism,['anprim'],['form of anarchism'],"['political ideology', 'anarchist school of thought']","['individualist anarchism', 'green anarchism']",False
910,primitivism,Q1662181,New Primitivism,,"['subcultural movement established in Sarajevo, SR Bosnia-Herzegovina, SFR Yugoslavia in March 1983']","['subculture', 'music genre', 'music movement']",[],True
911,primitivism,Q848365,primitivism,['primitive art'],['art movement'],"['art movement', 'genre', 'art style']",['art'],
912,primitivism,Q114569728,"Primitivism, Science, and the Irish Revival",,,['literary work'],[],True
913,primitivism,Q110142648,"Primitivism, Regionalism, and the Vernacular in Le Corbusier's Middle Years, 1929-1945",,"[""master's thesis by Supasai Vongkulbhisal, University of Washington, 2016""]","[""master's thesis"", 'written work']",[],
914,primitivism,Q110893128,"""Primitivism"" in 20th Century Art: Affinity of the Tribal and the Modern",,['1984 exhibition at Museum of Modern Art'],"['art exhibition', 'event']",[],True
915,primitivism,Q112882891,"Childishness, Primitivism and the Primitive as Child in the Anti-Imperialist Works of Robert Louis Stevenson",,"[""2010 master's thesis by Thomas Bogle Petterson at Victoria University of Wellington""]","[""master's thesis""]",[],
916,primitivism,Q59575773,Primitivism and the writers of the Irish dramatic movement to 1910,,['doctoral thesis by Sinead Garrigan Mattar'],['thesis'],[],
917,primitivism,Q16591771,primitivism,"['primitivist music', 'primitivism in music']",['musical movement'],"['music genre', 'music movement']",[],True
918,primitivism,Q58429779,Primitivism and Impossible Art,,,['academic journal article'],[],True
919,pygmy,Q171927,Pygmy people,"['Aka', 'Baka', 'Mbuti', 'Pueblos pigmeos', 'Pigmeos', 'Pigmeo', 'Pigmeo, Africano', 'Gente del bosque']",['ethnic group whose average height is unusually short'],['ethnic group'],[],True
920,pygmy,Q111965527,Species delimitation and the population genetics of rare plants: a case study using the New Zealand native pygmy forget-me-not group (Myosotis; Boraginaceae),,['2016 doctoral thesis by Jessica Mary Prebble at Massey University'],['doctoral thesis'],[],False
921,pygmy,Q13560329,Pygmy seahorse,,['common name for several species of fish'],['organisms known by a particular common name'],[],False
922,pygmy,Q113472233,"A Dimorphism In Male Mating Behavior Associated With Size Class In The Pygmy Swordtail Xiphophorus Pygmaeus Nigrensis (poeciliidae, Pisces) : A Study In Competing Male Strategies",,['1982 thesis (Ph.D.) submitted to Stanford University by Robert Peters'],['doctoral thesis'],[],False
923,pygmy,Q113471961,Robert Peters,['R. L. Peters'],"Author of 1982 Thesis (Ph.D.) at Stanford University titled A Dimorphism In Male Mating Behavior Associated With Size Class In The Pygmy Swordtail Xiphophorus Pygmaeus Nigrensis (poeciliidae, Pisces) : A Study In Competing Male Strategies",['human'],[],False
924,pygmy,Q110142534,Wildlife + Human Interaction: Creating a Mindful Link Between the Visitor + Pygmy Elephant Territories,,"[""master's thesis by Justine Megan Loong, University of Washington, 2014""]","[""master's thesis"", 'written work']",[],False
925,pygmy,Q24718207,fictional pygmy hog,,['pygmy hog only appearing in works of fiction'],['fictional analog of a type of organism'],['fictional suid'],
926,pygmy,Q3039820,Mbuti people,"['Bambuti people', 'Bambuti']",indigenous pygmy groups in the Congo region of Africa,['ethnic group'],[],True
927,pygmy,Q5624044,Gyele people,,pygmy ethnic group of Gabon and Equatorial Guinea,['ethnic group'],[],True
928,pygmy,Q1747200,Pygmy,['Pygmies'],['tribe of diminutive humans in Greek mythology'],"['fictional ethnic group', 'mythical ethnic group']",[],True
929,queer,Q51415,queer,,"['umbrella term for sexual and gender minorities that are not heterosexual, heteronormative, or cisgender']","['reappropriation', 'umbrella term', 'identity']","['gender identity', 'sexual identity']",True
930,queer,Q2353191,queer heterosexuality,"['heteroqueer', 'straight queer', 'queer heterosexual', 'queerhet']",['heterosexual practice or identity controversially labelled queer'],['human sexuality'],"['identity', 'heterosexuality']",True
931,queer,Q17884,LGBT,"['GLBT', 'LGBTI', 'LGBTIQ', 'LGBTQ', 'LGB', 'QUILTBAG', 'LGBTQIA', 'LGBT+', 'LGBTQIAPN', 'LGBTQIA+', 'LGBTQIAP+', 'LGBT person', 'LGBT people', 'LGBTQ person', 'LGBTQ people', 'GLBT person', 'GLBT people', 'queer person', 'sexual and gender minority', 'sexual and gender minorities', 'queer people', 'LGBT persons', 'LGBTQ persons', 'GLBT persons', 'queer persons', 'LGBTA', 'LGBTA+', 'non-heterosexual people', 'non-heterosexual person', 'non-heterosexual persons', 'non-heterosexual', 'non-heterosexuals']","['lesbian, gay, bisexual, and transgender persons']","['community', 'group of humans', 'minority group', 'LGBT slang']","['sexual minority', 'gender minority']",
932,queer,Q22205399,pink capitalism,"['rainbow capitalism', 'gaypitalism', 'homocapitalism', 'gay capitalism', 'LGBT capitalism', 'queer capitalism']",['capitalist appropriation and assimilation of sexual diversity'],[],['criticism of capitalism'],
933,queer,Q110266417,2SLGBTQ+,['LGBTQ2S+'],"abbreviation used to describe two-spirit people, lesbians, gay men, bisexual people, transgender people, queer people, and other gender and sexual minorities as a group; commonly used in Canada to place indigenous people first",['community'],"['sexual minority', 'LGBT']",
934,queer,Q115870510,LGBT+ identity,"['LGBT identities', 'LGBT variations', 'queer identity', 'queer identities', 'LGBT identity', 'LGBT+ identities', 'LGBTQIAPN+ identity']",['identity term of a LGBT+ person'],['sexual identity'],"['LGBT', 'identity']",True
935,queer,Q104833913,LGBTQ representation in American adult animation,,"depictions of lesbian, gay, bisexual, trans or otherwise queer people animation aimed at adults in the United States",[],[],
936,queer,Q339014,non-heterosexuality,"['aheterosexuality', 'non-heterosexual', 'aheterosexual', 'queer', 'non-cisheterosexuality']",['sexual orientation other than heterosexual / straight'],['sexual orientation'],"['LGBT', 'human sexuality']",True
937,queer,Q112950551,"""Thrown to the Wolves"": Lesbian, Gay, Bisexual, Transgender, and Queer Youth's Perceptions of their Mental Health Experiences and Support",,"[""2019 master's thesis by Oscar Taylor at University of Otago""]","[""master's thesis""]",[],
938,queer,Q5504229,"Friends for Lesbian, Gay, Bisexual, Transgender, and Queer Concerns",,,['Christian organization'],[],
939,queerer,Q65088015,"Material queer. Sexualität, Ökonomie, Perspektiven queerer antikapitalistischer Politik [Sexuality, economy, prospects of queer anticapitalist politics]",,['Essay by Cornelia Möser'],['written work'],[],True
940,queerest,Q51164947,Daddy Queerest,,['episode of American Dad!'],['television series episode'],[],False
941,queers,Q75016680,Queers lovers and hateful others. Regenerating violent times and places,,,['written work'],[],True
942,queers,Q106438598,LGBT Mexican Americans,"['Xicanx Queers', 'Queer Chicanos']",['Mexican American people who identify as members of the LGBT community'],['group of humans'],['Category:LGBT Hispanic and Latino American people'],True
943,queers,Q112869928,"'Blood, sweat and queers' : (re)imagining global queer citizenship at the Sydney 2002 Gay Games",,['2007 doctoral thesis by Kellie Jean Burns at University of Otago'],['doctoral thesis'],[],
944,queers,Q75016873,Queers lovers and hateful others. Regenerating violent times and places,,['book edition'],"['version, edition, or translation']",[],True
945,queers,Q7271166,Queers Undermining Israeli Terrorism,,,[],[],True
946,queers,Q61445038,"Queers in History: The Comprehensive Encyclopedia of Historical Gays, Lesbians and Bisexuals",,['biographical dictionary by Keith Stern'],"['version, edition, or translation']",[],
947,queers,Q114430131,"Zombies, Migrants, and Queers: Race and Crisis Capitalism in Pop Culture",,,['literary work'],[],True
948,queers,Q5439901,Fed Up Queers,,,"['advocacy group', 'LGBTQ+ rights organization']",[],True
949,queers,Q107343107,QueersInScience,"['Queers In Science', 'QIS', 'queersinscience.org.au']",['initiative supporting LGBTQIA+ people in STEMM Fields in Australia'],['initiative'],[],True
950,queers,Q3735550,Everything's OK,,extended play by The Queers,['extended play'],[],
951,race,Q3254959,race (human categorization),"['races', 'races of mankind', 'race']",['classification system used to categorize humans on the basis of hereditary physical traits'],"['classification system', 'identity']",[],
952,race,Q64711016,Whiteness studies,,"The study of the structures that produce white privilege, the examination of what whiteness is when analyzed as a race, a culture, and a source of systemic racism, and the exploration of other social phenomena related to White people.",['academic discipline'],['cultural studies'],
953,race,Q2042898,historical race concept,"['historical definition of race', 'disused race concept', 'disused definition of race', 'archaic race concept', 'archaic definition of race', 'deprecated race concept', 'deprecated definition of race']","[""disused conception of a person's racial or ethnic makeup""]",[],['race (human categorization)'],True
954,race,Q22273995,modulation by symbiont of host resistance gene-dependent defense response,"['modulation by organism of host gene-for-gene resistance', 'modulation by organism of defense response in host by specific elicitors', 'modulation by organism of pathogen-race/host plant cultivar-specific resistance in symbiont', 'GO:0052158']","['Any process in which an organism modulates the frequency, rate or extent of the resistance gene-dependent defense response of the host organism. The host is defined as the larger of the organisms involved in a symbiotic interaction.']",['biological process'],['response to host'],False
955,race,Q57203016,Discrimination,"['PEGI Discrimination', 'Discrimination PEGI']","PEGI video game content rating for games that may contain scenes, behavior, or references to cruelty or harassment to a group of specific people based on race, religion, gender or sexuality",['PEGI content descriptor'],[],True
956,race,Q365143,ethnopluralism,['ethno-pluralism'],right wing and ethno-nationalist associated model where nations would be formed on the basis of race and culture in the interests of preserving their cultural and genetic heritage,['political ideology'],[],True
957,race,Q235155,white people,"['white humans', 'white person', 'whites', 'white human', 'white race']",['racial classification and skin color specifier'],['race (human categorization)'],['human'],
958,race,Q30103,minority group,"['special populations', 'minority groups', 'demographic minority', 'minority', 'minorities']","group of people by practices, race, religion, ethnicity, or other characteristics who are fewer in numbers than the main groups of those classifications",[],['group of humans'],True
959,race,Q7279589,racial politics,['race politics'],"['the use of race, as a human categorization or hierarchical identifier, in political discourse, campaigns, or within the societal and cultural climate created by such practice, including exploiting the issue of race to forward a political agenda']",[],"['politics', 'racism', 'identity politics', 'discrimination']",True
960,race,Q296519,ecotype,['ecospecies'],"genetically distinct geographic variety, population, or race within a species",['biological terminology'],[],True
961,races,Q3254959,race (human categorization),"['races', 'races of mankind', 'race']",['classification system used to categorize humans on the basis of hereditary physical traits'],"['classification system', 'identity']",[],True
962,races,Q1141593,racialism,['racial theory'],"belief that the human species is naturally divided into races, that are ostensibly distinct biological categories",['ideology'],[],True
963,races,Q51430324,"On the origin of species by means of natural selection, or, The preservation of favoured races in the struggle for life",,"['1902 edition, 4th impression 1907']","['version, edition, or translation']",[],
964,races,Q58858527,"Analysis of feather pattern in birds, and the interaction of hormonic and genic factors in the production of the plumage of sexually dimorphic races",,['doctoral thesis'],['doctoral thesis'],[],
965,races,Q20124,On the Origin of Species,"['On the origin of species by means of natural selection, or, The preservation of favoured races in the struggle for life', 'The origin of species']",['1859 book by Charles Darwin'],"['written work', 'academic writing', 'scientific reference work']",[],
966,races,Q50426273,Natalia,['NATALIA Journal of the Natal Society Foundation'],"Academic journal published by The Natal Society Foundation , covering the subjects:  Social Sciences: Communities. Classes. Races: Human settlements. Communities | Social Sciences: Economic theory. Demography: Demography. Population. Vital","['academic journal', 'open-access journal']",[],
967,races,Q26329417,African American women compared to women of other races: differences in demographic workforce characteristics and occupational injury morbidity risk during 1996,,['abstract published in 1998'],['abstract'],[],
968,races,Q7279585,Racial inequality in the United States,,identifies the social advantages and disparities that affect different races within the US,[],[],
969,races,Q51515169,"The origin of species by means of natural selection; or, the preservation of favored races in the struggle for life",,"['London,D. Appleton and company,1915. | Internet Archive View Book']","['version, edition, or translation']",[],
970,races,Q5752079,Hidden races,,['collection of unrelated races'],['class of fictional entities'],['fictional humanoid species'],False
971,retarded,Q112847738,"Recognizing facial expression of emotions : assessment, training and generalization in mentally retarded persons",,"[""1986 master's thesis by Christopher McAlpine at University of Canterbury""]","[""master's thesis""]",[],True
972,retarded,Q112847043,Remediation of spelling deficits in mentally retarded children : comparative efficacy of overcorrection and interspersal training procedures.,,"[""1986 master's thesis by Tina Caroline. Haggar at University of Canterbury""]","[""master's thesis""]",[],True
973,retarded,Q74277620,Effect of Dual Task Balance Training on Cognitive Functions in People With Mental Retarded,,['clinical trial'],['clinical trial'],[],True
974,retarded,Q115542878,Algerian semi-private initiative in psycho-pedagogy,,It is about an Algerian experiment in semi-private initiative in the field of psycho-pedagogical help for mentally retarded children and adolescents,[],[],True
975,retarded,Q112845941,Spelling deficits in mentally retarded children : a comparison of alternative remediation strategies,,"[""1986 master's thesis by Vicky Marie Anderson at University of Canterbury""]","[""master's thesis""]",[],True
976,retarded,Q112108108,An evaluation of gentle teaching and visual screening in the reduction of stereotypy in mentally retarded persons,,"[""1987 master's thesis by Jennifer Jordan at University of Canterbury""]","[""master's thesis""]",[],True
977,retarded,Q111469956,Ritham Charitable Trust,['Rehabilitation And Training For Handicapped And Mentally Retarded Children'],['nonprofit organization from India'],['nonprofit organization'],[],
978,retarded,Q55602941,AHRC,"['AHRC New York City', 'Association for the Help of Retarded Children']",['organization serving people with intellectual and developmental disabilities in New York'],['charitable organization'],[],
979,retarded,Q7921702,Vermont Defendant Accommodation Project,,project identifying needs of mentally retarded criminal defendants,[],[],True
980,retarded,Q19709948,congenital heart defect-round face-developmental delay syndrome,"['Sonoda syndrome', 'Round Face With Depressed Nasal Bridge and Small Mouth, Congenital Heart Defect, and Retarded Development']",['medical condition'],"['developmental defect during embryogenesis', 'class of disease', 'disease']","['multiple congenital anomalies/dysmorphic syndrome-intellectual disability', 'genetic syndromic intellectual disability']",True
981,second world,Q233472,Second World,,['geopolitical classification'],['group'],[],True
982,second world,Q66198090,Special Research History on the Role of Communications Intelligence in Submarine Warfare against Japan during the Second World War (NAID 5898488),,"[""a series in the National Archives and Records Administration's holdings""]",['collection'],[],False
983,second world,Q64278051,Records Relating to the Second World War (NAID 25778404),,"[""a series in the National Archives and Records Administration's holdings""]",['collection'],[],False
984,second world,Q59937323,Records Relating to the Second World War (NAID 561433),,"[""series in the National Archives and Records Administration's holdings""]",['collection'],[],False
985,second world,Q42899432,Bergier Commission Final Report,"['Bergier Final Report', 'Final Report of the Independent Commission of Experts Switzerland – Second World War', 'Switzerland, National Socialism and the Second World War Final Report']",['publication by the Independent Commission of Experts Swiss Second World War'],['historical document'],[],
986,second world,Q64478652,Records Relating to Industrial Companies Prior to and During the Second World War (NAID 6924873),,"[""a series in the National Archives and Records Administration's holdings""]",['collection'],[],False
987,second world,Q64275676,Second World War Intelligence Reports (NAID 23889206),,"[""a series in the National Archives and Records Administration's holdings""]",['collection'],[],False
988,second world,Q67521352,MOSCOW SERVICE IN ENGLISH TO NORTH AMERICA. REPORT OF AN ALLEGED ROUND-TABLE DISCUSSION AMONG FOUR AMERICAN KOREAN POW'S ABOUT THE SECOND WORLD PEACE CONFERENCE (NAID 105000),,"[""item in the National Archives and Records Administration's holdings""]",['item of collection or exhibition'],[],
989,second world,Q64196363,Records Regarding the Second World War and the Cold War (NAID 27022722),,"[""series in the National Archives and Records Administration's holdings""]",['collection'],[],
990,second world,Q44602668,The Swiss armaments industry and trade in war material during the National Socialist period: Corporate strategies – market trends – political control,['Bergier Reports Vol.11'],Publications of the Independent Commission of Experts Switzerland – Second World War Vol 11,"['historical document', 'Publications of the Independent Commission of Experts Switzerland – Second World War', 'research', 'government report']",[],
991,servant,Q54128,domestic worker,"['servant', 'domestic servant', 'domestic staff', 'domestic helper', 'domestic employee', 'household employee', 'household worker', 'household servant']",['person who works within the scope of a residence'],['profession'],"['blue-collar worker', 'domestic worker', 'companions and valets']",True
992,servant,Q2313151,house servant,"['man servant', 'menial']","[""worker within an employer's household""]",['profession'],['domestic worker'],True
993,servant,Q6785120,Master and Servant Act,['Master and Servant Acts'],['terms in several English-speaking countries regulating the relations between employers and employees during the 18th and 19th century'],[],[],True
994,servant,Q11993231,Norwegian public servant,,"['defined within a national Norwegian context, this type of official is employed by the state at a lower level of government']",['occupation'],"['civil servant', 'service worker', 'official']",False
995,servant,Q599151,official,"['government official', 'administrator', 'higher civil servant', 'public administrator', 'officeholder', 'public official', 'public officer', 'official in charge', 'clerk']",['someone who holds a government office'],"['position', 'occupation', 'occupation group according to ISCO-08', 'job function', 'public office']",['professional'],
996,servant,Q112925771,The role of transformational- and servant leadership in a governmental agency (Bank of the Lao PDR) in order to build an effective working environment,,"[""2016 master's thesis by Viengsavang Latsachanh at Unitec Institute of Technology""]","[""master's thesis""]",[],
997,servant,Q18528870,Hilda Martindale,,"Leading British Civil Servant working to improve working conditions, particularly those of women (1875-1952)",['human'],[],False
998,servant,Q3007620,curator,['curatore'],civil servant position in Ancient Rome tasked with maintaining various public works,['historical profession'],['civil servant'],
999,servant,Q112908619,Top management team members' perception of executive servant-leadership and their work engagement: impact of gender and ethnicity,,"[""2015 master's thesis by Daniel de Villiers at Auckland University of Technology""]","[""master's thesis""]",[],
1000,servant,Q10705205,faithful servant,,"[""older term for domestic worker staying a long time for the same employer's family""]",[],['domestic worker'],True
1001,servants,Q464705,domestic worker,['servants'],['staff employed in a private household'],['occupation'],['worker'],True
1002,servants,Q106973020,Support civil servants' struggle! Fight for reasonable living conditions for all working people of Hong Kong,"['Hong Kong Baptist University Library Digital Scholarship Services', ""The 70's Biweekly and People's Theatre (A private archive of Mok Chiu-yu Augustine and friends)""]",['Battle News Monthly (MCY-000058)'],['aspect of history'],[],False
1003,servants,Q740628,Fakelaki,,"Greek word that means ""little envelope"" and is also used in Greek popular culture as a jargon term referring to the bribery of public servants and private companies by Greek citizens in order to ""expedite"" service",[],['bribe money'],
1004,servants,Q673079,professional fire brigade,,"public, municipal fire department, usually consisting only of civil servants or permanently employed firefighting service personnel",[],['fire department'],False
1005,servants,Q112937966,From street-level to screen-level bureaucracy: Front-line public servants’ recordkeeping behaviours in ICT-enabled agencies,,['2018 doctoral thesis by Anita Rapson at Victoria University of Wellington'],['doctoral thesis'],[],
1006,servants,Q97201062,Finnish Nature Panel,"['Nature Panel', 'Finnish IPBES Panel']",interdisciplinary advisory group of Finnish scholars and civil servants assessing IPBES (Intergovernmental Platform on Biodiversity and Ecosystem Services) related issues,['advisory group'],[],
1007,servants,Q99649901,The Public Service (Civil Servants and Others) Pensions Regulations 2014,,['UK Statutory Instrument 2014 No. 1964'],['UK Statutory Instrument'],[],
1008,servants,Q8380540,Category:Civil servants in the Department for Work and Pensions,,['Wikimedia category'],['Wikimedia category'],[],
1009,servants,Q99901074,The Insider Dealing (Public Servants) Order 1989,,['UK Statutory Instrument 1989\xa0No. 2164'],['UK Statutory Instrument'],[],
1010,servants,Q59623002,State change in the Punjab : professional and personal experiences of British civil servants over India's independence and beyond,,['doctoral thesis by Catherine Eleanor Brown Coombs'],['thesis'],[],
1011,slave,Q12773225,enslaved person,"['enslaved', 'slave']",['person in a state of slavery'],"['social class', 'occupation', 'condition']","['personal property', 'prisoner', 'product']",True
1012,slave,Q106611758,Roman slave,"['Roman slaves', 'Servi']",['person from Ancient Rome who lacked freedom because he was under the domain of another or being part of the property of that one.'],"['social class', 'legal concept']",['enslaved person'],
1013,slave,Q1617492,hierodule,"['hierodulia', 'hierodule', 'hieródoulos', 'ἱερόδουλος', 'sacred slave', 'sacred slaves', 'hieroduloi', 'ἱερόδουλοι']","['man or woman living in a condition (hierodulia) from a templar institution, who were dedicated as slaves to the worship of the god, often performing sacred prostitution (from Ancient Greek ἱερός (hierós, “sacred”) + δοῦλος (doûlos, “s']","['historical profession', 'occupation', 'social status']","['enslaved person', 'slavery']",
1014,slave,Q5507284,fugitive slaves in United States,"['runaway slave', 'fugitive slave']",['aspect of history'],[],"['fugitive', 'enslaved person']",
1015,slave,Q2445443,Master/slave,['Total Power Exchange'],['consensual authority-exchange structured sexual relationship'],[],['domination and submission practice'],
1016,slave,Q1890568,Mann Act,"['White Slave Traffic Act', 'An Act to further regulate interstate and foreign commerce by prohibiting the transportation therein for immoral purposes of women and girls, and for other purposes', 'Mann Act of 1910']",['1910 Act of the United States Congress'],['Act of Congress in the United States'],[],
1017,slave,Q108291575,"Some Historical Account O F Guinea, its Situation, Produce, and the Genera) Disposition of Its Inhabitants. With An Inquiry into the Rise and Progress of the Slave Trade, Its Nature, and Lamentable Effects",,['heritage'],[],[],
1018,slave,Q841571,freedman,"['freeman', 'freewoman', 'freedwoman', 'freed slave', 'ex-slave', 'freed person', 'former slave', 'freedperson']",['person who has been released from enslavement'],"['social class', 'social status']",['person'],True
1019,slave,Q7539189,Slave insurance in the United States,,['aspect of history'],['aspect of history'],['insurance'],
1020,slave,Q28134193,Reparations,,website devoted to cause of compensation for the descendants of the Transatlantic Slave Trade,['website'],[],
1021,slaves,Q106611758,Roman slave,"['Roman slaves', 'Servi']",['person from Ancient Rome who lacked freedom because he was under the domain of another or being part of the property of that one.'],"['social class', 'legal concept']",['enslaved person'],True
1022,slaves,Q12011559,yearling,['year-born'],"social class in Medieval Norse society denoting that a person, their parents, their grandparents and their great-grandparents all lived free and none were slaves or indentured; this grants some amelioration of punishments for crimes",['social class'],[],True
1023,slaves,Q1617492,hierodule,"['hierodulia', 'hierodule', 'hieródoulos', 'ἱερόδουλος', 'sacred slave', 'sacred slaves', 'hieroduloi', 'ἱερόδουλοι']","['man or woman living in a condition (hierodulia) from a templar institution, who were dedicated as slaves to the worship of the god, often performing sacred prostitution (from Ancient Greek ἱερός (hierós, “sacred”) + δοῦλος (doûlos, “s']","['historical profession', 'occupation', 'social status']","['enslaved person', 'slavery']",True
1024,slaves,Q5507284,fugitive slaves in United States,"['runaway slave', 'fugitive slave']",['aspect of history'],[],"['fugitive', 'enslaved person']",True
1025,slaves,Q2928426,"United States Bureau of Refugees, Freedmen and Abandoned Lands","['Bureau of Refugees, Freedmen and Abandoned Lands', ""Freedmen's Bureau"", ""United States Freedmen's Bureau"", ""U.S. Freedmen's Bureau"", 'Bureau of Freedmen, Refugees, and Abandoned Lands']",United States bureau responsible for improving freed slaves' conditions,['organization'],[],
1026,slaves,Q99660727,"Mothering Slaves: Comparative Perspectives on Motherhood, Childlessness and the Care of Children in Atlantic Slave Societies",,['AHRC Research Grant (2016)'],"['research grant', 'research project']",[],
1027,slaves,Q3686437,Treatment of slaves in the United States,,['treatment endured by enslaved people in the US'],[],[],True
1028,slaves,Q16838766,Georgia Experiment,,policy prohibiting the ownership of slaves,['policy'],[],
1029,slaves,Q3249647,Slave breeding in the United States,,"former prevalent economic practice in the US, especially after import of slaves was made illegal",[],[],
1030,slaves,Q210911,American Colonization Society,"['American Society for Colonizing the Free People of Colour of the United States', 'ACS', 'The Society for the Colonization of Free People of Color of America', 'Society for the Colonization of Free People of Color of America']",organization that helped in founding Liberia as a colony for freed slaves,['organization'],[],True
1031,southern rhodesia,Q750583,Southern Rhodesia,,['self-governing British colony from 1923 to 1980'],"['crown colony', 'colony']",[],True
1032,southern rhodesia,Q7570403,Legislative Assembly of Southern Rhodesia,['Southern Rhodesian Legislative Assembly'],"[""20th-century British colony's law-making body""]",['legislature'],[],True
1033,southern rhodesia,Q99947952,The Southern Rhodesia (United Nations Sanctions: Islands and Overseas Territories) (Revocations) Order 1979,,['UK Statutory Instrument 1979\xa0No. 1655'],['UK Statutory Instrument'],[],True
1034,southern rhodesia,Q99922567,The Southern Rhodesia (United Nations Sanctions) (Saint Lucia) Order 1970,,['UK Statutory Instrument 1970\xa0No. 286'],['UK Statutory Instrument'],[],
1035,southern rhodesia,Q110266495,Southern Rhodesia (Constitution) Act 1961,"['10 & 11 Eliz. 2. c. 2', '10&11 Eliz 2 c2']",['Public General Act of Parliament of the United Kingdom'],['Public General Act of the Parliament of the United Kingdom'],[],True
1036,southern rhodesia,Q100164094,Southern Rhodesia Act 1979,"['1979 c. 52', '1979 c52']",['Public General Act of Parliament of the United Kingdom'],['Public General Act of the Parliament of the United Kingdom'],[],
1037,southern rhodesia,Q55633618,Southern Rhodesia Act 1965,"['1965 c. 76', '1965 c76']",['Public General Act of Parliament of the United Kingdom'],['Public General Act of the Parliament of the United Kingdom'],[],
1038,southern rhodesia,Q99923195,The Southern Rhodesia (United Nations Sanctions) (Isle of Man) (Amendment) Order 1972,,['UK Statutory Instrument 1972\xa0No. 1585'],['UK Statutory Instrument'],[],
1039,southern rhodesia,Q106811663,Southern Rhodesia Base Metals Corp.,"['Southern Rhodesia Base Metals Corporation, Limited']",['business; colonial society'],"['business', 'colonial society']",[],True
1040,southern rhodesia,Q99923196,The Southern Rhodesia (United Nations Sanctions) (Channel Islands) (Amendment) Order 1972,,['UK Statutory Instrument 1972\xa0No. 1584'],['UK Statutory Instrument'],[],
1041,third world,Q180194,Third World,,['category of countries on socio economic base'],['group'],[],True
1042,third world,Q337352,The World Academy of Sciences,"['Third World Academy of Sciences', 'TWAS', 'The World Academy of Sciences for the advancement of science in developing countries', 'twas.org', 'TWAS, the academy of sciences for the developing world', 'UNESCO TWAS']",['merit-based science academy'],"['academy of sciences', 'international non-governmental organization', 'national academy']",[],
1043,third world,Q7692521,Technological apartheid,,denial of modern technologies to Third World or developing nations,[],[],True
1044,third world,Q30256340,Environment and Development Action Third World,"['Enda Tiers-Monde', 'ENDA']","['nonprofit organization in Dakar, Senegal']",['nonprofit organization'],[],True
1045,third world,Q6281693,Joseph Brant Arseneau,,Known in finance/technology for first formally defining finance techniques for third world housing,['human'],[],True
