,term_x,entity_id,text_1,text_2,text_3,text_4,text_5,term_y,check
643,metis,Q190565,Metis,,['mythologie'],"['Oceaniden', 'watergod']",[],,
644,metis,Q744116,Metiș,['Metis'],"['dorp in Mihăileni, Roemenië']",['dorp'],[],,
645,metis,Q2994146,Metis Shoal,,['eiland in  Tonga'],['eiland'],[],,
646,metis,Q22934024,Metis Mons,,,['Mons (planetaire geologie)'],[],,
647,metis,Q24872890,Ake Metis,,['watergang in  Indonesië'],"['watergang', 'rivier']",[],,
648,metis,Q106120024,Metis,,['achternaam'],['familienaam'],[],,
649,mohammedaan,Q47740,moslim,"['Mohameddanen', 'Mohammedaan', 'Moeslim', 'Mohammedanen', 'Moslima', 'Islamieten', 'Islamiet', 'Moslem', 'Moslims']",['aanhanger van de Islam'],['religieuze identiteit'],[],,
650,mohammedanen,Q47740,moslim,"['Mohameddanen', 'Mohammedaan', 'Moeslim', 'Mohammedanen', 'Moslima', 'Islamieten', 'Islamiet', 'Moslem', 'Moslims']",['aanhanger van de Islam'],['religieuze identiteit'],[],,
651,mohammedanen,Q114708177,Mohammedanen gaan een moskee binnen,,['schilderij van Adolphe Monticelli'],['schilderij'],[],,
652,mongolen,Q41975,Mongolen,"['Moghullen', 'Mongoolse afkomst', 'Mongoolse']",['etnische groep'],['etnische groep'],[],,
653,mongolen,Q469930,De geheime geschiedenis van de Mongolen,,['literair werk'],['literair werk'],[],,
654,mongolen,Q689831,Oirat-Mongolen,"['Oirot', 'Oirot-Mongolen']",['etnische groep'],['etnische groep'],['Mongolen'],,
655,mongolen,Q26235,Chahar-Mongolen,,['etnische groep'],['etnische groep'],[],,
656,mongolen,Q1740683,Khoshut-Mongolen,"['Khoshut', 'Khoshuud', 'Qosot']",['etnische groep'],['etnische groep'],['Oirat-Mongolen'],,
657,mongolen,Q842323,Khalkha-Mongolen,,['etnische groep'],['etnische groep'],[],,
658,mongolen,Q106027237,Mongolen,,['burgers of inwoners van Mongolië'],['bevolking'],"['Oost-Aziaten', 'inwoner', 'natie']",,
659,mongolen,Q22039392,"Etnische typen, Hunnen, Goten en Mongolen",,['tekening van Nicaise De Keyser'],['tekening'],[],,
660,mongolen,Q57512919,De Mongolen zijn de Beste (2006-2007),,['podiumkunstenproductie'],['theaterproductie'],[],,
661,mongolen,Q2113434,Mongolen in Nederland,,,[],['Mongolen'],,
662,mongool,Q372172,Marxistisch-Leninistische Partij van Nederland,['Project Mongool'],['politieke partij uit Nederland'],"['politieke partij', 'mantelorganisatie']",[],,
663,mongools,Q6399808,Chalcha-Mongools,,,"['dialect', 'taal', 'levende taal']",['Mongools'],,
664,mongools,Q1055705,traditional Mongolian alphabet,"['Mongools alfabet', 'Mongools schrift']",['originele alfabet van de Mongoolse taal'],"['alfabet', 'natuurlijk schrift', 'alfabet zonder kapitalen', 'alfabetisch schrift']",[],,
665,mongools,Q207912,mongools ras,"['mongoloïde ras', 'Mongolide']",,['etnische groep'],[],mongoloid,True
666,mongools,Q9246,Mongools,,['taal'],"['taal', 'macrotaal', 'levende taal']",['Mongoolse talen'],,
667,mongools,Q484195,Timoeriden,['Timoeridenrijk'],"Turks-Mongools, Centraal-Aziatische soennitische dynastie","['wereldrijk', 'historisch land']",[],,
668,mongools,Q30566209,Categorie:Zelfstandig naamwoord in het Mongools,,['Wikimedia-categorie'],['Wikimedia-categorie'],[],,
669,mongools,Q31100180,Categorie:Bijvoeglijk naamwoord in het Mongools,,['Wikimedia-categorie'],['Wikimedia-categorie'],[],,
670,mongools,Q31837099,Categorie:Taal in het Mongools,,['Wikimedia-categorie'],['Wikimedia-categorie'],[],,
671,mongools,Q33125266,Categorie:Woorden in het Mongools met IPA-weergave,,['Wikimedia-categorie'],['Wikimedia-categorie'],[],,
672,mongools,Q32854907,Categorie:Wetenschap in het Mongools,,['Wikimedia-categorie'],['Wikimedia-categorie'],[],,
673,moor,Q169260,Moren,"['Moorse', 'Spaanse Arabieren', 'Moor']","['Islamitische bevolking die tijdens de middeleeuwen op het Iberisch schiereiland, in de Maghreb, Sicilië, Sardinië, Corsica en Malta woonde']",['etnische groep'],[],moors,True
674,moor,Q6908024,Moor Allerton,,['nederzetting in Verenigd Koninkrijk'],['buitenwijk'],[],,
675,moor,Q889885,Bodmin Moor,,"['natuurgebied in Cornwall, Verenigd Koninkrijk']","['beschermd gebied', 'hoogveen', 'bergmassief']",[],,
676,moor,Q55594749,Bottom o' th' Moor,,['nederzetting in Verenigd Koninkrijk'],['woonplaats'],[],,
677,moor,Q7855578,Turlin Moor,,['nederzetting in Verenigd Koninkrijk'],['woonplaats'],[],,
678,moor,Q5188069,Crosland Moor,,['nederzetting in Verenigd Koninkrijk'],['woonplaats'],[],,
679,moor,Q4849340,Bakestone Moor,,['nederzetting in Verenigd Koninkrijk'],['woonplaats'],[],,
680,moor,Q5643661,Halton Moor,,['nederzetting in Verenigd Koninkrijk'],['woonplaats'],[],,
681,moor,Q28406634,Harden Moor,,['berg in Verenigd Koninkrijk'],['berg'],[],,
682,moor,Q4954721,Bradford Moor,,['nederzetting in Verenigd Koninkrijk'],[],[],,
683,moors,Q2975959,Solihull Moors FC,,['voetbalclub uit Verenigd Koninkrijk'],['voetbalclub'],[],,
684,moors,Q26442182,,,"woonhuis in Appleton-le-Moors, Verenigd Koninkrijk",['woonhuis'],[],,
685,moors,Q26423657,,,"woonhuis in Thornton-le-Moors, Verenigd Koninkrijk",['woonhuis'],[],,
686,moors,Q26468306,,,"woonhuis in Appleton-le-Moors, Verenigd Koninkrijk",['woonhuis'],[],,
687,moors,Q26442186,,,"woonhuis in Appleton-le-Moors, Verenigd Koninkrijk",['woonhuis'],[],,
688,moors,Q26442181,,,"woonhuis in Appleton-le-Moors, Verenigd Koninkrijk",['woonhuis'],[],,
689,moors,Q26423659,,,"woonhuis in Thornton-le-Moors, Verenigd Koninkrijk",['woonhuis'],[],,
690,moors,Q26602258,,,"cottage in Appleton-le-Moors, Verenigd Koninkrijk",['cottage'],[],,
691,moors,Q41487051,,,"bioscoop in Clayton-le-Moors, Verenigd Koninkrijk",['bioscoop'],[],,
692,moors,Q41487061,,,"bioscoop in Clayton-le-Moors, Verenigd Koninkrijk",['bioscoop'],[],,
693,moren,Q169260,Moren,"['Moorse', 'Spaanse Arabieren', 'Moor']","['Islamitische bevolking die tijdens de middeleeuwen op het Iberisch schiereiland, in de Maghreb, Sicilië, Sardinië, Corsica en Malta woonde']",['etnische groep'],[],moors,True
694,moren,Q2636673,aljama,,stad exclusief bezet door Moren of Joden of wijk van de christelijke stad bezet door deze etnische groepen in de Middeleeuwen,['woonplaats'],['migrantenwijk'],moors,True
695,moren,Q208176,Morisken,"[""Morisco's""]",de Moren die na de inneming van Granada in 1492 niet uitweken en (in schijn) christen werden,['etnische groep'],['New Christian'],,
696,moren,Q4968092,Sol Morén,['Sol Moren'],['Zweeds kunstenares'],['mens'],[],,
697,moren,Q106715927,Gezegend Juan de Ribera bij de verdrijving van de Moren,,['schilderij van Francisco Domingo Marqués'],['schilderij'],[],,
698,moren,Q19587649,Heilige Drie Moren,,,['sociale groep'],[],,
699,moren,Q782864,Moren en christenen,['Moros y cristianos'],,[],['feest- of gedenkdag'],,
700,moren,Q114720574,Zuidelijk havengezicht met een obelisk met de vier moren van Livorno,,['schilderij van Abraham Storck'],['schilderij'],[],,
701,moren,Q17276026,Twee moren,"['Twee negers', 'Twee Afrikaanse mannen']",['schilderij van Rembrandt'],['schilderij'],[],,
702,moren,Q16945395,Jonathan Morén,['Jonathan Moren'],['Zweeds vertaler'],['mens'],[],,
703,mulat,Q191923,Mulat,"['Mulattin', 'Mulatten']",,[],['mens'],mulatto,True
704,mulat,Q12507523,R. A. Srimulat,"['R. A. Sri Mulat', 'Raden Ayu Srimulat', 'Raden Adjeng Srimoelat']",,['mens'],[],,
705,mulat,Q17818600,De 'Mulat',['Peeckelhaering'],['schilderij van Frans Hals'],['schilderij'],[],,
706,mulat,Q37166214,Mulat,,['achternaam'],['familienaam'],[],,
707,mulat,Q61943801,"Portret van een mulat, 1641-1643",,['schilderij door Albert Eckhout'],['schilderij'],[],,
708,mulat,Q12514058,Seungko Mulat,,['plaats in Atjeh'],['gampong'],[],,
709,mulat,Q25768181,Mulat,,"['desa in Bukal, Indonesië']",['desa'],[],,
710,mulat,Q31638202,Monte Mulat,,['berg in Italië'],['berg'],[],,
711,mulatten,Q191923,Mulat,"['Mulattin', 'Mulatten']",,[],['mens'],mulatto,True
712,mulatten,Q57340574,Corps Vrije Mulatten en Neegers,,,['legerkorps'],[],,
713,métis,Q262457,Métis,,['etnische groep'],['etnische groep'],['inheemse bevolking'],metis,True
715,métis,Q110068902,Metissen,['Métis'],['gemengde Congolese-Belgische etnische groep'],['etnische groep'],"['Belgen', 'Congolezen']",metis,True
717,métis,Q5515604,,,"academisch instituut Métis in Saskatchewan, Canada",['academische instelling'],[],,
718,métis,Q482176,Adalbert van Metz gróf,['Adalberto I de Métis'],,['mens'],[],,
719,métis,Q55138086,36 Street E/Métis Trail,,"['straat in Calgary, Canada']",['straat'],[],,
720,métis,Q141618,Métis-sur-Mer,,,['stad'],[],,
721,métis,Q16510431,pont Arthur-Bergeron,,"brug in Grand-Métis, Canada",['brug'],[],,
722,métis,Q3113451,Grand-Métis,,,[],[],,
723,métis,Q431487,Saint-Octave-de-Métis,,,[],[],,
724,neger,Q1130557,neger,"['negroide ras', 'negers', 'negroïde ras', 'negroide', 'negerinnen', 'nigga', 'negroïde', 'negerin']",['historische term voor zwart persoon'],['inwonersnaam'],[],,
725,neger,Q18574018,Zwarte man met vogels en apen,['Neger met papegaaien en apen'],['schilderij van David Klöcker Ehrenstrahl'],['schilderij'],[],,
726,neger,Q21280574,Portret van een jonge vrouw kijkend in een door een neger omhoog gehouden spiegel,,['schilderij van Philips Koninck'],['schilderij'],[],,
727,neger,Q57507811,"Robinson Crusoë, de vrouw en de neger (2005-2006)",,['podiumkunstenproductie'],['theaterproductie'],[],,
728,neger,Q28060300,Portret van een jager met neger en honden,,['schilderij van W. Eversdijck'],['schilderij'],[],,
729,neger,Q55056867,der Neger,,['opera-personage uit Angélique'],"['opera-personage', 'fictief mens']",[],,
730,neger,Q61857058,Neger,,['schilderij van Wilm Wouters'],['schilderij'],[],,
731,neger,Q2196236,De neger van de Narcissus,,['hoorspel uit Nederland'],['hoorspel'],[],,
732,neger,Q2509721,De neger,,['hoorspel uit Nederland'],['hoorspel'],[],,
733,neger,Q364455,Bas Bron,"['Neger des Heils', 'Bastian', 'Seymour Bits']",['Nederlands zanger'],['mens'],[],,
734,negers,Q1130557,neger,"['negroide ras', 'negers', 'negroïde ras', 'negroide', 'negerinnen', 'nigga', 'negroïde', 'negerin']",['historische term voor zwart persoon'],['inwonersnaam'],[],,
735,negers,Q17276026,Twee moren,"['Twee negers', 'Twee Afrikaanse mannen']",['schilderij van Rembrandt'],['schilderij'],[],,
736,negers,Q57510667,De Negers (2004-2005),,['podiumkunstenproductie'],['theaterproductie'],[],,
737,negers,Q86525715,Kortbondige beschryvinge van de Colonie de Berbice etc. Verrykt met merkwaardige berichten wegens de onlangs ontstaane en nog aanhoudende opstandt door de Negers etc.,,['publicatie uit Suriname'],['publicatie'],[],,
738,negers,Q110729459,Twee musicerende negers,,['linosnede van Marianne van der Heijden uit 1950'],['linoleumafdruk'],[],,
739,ontdekken,Q22988142,Nathan Wolfe: Wat valt er nog te ontdekken?,,,['TED-hoorcollege'],[],,
740,ontdekken,Q23419078,Aomawa Shields: Hoe we buitenaards leven kunnen ontdekken,,,['TED-hoorcollege'],[],,
741,ontdekken,Q23663987,Chieko Asakawa: Hoe nieuwe technologie blinde mensen de wereld helpt ontdekken,,,['TED talk'],[],,
742,ontdekken,Q22990325,Jeremy Kasdin: Het bloemvormige sterrenscherm dat ons Aarde-achtige planeten laat ontdekken,,,['TED-hoorcollege'],[],,
743,ontdekken,Q1646902,plagiaatval,,met opzet toegevoegde nepgegevens om plagiaat te ontdekken,[],['fictief artikel'],,
744,ontdekken,Q28061580,Diana en haar nimfen ontdekken de zwangerschap van Callisto,['Diana ontdekt de zwangerschap van Callisto'],['schilderij van Hendrick Goltzius (omgeving)'],['schilderij'],[],,
745,ontdekken,Q29846151,De dochters van Cecrops ontdekken Eurichtonius,,['schilderij van Moyses van Wtenbrouck'],['schilderij'],[],,
746,ontdekken,Q28061716,Diana en haar nimfen ontdekken de zwangerschap van Callisto,,['schilderij van P.P. onbekend;; Rubens'],['schilderij'],[],,
747,ontdekken,Q22999171,Lucianne Walkowicz: planeten ontdekken rond andere sterren,,,['TED Global talk'],[],,
748,ontdekken,Q115491360,"De dochters van Cekrops ontdekken Erechtonius (Ovidius,",,['schilderij van Gerard de Lairesse'],['schilderij'],[],,
749,ontwikkelingsland,Q177323,ontwikkelingsland,"['ontwikkelingslanden', 'derdewereldland']",,"['regio', 'geografische locatie']",['land'],,
750,ontwikkelingsland,Q4966238,,,privéschool in ontwikkelingsland,"['privéschool', 'bedrijf', 'onderwijs met winstoogmerk', 'onderneming']",[],,
751,ontwikkelingslanden,Q177323,ontwikkelingsland,"['ontwikkelingslanden', 'derdewereldland']",,"['regio', 'geografische locatie']",['land'],,
752,ontwikkelingslanden,Q16765325,FMO,['Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden'],,['bedrijf'],[],,
753,ontwikkelingslanden,Q2180237,Centrum tot Bevordering van de Import uit ontwikkelingslanden,['CBI'],,['overheidsagentschap'],[],,
754,ontwikkelingslanden,Q47486214,ATOL,['Aangepaste Technologie in Ontwikkelingslanden'],,['niet-gouvernementele organisatie'],[],,
755,ontwikkelingslanden,Q865909,ontwikkelingssamenwerking,['ontwikkelingshulp'],"programma's ter verbetering van de politieke, economische en sociale situatie in de ontwikkelingslanden","['beleid', 'economische activiteit']","['aid', 'politiek', 'internationale samenwerking']",,
756,ontwikkelingslanden,Q352378,VN-Adaptatiefonds,"['Adaptatiefonds', 'Adaptation Fund']",organisatie voor financiering van klimaatvriendelijke projecten in ontwikkelingslanden,['internationale organisatie'],[],,
757,ontwikkelingslanden,Q7937037,Vitens-Evides International,,Nederlandse non-profit organisatie voor schoon drinkwater in ontwikkelingslanden,['non-profitorganisatie'],[],,
758,ontwikkelingslanden,Q75042240,Chr.J.L. Bertholet,,"lector algemene sociologie, in het bijzonder de sociologie van de ontwikkelingslanden Tilburg",['mens'],[],,
759,ontwikkelingslanden,Q71163421,Hans Janssen,['L.H. Janssen'],hoogleraar economie van de ontwikkelingslanden Tilburg (1946),['mens'],[],,
760,page,Q855855,page,,['jonge bediende'],"['historisch beroep', 'adellijke titel']",['huishoudelijke hulp'],page,True
761,page,Q965204,Handley Page,,['bedrijf uit Verenigd Koninkrijk'],[],[],,
762,page,Q1585447,Harlan Kelsey,['Harlan Page Kelsey'],['Amerikaans tuin- en landschapsarchitect (1872-1958)'],['mens'],[],,
763,page,Q13563379,Page,,['achternaam'],"['familienaam', 'beroepsnaam']",[],,
764,page,Q30584377,Le Page,,['achternaam'],"['familienaam', 'familienaam met toevoeging']",[],,
765,page,Q233962,Elaine Paige,['Elaine Page'],['Brits actrice'],['mens'],[],,
766,page,Q111288,Ilse Pagé,"['Ilse Page', 'Ilse Hinniger']",['Duits actrice'],['mens'],[],,
767,page,Q15471528,Page,['Page (voornaam)'],['voornaam'],['voornaam'],[],,
768,page,Q2959432,Charles Jadoul,"['Pat S. Pace', 'Cary Page']",['Frans striptekenaar (1930-1996)'],['mens'],[],,
769,page,Q5647512,Handley Page Transport,,,['luchtvaartmaatschappij'],[],,
770,pages,Q556018,Battus,,geslacht uit het familie pages (Papilionidae),['fossiel taxon'],[],,
771,pages,Q944818,Parides,,geslacht uit de familie pages,['monotypisch taxon'],[],,
772,pages,Q9053105,Oriol Regàs i Pagès,['Oriol Regas i Pages'],['Spaans ondernemer (1936-2011)'],['mens'],[],,
773,pages,Q786613,Salvador Casañas y Pagés,['Salvador Casanas y Pages'],['Spaans priester (1834-1908)'],['mens'],[],,
774,pages,Q1891649,Manuel Pagès i Mercader,['Manuel Pages i Mercader'],['Spaans politicus (1883-1968)'],['mens'],[],,
775,pages,Q27033121,Groepsportret van vier prinsen van Nassau met pages,,['schilderij van anonieme schilder'],['schilderij'],[],,
776,pages,Q11919228,Emília Xargay i Pagès,['Emilia Xargay i Pages'],['Spaans kunstschilderes (1927-2002)'],['mens'],[],,
777,pages,Q16163906,Trinitat Aldrich i de Pagès,"['Trinitat Aldrich i de Pages', 'Trinidad Aldrich de Pagés']",['Spaans dichteres (1863-1939)'],['mens'],[],,
778,pages,Q4925129,Blank Pages,,['lied van Patricia Conroy'],['muzikaal werk/compositie'],[],,
779,pages,Q19301324,Narcís Pagès i Prats,['Narcis Pages i Prats'],['politicus uit Ierland (?-1887)'],['mens'],[],,
780,politionele actie,Q3309962,politionele actie,,['militaire actie waarvoor geen oorlogsverklaring nodig is'],[],['militaire operatie'],,
781,politionele actie,Q35200609,Pré-Politionele Actie in Palembang,['Pre-Politionele Actie in Palembang'],,['veldslag'],[],,
782,politionele acties,Q278039,Politionele acties,,['Twee grote militaire offensieven tijdens de Nederlands-Indonesische Oorlogen'],['oorlogsfront'],[],,
783,primitief,Q110734758,primitief leven,,['pasteltekening van Marianne van der Heijden uit 1995'],['kunstwerk'],[],,
784,primitief,Q1937269,Plesiomorfie,"['Primitief kenmerk', 'Primitief']",,[],[],,
785,primitief,Q2242450,primitief kubisch,,,[],['rooster'],,
786,primitief,Q323034,gemak,"['poepdoos', 'kakdoos', 'plonsplee']","primitief toilet in een kasteel, houten bank met een gat erin",[],"['kamer', 'toilet']",,
787,primitief,Q1570472,Primitief recursieve functie,,,[],['wiskundige functie'],,
788,primitief,Q17306755,Door een primitief lijstje afgesloten achtergevel,['rijksmonumentnummer 5574'],['Rijksmonument op Spuistraat bij 41'],['gebouw'],[],,
789,primitief,Q190087,gegevenstype,"['datatype', 'primitief type']",,['soort eigenschap'],['type'],,
790,primitief,Q3320030,Primitief Iers,,['taal'],"['taal', 'oude talen']",['Goidelisch'],,
791,primitief,Q42431449,Site van het primitief dorp Oudergem,,"['verdwenen dorp in Oudergem, België']","['archeologische vindplaats', 'dorp']",[],,
792,primitief,Q20672432,Ambondro,,primitief zoogdier uit de orde Australosphenida,['monotypisch fossiel taxon'],[],,
793,primitieve,Q2864736,Primitieve kunst,,,['kunstgenre'],[],,
794,primitieve,Q93883800,Droog,,"fictief personage uit het boek De stam van de Holenbeer, vader van Goov. De beste maker van primitieve gereedschappen",['personage'],[],,
795,primitieve,Q83781188,Primitieve cultuur,,,['kwaliteit'],[],,
796,primitieve,Q100341316,"Primitieve kunst- Etnografica, Cultuur en Acculturatie in Afrika",,['Tentoonstelling uit 1956'],['tijdelijke tentoonstelling'],[],,
797,primitieve,Q5202866,sjorren,"['pionieren', 'sjorring']",primitieve bouwtechniek,[],['creatie'],,
798,primitieve,Q17307164,"Huis met gevel op aardige houten pui, bekroond door een veel latere primitieve lijst",['rijksmonumentnummer 5762'],['Rijksmonument op Tuinstraat 85'],['woonhuis'],[],,
799,primitieve,Q1350206,Logaritmische integraalfunctie,,Primitieve van 1/ln,['speciale functie'],[],,
800,primitieve,Q2072087,P′′,,primitieve computer programmeertaal,['programmeertaal'],[],,
801,primitieve,Q17306982,Huis met latere gevel onder primitieve klokvormige top,['rijksmonumentnummer 5641'],['Rijksmonument op Spuistraat 98'],['woonhuis'],[],,
802,primitieve,Q114326,primitieve functie,"['stamfunctie', 'omgekeerde afgeleide', 'primitieve']",,[],['wiskundige functie'],,
803,primitivisme,Q848365,primitivisme,,,"['kunststroming', 'genre', 'kunststijl']",['kunst'],primitivism,True
804,primitivisme,Q667672,anarchoprimitivisme,['anarcho-primitivisme'],['anarchistische maatschappijvorm'],['politieke ideologie'],"['individualistisch anarchisme', 'ecoanarchisme']",primitivism,False
805,pygmee,Q171927,Pygmeeën,"['Pygmeeen', 'Pigmeeën', 'Pigmeeen', 'Pygmee']",['etnische groep'],['etnische groep'],[],pygmy,True
806,pygmeeën,Q98121325,onderzoek Pygmeeën (1933),,['expeditie van de KNAG'],['wetenschappelijke expeditie'],[],,
807,pygmeeën,Q171927,Pygmeeën,"['Pygmeeen', 'Pigmeeën', 'Pigmeeen', 'Pygmee']",['etnische groep'],['etnische groep'],[],pygmy,True
808,pygmeeën,Q100341834,Zij zien door de bomen het bos: Baka-pygmeeën tussen verleden en heden (2006-heden),,['Tentoonstelling uit 2006'],['tijdelijke tentoonstelling'],[],,
809,pygmeeën,Q2401437,Jengi,,bosgeest van de Baka-Pygmeeën,['geest'],[],,
810,queer,Q51415,queer,,['parapluterm voor seksuele minderheden die niet heteroseksueel zijn.'],"['geuzennaam', 'overkoepelende term', 'identiteit']","['genderidentiteit', 'seksuele identiteit']",queer,True
811,queer,Q26936735,Homosaurus,,dataset met termen voor het beschrijven van LHBTIQ (Lesbisch/Homo/Biseksueel/Transgender/Intersekse/Queer)-publicaties en -erfgoed,['gecontroleerde woordenlijst'],[],,
812,queer,Q104775895,Black Queer & Trans Resistance Netherlands,,"['Gemeenschap en politieke actiegroep in Nederland, die zich richt op de bestrijding van racisme, transfobie en homofobie']","['actiegroep', 'virtuele gemeenschap']",[],,
813,queer,Q9031850,Queer geschiedenismaand,['Lhbt-geschiedenismaand'],['gedenkmaand over de geschiedenis van de LGBT-beweging'],"['feest- of gedenkdag', 'sociale beweging']",[],,
814,queer,Q1563086,queer theologie,['homotheologie'],,['stroming'],['theologie'],,
815,queer,Q92867534,Handi-Queer,,,['vereniging onder de Franse wet van 1901'],[],,
816,queer,Q110854357,QUEER,,['Nederlandse lokale politieke partij'],['lokale politieke partij'],[],,
817,queer,Q100938988,Conexión Queer: Revista Latinoamericana y Caribeña de Teologías Queer,,['academisch tijdschrift'],['academisch tijdschrift'],[],,
818,queer,Q58459677,Contemporary lesbian genders : a queer/sociological approach,,['proefschrift'],['proefschrift'],[],,
819,queer,Q98929208,queer studies,,,['vakwetenschap'],"['Maatschappijleer', 'cultuurwetenschappen', 'LGBTI']",,
820,ras,Q3254959,menselijk ras,"['Ras', 'mensenras']",['classificatiesysteem van de menselijke soort op basis van genetische en uiterlijke kenmerken'],"['classificatiesysteem', 'identiteit']",[],race,True
822,ras,Q59816,rassensegregatie,"['Rassenscheiding', 'Rassensegregatie']",het scheiden van mensen op basis van hun veronderstelde ras,[],"['opdeling', 'racisme']",,
823,ras,Q100474769,rassengelijkheid,,gelijke behandeling van personen ongeacht ras of etnische afstamming,['Wikimedia-categorie'],['gelijkheid'],,
824,ras,Q7129609,Kaukasisch ras,['Kaukasische ras'],['antropologische term'],['menselijk ras'],['mens'],white,True
825,ras,Q1571949,ariosofie,"['rassenleer', 'nazimystiek']",esoterische leer dat uitgaat van de superioriteit van het Arische ras,"['ideologie', 'pseudowetenschap', 'religie']",[],,
826,ras,Q989255,ras in werk van Tolkien,,,['klasse van fictieve entiteiten'],['fictief volk'],,
827,ras,Q8448318,Categorie:Fictief menselijk ras,,['Wikimedia-categorie'],['Wikimedia-categorie'],[],,
828,ras,Q7404511,"Salihiyah, Ras al-Khaimah",,['nederzetting in de Verenigde Arabische Emiraten'],"['woonplaats', 'mogelijk ongeldige vermelding die nadere bronnen behoeft']",[],,
829,ras,Q7334355,"Rima, Ras al-Khaimah",,['nederzetting in de Verenigde Arabische Emiraten'],"['woonplaats', 'mogelijk ongeldige vermelding die nadere bronnen behoeft']",[],,
830,ras,Q4903978,"Bida, Ras al-Khaimah",,['nederzetting in de Verenigde Arabische Emiraten'],"['woonplaats', 'mogelijk ongeldige vermelding die nadere bronnen behoeft']",[],,
831,rasse,Q190832,Zentralverband Deutscher Rasse-Kaninchenzüchter,,['organisatie uit Duitsland'],['organisatie'],[],,
832,rasse,Q101223803,François Rasse - Prix Ecole de Musique Saint-Josse-Ten-Noode - Schaerbeek,,"['penning door Pierre Theunis (1883-1950), België, [1945], Penningkabinet van de Koninklijke Bibliotheek van België, 2N260/19']","['kunstwerk', 'medaille', 'herdenkingsmunt']",[],,
833,rasse,Q101229316,François Rasse - Prix Ecole de Musique Saint-Josse-Ten-Noode - Schaerbeek,,"['penning door Pierre Theunis (1883-1950), België, [1945], Penningkabinet van de Koninklijke Bibliotheek van België, 3F152 / 6']","['kunstwerk', 'medaille', 'herdenkingsmunt']",[],,
834,rasse,Q105247770,Rasse,,['achternaam'],['familienaam'],[],,
835,rasse,Q606806,SS-Rasse und Siedlungshauptamt,['RuSHA'],,['SS-Hauptamt'],[],,
836,rassen,Q601733,Vijf rassen binnen één eenheid,,,['politieke ideologie'],['multiculturalisme'],,
837,rassen,Q7476744,Lijst van rassen en soorten in de werken van J.R.R. Tolkien,,['Wikimedia-lijst'],['Wikimedia-lijst'],[],,
838,rassen,Q1499308,Bellefleur,,aanduiding voor verschillende rassen appel,['appelras'],['appel'],,
839,rassen,Q51493603,Illustriertes Prachtwerk sämtlicher Tauben-rassen.,,['publicatie'],['publicatie'],[],,
840,rassen,Q1205921,Duits rijpaard,,koepelbegrip voor verschillende rassen van warmbloedpaarden uit Duitsland,[],[],,
841,rassen,Q51388657,"Die Hühner. Beschreibung der verschiedenen Rassen, nebst einer Anleitung zum Retriebe einer rationelle Hühnerzucht.",,['publicatie'],['publicatie'],[],,
842,rassen,Q63106954,,,uitgave van Pferderassen: Die 100 beliebtesten Rassen,"['editie, versie of vertaling']",[],,
843,rassen,Q4393023,lijst van fantasierassen,"['Lijst van fantasy rassen', 'Fantasy rassen', 'Fantasierassen', 'Lijst van fantasyrassen', 'Fantasie rassen']",['Wikimedia-lijst'],['Wikimedia-lijst'],[],,
844,rassen,Q1713890,Nero d'Avolak,,belangrijkste rode druif van Sicilië en een van de belangrijkste inheemse rassen van Italië,['druivensoort'],[],,
845,rassen,Q33332157,Geul van de Rassen,,"['vaargeul in de Noordzee, kust van Nederland']",['vaargeul'],[],,
846,rasser,Q2686035,Rasser,,['motorfietsmerk uit Frankrijk'],['historische motorfietsfabrikant'],[],,
847,rasser,Q76411434,Rasser,,['achternaam'],['familienaam'],[],,
848,rast,Q17120727,MG-RAST,,,"['software', 'biologische database']",[],,
849,rast,Q54860305,Theater Rast,,['Nederlandse organisatie'],['organisatie'],[],,
850,rast,Q2392800,Tank & Rast,,['organisatie uit Duitsland'],['bedrijf'],[],,
851,rast,Q2125866,RAST test,,,[],['bloedonderzoek'],,
852,rast,Q54860330,Jong Rast,,['Nederlandse organisatie'],['organisatie'],[],,
853,rast,Q2132085,Rast,,['plaats in Duitsland'],['Ortsteil'],[],,
854,rast,Q26368679,Laboratory animal allergy. Development of RAST inhibition assay to monitor airborne allergen levels,,['publicatie'],['publicatie'],[],,
855,rast,Q407309,Rast,,['nederzetting in Bosnië en Herzegovina'],['woonplaats'],[],,
856,rast,Q22257294,Migof - Glieder - Rast,,['tekening van Bernard Schultze'],['tekening'],[],,
857,rast,Q37561469,Rast,,['achternaam'],['familienaam'],[],,
858,raste,Q31201000,Raste Betta,,['heuvel in India'],['heuvel'],[],,
859,slaaf,Q12773225,tot slaaf gemaakte,"['slaaf', 'slaafgemaakte']",['persoon in een staat van slavernij'],"['sociale klasse', 'bezigheid', 'staat']","['persoonlijk eigendom', 'gevangene', 'product']",slave,True
860,slaaf,Q22893595,voortvluchtige slaaf,,,['sociale klasse'],"['tot slaaf gemaakte', 'voortvluchtige', 'opstandeling']",,
861,slaaf,Q2159754,Spaanse bok,,in Suriname gebruikelijk benaming voor een zware lijfstraf voor tot slaaf gemaakten,[],['lijfstraf'],,
862,slaaf,Q1830234,Padre Jean,,"slaaf in het bezit van een Spaans slaveneigenaar, die hij vermoordde, waarna hij en zijn volgelingen hun toevlucht zochten op La Tortue",['mens'],[],,
