,term,QID,wd_bow,cs_wm_only
180910,primitivism,Q1662181,"['new', 'subculture', 'music', 'genre', 'music', 'movement', 'subcultural', 'movement', 'established', 'sarajevo', 'sr', 'bosnia', 'herzegovina', 'sfr', 'yugoslavia', 'march']",0.733
180923,primitivism,Q848365,"['art', 'movement', 'genre', 'art', 'style', 'art', 'primitive', 'art', 'art', 'movement']",0.722
180919,primitivism,Q59580543,"['pristine', 'purity', 'practical', 'piety', 'john', 'art', 'physic', 'thesis', 'doctoral', 'thesis', 'deborah', 'madden']",0.72
180918,primitivism,Q59575773,"['writer', 'irish', 'dramatic', 'movement', 'thesis', 'doctoral', 'thesis', 'sinead', 'garrigan', 'mattar']",0.711
180903,primitivism,Q112882891,"['childishness', 'primitive', 'child', 'anti', 'imperialist', 'work', 'robert', 'louis', 'stevenson', 'thesis', 'thesis', 'thomas', 'bogle', 'petterson', 'victoria', 'university', 'wellington']",0.71
180905,primitivism,Q114569728,"['science', 'irish', 'revival', 'literary', 'work']",0.71
180904,primitivism,Q113469898,"['documentary', 'history', 'related', 'idea', 'review', 'review', 'zeitschrift', 'für', 'sozialforschung']",0.68
180916,primitivism,Q58437949,"['high', 'caricature', 'cubist', 'portrait', 'academic', 'journal', 'article']",0.677
180902,primitivism,Q110893128,"['century', 'affinity', 'tribal', 'modern', 'art', 'exhibition', 'event', 'exhibition', 'museum', 'modern', 'art']",0.669
59711,pygmy,Q111965527,"['specie', 'delimitation', 'population', 'genetics', 'rare', 'case', 'study', 'using', 'new', 'zealand', 'native', 'forget', 'group', 'boraginaceae', 'doctoral', 'thesis', 'doctoral', 'thesis', 'jessica', 'mary', 'prebble', 'massey', 'university']",0.823
59716,pygmy,Q113472233,"['dimorphism', 'male', 'mating', 'behavior', 'associated', 'size', 'class', 'swordtail', 'xiphophorus', 'pygmaeus', 'nigrensis', 'poeciliidae', 'pisces', 'study', 'competing', 'male', 'strategy', 'doctoral', 'thesis', 'thesis', 'submitted', 'stanford', 'university', 'robert', 'peter']",0.81
59709,pygmy,Q110142534,"['wildlife', 'human', 'creating', 'mindful', 'link', 'visitor', 'elephant', 'territory', 'thesis', 'written', 'work', 'thesis', 'justine', 'megan', 'loong', 'university', 'washington']",0.7979999999999999
59759,pygmy,Q4362444,"['classification', 'language', 'human', 'language', 'overview', 'classification', 'language']",0.792
59715,pygmy,Q113471961,"['robert', 'peter', 'peter', 'author', 'thesis', 'stanford', 'university', 'titled', 'dimorphism', 'male', 'mating', 'behavior', 'associated', 'size', 'class', 'swordtail', 'xiphophorus', 'pygmaeus', 'nigrensis', 'poeciliidae', 'pisces', 'study', 'competing', 'male', 'strategy']",0.7909999999999999
59745,pygmy,Q24718207,"['fictional', 'hog', 'fictional', 'analog', 'type', 'organism', 'fictional', 'suid', 'hog', 'appearing', 'work', 'fiction']",0.7859999999999999
59791,pygmy,Q99972386,"['anthropomorphic', 'hog', 'fictional', 'hog', 'anthropomorphic', 'suid', 'hog', 'human', 'like', 'trait']",0.757
59740,pygmy,Q19097377,"['planet', 'literary', 'work', 'short', 'story']",0.755
59733,pygmy,Q13560329,"['seahorse', 'organism', 'known', 'particular', 'common', 'name', 'common', 'name', 'several', 'specie', 'fish']",0.755
59706,pygmy,Q106911929,"['wren', 'babbler', 'pnoepyga', 'pusilla', 'ecology', 'hong', 'kong', 'baptist', 'university', 'library', 'digital', 'scholarship', 'service', 'hong', 'kong', 'wildtracks', 'least', 'common', 'short', 'pale', 'eye', 'short', 'pointed', 'bill', 'pink', 'upperparts', 'dark', 'brown', 'dark', 'brown', 'thick', 'whitish', 'feather', 'fringe', 'make', 'look', 'like', 'pattern', 'fish']",0.75
132564,queer,Q110266417,"['abbreviation', 'used', 'describe', 'two', 'spirit', 'people', 'lesbian', 'gay', 'men', 'bisexual', 'people', 'transgender', 'people', 'people', 'gender', 'sexual', 'minority', 'commonly', 'used', 'canada', 'place', 'indigenous', 'people', 'first']",0.84
132941,queer,Q6502543,"['lgbt', 'linguistics', 'academic', 'discipline', 'specialty', 'linguistics', 'sexuality', 'study', 'lavender', 'language', 'gay', 'lesbian', 'language', 'linguistics', 'lavender', 'linguistics', 'study', 'language', 'used', 'lgbtq']",0.8340000000000001
133287,queer,Q2353191,"['heterosexuality', 'human', 'sexuality', 'identity', 'heterosexuality', 'heteroqueer', 'straight', 'heterosexual', 'queerhet', 'heterosexual', 'practice', 'identity', 'controversially', 'labelled']",0.818
132996,queer,Q92560179,"['global', 'encyclopedia', 'lesbian', 'gay', 'bisexual', 'transgender', 'lgbtq', 'history', 'written', 'work', 'encyclopedia', 'global', 'view', 'history', 'lgbtq', 'movement']",0.807
132836,queer,Q51415,"['reappropriation', 'umbrella', 'term', 'identity', 'gender', 'identity', 'sexual', 'identity', 'umbrella', 'term', 'sexual', 'gender', 'minority', 'heterosexual', 'heteronormative', 'cisgender']",0.807
133044,queer,Q104833913,"['lgbtq', 'representation', 'american', 'adult', 'animation', 'depiction', 'lesbian', 'gay', 'bisexual', 'trans', 'otherwise', 'people', 'animation', 'aimed', 'adult', 'united', 'state']",0.805
132566,queer,Q110471601,"['activist', 'sexuality', 'gender', 'related', 'activist', 'lgbt', 'activist', 'lgbtq', 'activist', 'activist', 'activist', 'lgbti', 'activist', 'lgbtqi', 'activist', 'lgbtqia', 'activist', 'activist', 'glbt', 'activist', 'activist', 'glbtq', 'activist', 'activist', 'activist', 'activist', 'person', 'active', 'emancipation']",0.8029999999999999
133189,queer,Q112924898,"['contemporary', 'discourse', 'sexuality', 'gender', 'mainstream', 'medium', 'implication', 'politics', 'thesis', 'thesis', 'rearna', 'hartmann', 'university', 'auckland']",0.8029999999999999
132692,queer,Q17884,"['lgbt', 'community', 'group', 'human', 'minority', 'group', 'lgbt', 'slang', 'sexual', 'minority', 'gender', 'minority', 'glbt', 'lgbti', 'lgbtiq', 'lgbtq', 'lgb', 'quiltbag', 'lgbtqia', 'lgbtqiapn', 'lgbt', 'person', 'lgbt', 'people', 'lgbtq', 'person', 'lgbtq', 'people', 'glbt', 'person', 'glbt', 'people', 'person', 'sexual', 'gender', 'minority', 'sexual', 'gender', 'minority', 'people', 'lgbt', 'person', 'lgbtq', 'person', 'glbt', 'person', 'person', 'lgbta', 'non', 'heterosexual', 'people', 'non', 'heterosexual', 'person', 'non', 'heterosexual', 'person', 'non', 'heterosexual', 'non', 'heterosexual', 'lesbian', 'gay', 'bisexual', 'transgender', 'person']",0.802
132788,queer,Q339014,"['non', 'heterosexuality', 'sexual', 'orientation', 'lgbt', 'human', 'sexuality', 'aheterosexuality', 'non', 'heterosexual', 'aheterosexual', 'non', 'cisheterosexuality', 'sexual', 'orientation', 'heterosexual', 'straight']",0.802
132427,queerer,Q65088015,"['material', 'sexualität', 'ökonomie', 'perspektiven', 'antikapitalistischer', 'politik', 'economy', 'prospect', 'queer', 'anticapitalist', 'written', 'work', 'essay', 'cornelia', 'möser']",0.6659999999999999
132426,queerest,Q51164947,"['daddy', 'television', 'series', 'episode', 'episode', 'american']",0.467
132373,queers,Q106438598,"['lgbt', 'mexican', 'american', 'group', 'human', 'hispanic', 'latino', 'american', 'people', 'xicanx', 'queer', 'queer', 'chicano', 'mexican', 'american', 'people', 'identify', 'member', 'lgbt', 'community']",0.742
132409,queers,Q61445038,"['queer', 'comprehensive', 'encyclopedia', 'historical', 'gay', 'lesbian', 'bisexual', 'version', 'edition', 'translation', 'biographical', 'dictionary', 'keith', 'stern']",0.73
132374,queers,Q107343107,"['queersinscience', 'initiative', 'queer', 'science', 'qi', 'initiative', 'supporting', 'people', 'stemm', 'field', 'australia']",0.72
132413,queers,Q75016680,"['queer', 'lover', 'hateful', 'regenerating', 'violent', 'time', 'place', 'written', 'work']",0.695
132414,queers,Q75016873,"['queer', 'lover', 'hateful', 'regenerating', 'violent', 'time', 'place', 'version', 'edition', 'translation', 'book', 'edition']",0.672
132383,queers,Q112869928,"['sweat', 'reimagining', 'global', 'queer', 'citizenship', 'sydney', 'gay', 'game', 'doctoral', 'thesis', 'doctoral', 'thesis', 'kellie', 'jean', 'burn', 'university', 'otago']",0.672
132395,queers,Q5439901,"['fed', 'queer', 'advocacy', 'group', 'right', 'organization']",0.648
132412,queers,Q7271168,"['queer', 'israeli', 'apartheid', 'organization', 'toronto', 'based', 'lgbt', 'protest', 'movement']",0.648
132411,queers,Q7271167,"['queer', 'history', 'literary', 'work', 'book', 'keith', 'stern']",0.638
132410,queers,Q7271166,"['queer', 'undermining', 'israeli', 'terrorism']",0.628
160449,race,Q235155,"['white', 'people', 'human', 'categorization', 'human', 'white', 'human', 'white', 'person', 'white', 'white', 'human', 'white', 'racial', 'classification', 'skin', 'color', 'specifier']",0.92
162391,race,Q2042898,"['historical', 'concept', 'human', 'categorization', 'historical', 'definition', 'disused', 'concept', 'disused', 'definition', 'archaic', 'concept', 'archaic', 'definition', 'deprecated', 'concept', 'deprecated', 'definition', 'disused', 'conception', 'racial', 'ethnic', 'makeup']",0.9179999999999999
163413,race,Q7279589,"['racial', 'politics', 'politics', 'racism', 'identity', 'politics', 'discrimination', 'politics', 'use', 'human', 'categorization', 'hierarchical', 'identifier', 'political', 'discourse', 'campaign', 'within', 'societal', 'cultural', 'climate', 'created', 'practice', 'including', 'exploiting', 'issue', 'forward', 'political', 'agenda']",0.903
163987,race,Q64711016,"['whiteness', 'study', 'study', 'structure', 'produce', 'white', 'privilege', 'examination', 'whiteness', 'analyzed', 'culture', 'source', 'systemic', 'racism', 'exploration', 'social', 'phenomenon', 'related', 'white']",0.895
160954,race,Q1378555,"['multiracial', 'people', 'human', 'categorization', 'ethnic', 'group', 'human', 'mixed', 'people', 'made', 'relating', 'people', 'many']",0.893
161835,race,Q28528178,"['racist', 'person', 'make', 'ethnic', 'religion', 'based', 'discrimination']",0.888
164545,race,Q57203016,"['discrimination', 'pegi', 'discrimination', 'discrimination', 'pegi', 'pegi', 'video', 'game', 'content', 'rating', 'game', 'may', 'contain', 'scene', 'behavior', 'reference', 'cruelty', 'harassment', 'group', 'specific', 'people', 'based', 'religion', 'gender', 'sexuality']",0.885
161752,race,Q2090033,"['miscegenation', 'controversy', 'racism', 'amalgamation', 'racial', 'amalgamation', 'amalgamation', 'pejorative', 'term', 'referring', 'interethnic', 'relationship', 'resulting', 'multiethnic', 'offspring']",0.883
160304,race,Q16000306,"['health', 'social', 'determinant', 'health', 'health', 'based', 'racial', 'identity']",0.878
160560,race,Q30103,"['minority', 'group', 'special', 'population', 'minority', 'group', 'demographic', 'minority', 'minority', 'minority', 'group', 'people', 'practice', 'religion', 'ethnicity', 'characteristic', 'fewer', 'number', 'main', 'group', 'classification']",0.878
157992,races,Q1141593,"['racialism', 'racial', 'theory', 'belief', 'human', 'specie', 'naturally', 'divided', 'race', 'ostensibly', 'distinct', 'biological', 'category']",0.9
158147,races,Q2560112,"['white', 'separatism', 'political', 'social', 'movement', 'seek', 'separation', 'white', 'people', 'people', 'race', 'ethnicity']",0.8909999999999999
158657,races,Q7279585,"['racial', 'inequality', 'united', 'state', 'identifies', 'social', 'advantage', 'disparity', 'affect', 'different', 'race', 'within', 'u']",0.8859999999999999
159715,races,Q5404305,"['ethnic', 'relation', 'india', 'behaviour', 'toward', 'people', 'ethnicity', 'race', 'india']",0.879
158367,races,Q7279580,"['racial', 'equality', 'biological', 'social', 'equal', 'regard', 'race', 'human']",0.878
159252,races,Q7166094,"['peopling', 'india', 'immigration', 'pattern', 'different', 'race', 'people']",0.857
158181,races,Q3254959,"['race', 'human', 'categorization', 'classification', 'system', 'identity', 'race', 'race', 'mankind', 'race', 'classification', 'system', 'used', 'categorize', 'human', 'basis', 'hereditary', 'physical', 'trait']",0.848
158599,races,Q51430324,"['origin', 'specie', 'mean', 'natural', 'selection', 'preservation', 'favoured', 'race', 'struggle', 'life', 'version', 'edition', 'translation', 'edition', 'impression']",0.836
159647,races,Q26329417,"['african', 'american', 'woman', 'compared', 'woman', 'difference', 'demographic', 'workforce', 'characteristic', 'occupational', 'injury', 'morbidity', 'risk', 'abstract', 'abstract', 'published']",0.8220000000000001
159993,races,Q116505449,"['canoe', 'race', 'lièvre', 'intentional', 'human', 'activity', 'racing', 'element', 'intangible', 'heritage']",0.821
175242,retarded,Q19709948,"['congenital', 'heart', 'defect', 'round', 'face', 'developmental', 'delay', 'syndrome', 'developmental', 'defect', 'embryogenesis', 'class', 'disease', 'disease', 'multiple', 'congenital', 'anomaly', 'dysmorphic', 'syndrome', 'intellectual', 'disability', 'genetic', 'syndromic', 'intellectual', 'disability', 'sonoda', 'syndrome', 'round', 'face', 'depressed', 'nasal', 'bridge', 'small', 'mouth', 'congenital', 'heart', 'defect', 'development', 'medical', 'condition']",0.86
175279,retarded,Q7987389,"['westerhof', 'syndrome', 'class', 'disease', 'pigmentation', 'disorder', 'westerhof', 'beemer', 'cormane', 'syndrome', 'hypo', 'hypermelanotic', 'cutaneous', 'macule', 'growth', 'intellectual', 'disability', 'syndrome', 'congenital', 'hypomelanotic', 'hypermelanotic', 'macule', 'macule', 'hereditary', 'congenital', 'hypopigmented', 'hyperpigmented', 'macule', 'hereditary', 'congenital', 'hypopigmented', 'hyperpigmented', 'westerhof', 'beemer', 'cormane', 'syndrome', 'hereditary', 'congenital', 'hypopigmented', 'hyperpigmented', 'macule', 'medical', 'condition']",0.83
175256,retarded,Q55782884,"['agonadism', 'mental', 'retardation', 'short', 'stature', 'bone', 'age', 'multiple', 'extragenital', 'malformation', 'genetic', 'disease', 'agonadism', 'mental', 'retardation', 'short', 'stature', 'bone', 'age', 'multiple', 'extragenital', 'malformation', 'human', 'disease']",0.821
175238,retarded,Q17119158,"['eiken', 'syndrome', 'eiken', 'skeletal', 'dysplasia', 'eiken', 'syndrome', 'bone', 'modeling', 'defect', 'hand', 'foot', 'eiken', 'syndrome', 'rare', 'familial', 'skeletal', 'dysplasia', 'characterized', 'multiple', 'epiphyseal', 'dysplasia', 'extremely', 'described', 'member', 'unique', 'consanguineous']",0.8009999999999999
175225,retarded,Q112847043,"['remediation', 'spelling', 'deficit', 'mentally', 'child', 'comparative', 'efficacy', 'overcorrection', 'interspersal', 'training', 'thesis', 'thesis', 'tina', 'haggar', 'university', 'canterbury']",0.767
175236,retarded,Q1320019,"['potential', 'type', 'potential', 'electrodynamics']",0.763
175237,retarded,Q16979375,"['depression', 'major', 'depressive', 'disorder']",0.759
175226,retarded,Q112847738,"['recognizing', 'facial', 'expression', 'emotion', 'assessment', 'training', 'generalization', 'mentally', 'person', 'thesis', 'thesis', 'christopher', 'mcalpine', 'university', 'canterbury']",0.759
175224,retarded,Q112845941,"['spelling', 'deficit', 'mentally', 'child', 'comparison', 'alternative', 'remediation', 'strategy', 'thesis', 'thesis', 'vicky', 'marie', 'anderson', 'university', 'canterbury']",0.745
175277,retarded,Q74277620,"['effect', 'dual', 'task', 'balance', 'training', 'cognitive', 'function', 'people', 'mental', 'clinical', 'trial', 'clinical', 'trial']",0.74
71833,roots,Q99923275,"['chronically', 'sick', 'person', 'act', 'commencement', 'scotland', 'order', 'uk', 'statutory', 'instrument', 'uk', 'statutory', 'instrument']",
62732,second world,Q233472,"['second', 'world', 'group', 'geopolitical', 'classification']",0.879
63053,second world,Q104724189,"['eastern', 'europe', 'historical', 'event', 'second', 'world', 'war', 'country', 'subject', 'folder', 'folder', 'century', 'press', 'archive']",0.855
62947,second world,Q61085585,"['gheorghe', 'popescu', 'romanian', 'general', 'fought', 'second', 'world']",0.8540000000000001
63393,second world,Q64478652,"['record', 'relating', 'industrial', 'company', 'prior', 'second', 'world', 'war', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.8540000000000001
63054,second world,Q104724284,"['southeastern', 'europe', 'historical', 'event', 'second', 'world', 'war', 'country', 'subject', 'folder', 'folder', 'century', 'press', 'archive']",0.853
62719,second world,Q2174038,"['interwar', 'estonia', 'estonia', 'world', 'war', 'first', 'estonian', 'republic', 'estonian', 'republic', 'period', 'history', 'estonia', 'first', 'second', 'world', 'war']",0.852
63108,second world,Q106225584,"['evacuation', 'civilian', 'england', 'wale', 'second', 'world', 'war', 'aspect', 'geographic', 'region']",0.852
62633,second world,Q113653595,"['second', 'world', 'television', 'series', 'television', 'program', 'second', 'world', 'another', 'world', 'south', 'korean', 'television', 'series']",0.85
62723,second world,Q223460,"['panzer', 'division', 'one', 'first', 'major', 'formation', 'new', 'german', 'army', 'bundeswehr', 'second', 'world', 'war']",0.848
62522,second world,Q102282618,"['culture', 'northern', 'ireland', 'second', 'world', 'war', 'literary', 'work', 'culture', 'northern', 'ireland', 'second', 'world', 'war']",0.847
31154,servant,Q76904091,"['account', 'convincement', 'exercise', 'service', 'travel', 'ancient', 'lord', 'richard', 'davy', 'relation', 'ancient', 'friend', 'spreading', 'truth', 'north', 'wale', 'version', 'edition', 'translation', 'published']",0.825
34710,servant,Q283086,"['pattern', 'behavioral', 'pattern', 'software', 'design', 'object', 'used', 'offer', 'functionality', 'group', 'class', 'without', 'defining', 'functionality']",0.8240000000000001
27956,servant,Q16642509,"['financial', 'disclosure', 'report', 'form', 'wealth', 'declaration', 'asset', 'declaration', 'financial', 'disclosure', 'declaration', 'form', 'respect', 'asset', 'liability', 'government', 'declaration', 'asset', 'liability', 'public', 'declaration', 'asset', 'public', 'financial', 'disclosure', 'report', 'form', 'contains', 'information', 'civil', 'wealth', 'asset']",0.82
29650,servant,Q61939714,"['boaz', 'question', 'concerning', 'ruth', 'painting', 'painting', 'onbekend']",0.816
34807,servant,Q6785120,"['master', 'act', 'master', 'act', 'term', 'several', 'english', 'speaking', 'country', 'regulating', 'relation', 'employer', 'employee', 'century']",0.809
34806,servant,Q67641760,"['praise', 'leadership', 'integrity', 'unidentified', 'public', 'naid', 'item', 'collection', 'exhibition', 'item', 'national', 'archive', 'record', 'holding']",0.799
31603,servant,Q77177630,"['account', 'convincement', 'exercise', 'service', 'travel', 'ancient', 'lord', 'richard', 'davy', 'relation', 'ancient', 'friend', 'spreading', 'truth', 'north', 'wale', 'written', 'work', 'book', 'work']",0.7979999999999999
27606,servant,Q28105787,"['boaz', 'question', 'concerning', 'ruth', 'ruth', 'painting', 'painting', 'herman', 'gouwe']",0.7979999999999999
26591,servant,Q11993231,"['norwegian', 'public', 'occupation', 'civil', 'service', 'worker', 'official', 'defined', 'within', 'national', 'norwegian', 'context', 'type', 'official', 'employed', 'state', 'lower', 'level', 'government']",0.7959999999999999
33786,servant,Q22872642,"['wikimedia', 'navigational', 'template', 'wikimedia', 'template']",0.7879999999999999
25623,servants,Q16642509,"['financial', 'disclosure', 'report', 'form', 'wealth', 'declaration', 'asset', 'declaration', 'financial', 'disclosure', 'declaration', 'form', 'respect', 'asset', 'liability', 'government', 'servant', 'declaration', 'asset', 'liability', 'public', 'servant', 'declaration', 'asset', 'public', 'financial', 'disclosure', 'report', 'form', 'contains', 'information', 'civil', 'wealth', 'asset']",0.82
26525,servants,Q97201062,"['finnish', 'nature', 'panel', 'nature', 'panel', 'finnish', 'ipbes', 'panel', 'interdisciplinary', 'advisory', 'group', 'finnish', 'scholar', 'civil', 'servant', 'assessing', 'ipbes', 'intergovernmental', 'platform', 'biodiversity', 'ecosystem', 'service', 'related', 'issue']",0.816
25652,servants,Q2101508,"['policy', 'analysis', 'policy', 'science', 'policy', 'research', 'technique', 'used', 'public', 'administration', 'enable', 'civil', 'servant', 'examine', 'evaluate', 'available', 'option', 'implement', 'goal', 'elected', 'official']",0.804
25903,servants,Q8380523,"['servant', 'commonwealth', 'relation', 'office', 'wikimedia', 'category', 'wikimedia', 'category']",0.804
26391,servants,Q740628,"['fakelaki', 'greek', 'word', 'mean', 'also', 'used', 'greek', 'popular', 'culture', 'jargon', 'term', 'referring', 'bribery', 'public', 'servant', 'private', 'company', 'greek', 'citizen', 'order', 'service']",0.7979999999999999
26357,servants,Q59623002,"['state', 'change', 'punjab', 'professional', 'personal', 'experience', 'british', 'civil', 'servant', 'independence', 'beyond', 'thesis', 'doctoral', 'thesis', 'catherine', 'eleanor', 'brown', 'coombs']",0.7909999999999999
25472,servants,Q106377153,"['instrução', 'normativa', 'brazilian', 'law', 'type', 'document', 'detail', 'rule', 'must', 'followed', 'public', 'servant']",0.785
26089,servants,Q113486388,"['woman', 'red', 'missing', 'article', 'occupation', 'civil', 'servant', 'wikimedia', 'project', 'page']",0.782
26091,servants,Q113868231,"['winning', 'designing', 'testing', 'game', 'change', 'civil', 'attitude', 'towards', 'open', 'governmental', 'data', 'provision', 'doctoral', 'thesis', 'doctoral', 'thesis', 'delft', 'university', 'technology']",0.78
25448,servants,Q100568488,"['european', 'university', 'institute', 'designation', 'organisation', 'immunity', 'organisation', 'officer', 'servant', 'order', 'irish', 'statutory', 'instrument', 'irish', 'statutory', 'instrument']",0.78
177918,slave,Q2895269,"['fugitive', 'act', 'legislation', 'act', 'congress', 'united', 'state', 'fugitive', 'law', 'act', 'respecting', 'fugitive', 'justice', 'person', 'escaping', 'service', 'master', 'act', 'united', 'state', 'congress']",0.894
177359,slave,Q2981541,"['barbados', 'code', 'code', 'act', 'better', 'ordering', 'governing', 'negro', 'law', 'english', 'colony', 'barbados']",0.872
177581,slave,Q7539168,"['trade', 'act', 'short', 'title', 'family', 'related', 'law', 'regulating', 'restricting', 'banning', 'slavery']",0.871
176737,slave,Q22025491,"['trade', 'act', 'act', 'congress', 'united', 'state', 'law', 'amending', 'trade', 'act']",0.862
176311,slave,Q535519,"['fugitive', 'act', 'legislation', 'act', 'congress', 'united', 'state', 'fugitive', 'law', 'act', 'united', 'state', 'congress']",0.858
176801,slave,Q3682195,"['code', 'subset', 'law', 'regarding', 'chattel', 'slavery', 'enslaved', 'people']",0.858
176077,slave,Q1890568,"['mann', 'act', 'act', 'congress', 'united', 'state', 'white', 'traffic', 'act', 'act', 'regulate', 'interstate', 'foreign', 'commerce', 'prohibiting', 'transportation', 'therein', 'immoral', 'purpose', 'woman', 'girl', 'purpose', 'mann', 'act', 'act', 'united', 'state', 'congress']",0.855
176970,slave,Q7539172,"['trade', 'act', 'act', 'congress', 'united', 'state', 'law', 'passed', 'united', 'state', 'congress', 'limited', 'american', 'involvement', 'international', 'trade']",0.8540000000000001
178923,slave,Q4921545,"['fugitive', 'law', 'law', 'passed', 'united', 'state', 'congress']",0.851
178415,slave,Q22092280,"['consolidated', 'law']",0.841
175582,slaves,Q4676640,"['act', 'prohibiting', 'return', 'slave', 'act', 'congress', 'united', 'state', 'law', 'prohibited', 'return', 'slave', 'owner', 'military']",0.885
175601,slaves,Q5160146,"['confiscation', 'act', 'law', 'passed', 'u', 'congress', 'free', 'slave', 'still', 'held', 'confederate', 'force']",0.8759999999999999
175852,slaves,Q5315497,"['proclamation', 'governor', 'colony', 'virginia', 'declared', 'martial', 'law', 'promised', 'freedom', 'slave', 'american', 'revolutionary', 'left', 'owner', 'joined', 'royal', 'force']",0.857
175587,slaves,Q4742335,"['amelioration', 'act', 'statute', 'enacted', 'leeward', 'island', 'regarding', 'treatment', 'slave']",0.826
175544,slaves,Q28941984,"['anglo', 'dutch', 'slave', 'trade', 'treaty', 'treaty', 'treaty', 'britannic', 'majesty', 'majesty', 'king', 'netherlands', 'preventing', 'subject', 'engaging', 'traffic', 'slave', 'slave', 'trade', 'act', 'treaty', 'united', 'kingdom', 'netherlands']",0.825
175903,slaves,Q96754266,"['sexual', 'slavery', 'islam', 'classical', 'islamic', 'law', 'allowed', 'men', 'sexual', 'intercourse', 'female']",0.8190000000000001
175614,slaves,Q5507284,"['fugitive', 'slave', 'united', 'state', 'fugitive', 'enslaved', 'person', 'runaway', 'slave', 'fugitive', 'slave', 'aspect', 'history']",0.8170000000000001
175474,slaves,Q16838766,"['georgia', 'experiment', 'policy', 'prohibiting', 'ownership', 'slave']",0.8170000000000001
175368,slaves,Q106611758,"['roman', 'slave', 'social', 'class', 'legal', 'concept', 'enslaved', 'person', 'roman', 'slave', 'servi', 'person', 'ancient', 'rome', 'lacked', 'freedom', 'domain', 'another', 'part', 'property']",0.8140000000000001
175360,slaves,Q106178904,"['bounty', 'seizure', 'slave', 'act', 'public', 'general', 'act', 'parliament', 'united', 'kingdom', 'united', 'kingdom', 'great', 'britain', 'ireland', 'act', 'parliament']",0.8140000000000001
850,southern rhodesia,Q5148418,"['colonial', 'history', 'southern', 'rhodesia', 'colonial', 'history']",0.7659999999999999
779,southern rhodesia,Q23198375,"['capricorn', 'africa', 'society', 'multiracial', 'organization', 'founded', 'southern', 'rhodesia', 'zimbabwe', 'objective', 'democratic', 'multiracial', 'development', 'east', 'central', 'africa', 'dissolved']",0.764
774,southern rhodesia,Q19022898,"['united', 'nation', 'general', 'assembly', 'resolution', 'united', 'nation', 'general', 'assembly', 'resolution', 'question', 'southern', 'rhodesia', 'united', 'nation', 'general', 'assembly', 'resolution', 'adopted']",0.754
776,southern rhodesia,Q19113466,"['united', 'nation', 'general', 'assembly', 'resolution', 'united', 'nation', 'general', 'assembly', 'resolution', 'question', 'southern', 'rhodesia', 'united', 'nation', 'general', 'assembly', 'resolution', 'adopted']",0.754
770,southern rhodesia,Q19022827,"['united', 'nation', 'general', 'assembly', 'resolution', 'united', 'nation', 'general', 'assembly', 'resolution', 'question', 'southern', 'rhodesia', 'united', 'nation', 'general', 'assembly', 'resolution', 'adopted']",0.754
771,southern rhodesia,Q19022858,"['united', 'nation', 'general', 'assembly', 'resolution', 'united', 'nation', 'general', 'assembly', 'resolution', 'question', 'southern', 'rhodesia', 'united', 'nation', 'general', 'assembly', 'resolution', 'adopted']",0.754
772,southern rhodesia,Q19022866,"['united', 'nation', 'general', 'assembly', 'resolution', 'united', 'nation', 'general', 'assembly', 'resolution', 'question', 'southern', 'rhodesia', 'united', 'nation', 'general', 'assembly', 'resolution', 'adopted']",0.754
773,southern rhodesia,Q19022891,"['united', 'nation', 'general', 'assembly', 'resolution', 'united', 'nation', 'general', 'assembly', 'resolution', 'question', 'southern', 'rhodesia', 'united', 'nation', 'general', 'assembly', 'resolution', 'adopted']",0.754
775,southern rhodesia,Q19113463,"['united', 'nation', 'general', 'assembly', 'resolution', 'united', 'nation', 'general', 'assembly', 'resolution', 'question', 'southern', 'rhodesia', 'united', 'nation', 'general', 'assembly', 'resolution', 'adopted']",0.754
881,southern rhodesia,Q67620156,"['ambassador', 'arthur', 'goldberg', 'speech', 'united', 'nation', 'independence', 'threat', 'southern', 'rhodesia', 'naid', 'item', 'collection', 'exhibition', 'item', 'national', 'archive', 'record', 'holding']",0.753
25373,third world,Q6281693,"['joseph', 'brant', 'arseneau', 'known', 'finance', 'technology', 'first', 'formally', 'defining', 'finance', 'technique', 'third', 'world', 'housing']",0.892
25287,third world,Q106375225,"['economic', 'diversification', 'rural', 'change', 'former', 'expulsion', 'southern', 'kerio', 'valley', 'kenya', 'book', 'section', 'published', 'development', 'third', 'world', 'country', 'case', 'study', 'africa', 'asia', 'latin', 'amsterdam']",0.883
25326,third world,Q180194,"['third', 'world', 'group', 'category', 'country', 'socio', 'economic', 'base']",0.879
25395,third world,Q7692521,"['technological', 'apartheid', 'denial', 'modern', 'technology', 'third', 'world', 'developing', 'nation']",0.879
25306,third world,Q112906487,"['climate', 'change', 'negotiation', 'third', 'world', 'country', 'past', 'present', 'future', 'thesis', 'thesis', 'saeed', 'nasir', 'university', 'waikato']",0.877
25286,third world,Q106246722,"['third', 'world', 'congress', 'nature', 'biologically', 'inspired', 'computing', 'nabic', 'salamanca', 'spain', 'october', 'academic', 'conference', 'nabic', 'salamanca', 'spain', 'academic', 'conference']",0.871
25298,third world,Q112846558,"['role', 'foreign', 'aid', 'third', 'world', 'overview', 'special', 'reference', 'new', 'zealand', 'aid', 'agriculture', 'south', 'pacific', 'thesis', 'thesis', 'dashfield', 'university', 'canterbury']",0.87
