term,QID,wd_bow,spacy_cs,check,link_wd
primitivism,Q10336318,"neo, art, movement, neoprimitivism, russian, art, movement",0.887,TRUE,https://www.wikidata.org/wiki/Q10336318
primitivism,Q110893128,"century, affinity, tribal, modern, art, exhibition, event, exhibition, museum, modern, art",0.88,TRUE,https://www.wikidata.org/wiki/Q110893128
primitivism,Q54637456,"modern, art, literary, work, goldwater, robert",0.867,TRUE,https://www.wikidata.org/wiki/Q54637456
primitivism,Q58429779,"impossible, art, academic, journal, article",0.819,TRUE,https://www.wikidata.org/wiki/Q58429779
primitivism,Q1662181,"new, subculture, music, genre, music, movement, subcultural, movement, established, sarajevo, sr, bosnia, herzegovina, sfr, yugoslavia, march",0.809,TRUE,https://www.wikidata.org/wiki/Q1662181
primitivism,Q79263662,"modern, art, art, exhibition, exhibition, sfmoma, san, francisco, museum, art",0.806,TRUE,https://www.wikidata.org/wiki/Q79263662
primitivism,Q59580543,"pristine, purity, practical, piety, john, art, physic, thesis, doctoral, thesis, deborah, madden",0.792,FALSE,https://www.wikidata.org/wiki/Q59580543
primitivism,Q114569728,"science, irish, revival, literary, work",0.79,TRUE,https://www.wikidata.org/wiki/Q114569728
primitivism,Q667672,"anarcho, political, ideology, anarchist, school, thought, individualist, anarchism, green, anarchism, anprim, form, anarchism",0.76,FALSE,https://www.wikidata.org/wiki/Q667672
primitivism,Q16591771,"music, genre, music, movement, primitivist, music, music, musical, movement",0.732,TRUE,https://www.wikidata.org/wiki/Q16591771
pygmy,Q171927,"people, ethnic, group, aka, baka, mbuti, pueblo, pigmeos, pigmeos, pigmeo, pigmeo, africano, gente, del, bosque, ethnic, group, whose, average, height, unusually, short",0.817,TRUE,https://www.wikidata.org/wiki/Q171927
pygmy,Q3039820,"mbuti, people, bambuti, people, bambuti, indigenous, group, congo, region, africa",0.754,TRUE,https://www.wikidata.org/wiki/Q3039820
pygmy,Q111965527,"specie, delimitation, population, genetics, rare, case, study, using, new, zealand, native, forget, group, boraginaceae, doctoral, thesis, doctoral, thesis, jessica, mary, prebble, massey, university",0.754,FALSE,https://www.wikidata.org/wiki/Q111965527
pygmy,Q113471961,"robert, peter, peter, author, thesis, stanford, university, titled, dimorphism, male, mating, behavior, associated, size, class, swordtail, xiphophorus, pygmaeus, nigrensis, poeciliidae, pisces, study, competing, male, strategy",0.754,FALSE,https://www.wikidata.org/wiki/Q113471961
pygmy,Q113472233,"dimorphism, male, mating, behavior, associated, size, class, swordtail, xiphophorus, pygmaeus, nigrensis, poeciliidae, pisces, study, competing, male, strategy, doctoral, thesis, thesis, submitted, stanford, university, robert, peter",0.748,FALSE,https://www.wikidata.org/wiki/Q113472233
pygmy,Q1747200,"fictional, ethnic, group, mythical, ethnic, group, tribe, diminutive, human, greek, mythology",0.747,TRUE,https://www.wikidata.org/wiki/Q1747200
pygmy,Q13560329,"seahorse, organism, known, particular, common, name, common, name, several, specie, fish",0.745,FALSE,https://www.wikidata.org/wiki/Q13560329
pygmy,Q5624044,"gyele, people, ethnic, group, gabon, equatorial, guinea",0.741,TRUE,https://www.wikidata.org/wiki/Q5624044
pygmy,Q6362821,"kango, people, mbuty, people, ituri, rainforest, eastern, democratic, republic, congo",0.738,TRUE,https://www.wikidata.org/wiki/Q6362821
pygmy,Q110142534,"wildlife, human, creating, mindful, link, visitor, elephant, territory, thesis, written, work, thesis, justine, megan, loong, university, washington",0.73,FALSE,https://www.wikidata.org/wiki/Q110142534
queer,Q51415,"reappropriation, umbrella, term, identity, gender, identity, sexual, identity, umbrella, term, sexual, gender, minority, heterosexual, heteronormative, cisgender",0.929,TRUE,https://www.wikidata.org/wiki/Q51415
queer,Q2353191,"heterosexuality, human, sexuality, identity, heterosexuality, heteroqueer, straight, heterosexual, queerhet, heterosexual, practice, identity, controversially, labelled",0.917,TRUE,https://www.wikidata.org/wiki/Q2353191
queer,Q109497759,"sexuality, gender, justice, rethinking, normative, heterosexuality, sexual, justice, perspective, humanist, men, masculinity, study, doctoral, thesis, doctoral, thesis, chieh, wang",0.841,TRUE,https://www.wikidata.org/wiki/Q109497759
queer,Q115870510,"identity, sexual, identity, lgbt, identity, lgbt, identity, lgbt, variation, identity, identity, lgbt, identity, identity, identity, identity, term, person",0.828,TRUE,https://www.wikidata.org/wiki/Q115870510
queer,Q112865153,"indigiqueer, person, indigiqueer, people, indigiqueers, indigenous, person, recognizes, identity, salient, indigenous, identity, vice, versa",0.802,TRUE,https://www.wikidata.org/wiki/Q112865153
queer,Q27887364,"pramada, menon, feminist, activist, stand, comedian, gender, sexuality, consultant",0.8,TRUE,https://www.wikidata.org/wiki/Q27887364
queer,Q339014,"non, heterosexuality, sexual, orientation, lgbt, human, sexuality, aheterosexuality, non, heterosexual, aheterosexual, non, cisheterosexuality, sexual, orientation, heterosexual, straight",0.791,TRUE,https://www.wikidata.org/wiki/Q339014
queer,Q108292272,"placemaking, community, building, among, lesbian, bisexual, lbq, woman, non, binary, people, covid, pandemic, thesis, thesis, gabby, unipan",0.79,TRUE,https://www.wikidata.org/wiki/Q108292272
queer,Q112924898,"contemporary, discourse, sexuality, gender, mainstream, medium, implication, politics, thesis, thesis, rearna, hartmann, university, auckland",0.788,TRUE,https://www.wikidata.org/wiki/Q112924898
queer,Q56282687,"erasure, discrimination, queerphobia, queermisia, misia, phobia, heteronormative, cultural, practice",0.787,TRUE,https://www.wikidata.org/wiki/Q56282687
queerer,Q65088015,"material, sexualität, ökonomie, perspektiven, antikapitalistischer, politik, economy, prospect, queer, anticapitalist, written, work, essay, cornelia, möser",0.669,TRUE,https://www.wikidata.org/wiki/Q65088015
queerest,Q51164947,"daddy, television, series, episode, episode, american",0.334,FALSE,https://www.wikidata.org/wiki/Q51164947
queers,Q7271166,"queer, undermining, israeli, terrorism",0.738,TRUE,https://www.wikidata.org/wiki/Q7271166
queers,Q106438598,"lgbt, mexican, american, group, human, hispanic, latino, american, people, xicanx, queer, queer, chicano, mexican, american, people, identify, member, lgbt, community",0.732,TRUE,https://www.wikidata.org/wiki/Q106438598
queers,Q75016680,"queer, lover, hateful, regenerating, violent, time, place, written, work",0.725,TRUE,https://www.wikidata.org/wiki/Q75016680
queers,Q5439901,"fed, queer, advocacy, group, right, organization",0.656,TRUE,https://www.wikidata.org/wiki/Q5439901
queers,Q7271168,"queer, israeli, apartheid, organization, toronto, based, lgbt, protest, movement",0.654,TRUE,https://www.wikidata.org/wiki/Q7271168
queers,Q107343107,"queersinscience, initiative, queer, science, qi, initiative, supporting, people, stemm, field, australia",0.644,TRUE,https://www.wikidata.org/wiki/Q107343107
queers,Q75016873,"queer, lover, hateful, regenerating, violent, time, place, version, edition, translation, book, edition",0.637,TRUE,https://www.wikidata.org/wiki/Q75016873
queers,Q58436736,"queer, marriage, literary, work, book, greg, wharton, ian, philip",0.635,TRUE,https://www.wikidata.org/wiki/Q58436736
queers,Q114430131,"zombie, migrant, race, crisis, capitalism, pop, culture, literary, work",0.631,TRUE,https://www.wikidata.org/wiki/Q114430131
queers,Q7271167,"queer, history, literary, work, book, keith, stern",0.623,TRUE,https://www.wikidata.org/wiki/Q7271167
race,Q57203016,"discrimination, pegi, discrimination, discrimination, pegi, pegi, video, game, content, rating, game, may, contain, scene, behavior, reference, cruelty, harassment, group, specific, people, based, religion, gender, sexuality",0.879,TRUE,https://www.wikidata.org/wiki/Q57203016
race,Q365143,"ethnopluralism, ethno, pluralism, right, wing, ethno, nationalist, associated, model, nation, would, formed, basis, culture, interest, preserving, cultural, genetic, heritage",0.877,TRUE,https://www.wikidata.org/wiki/Q365143
race,Q2042898,"historical, concept, human, categorization, historical, definition, disused, concept, disused, definition, archaic, concept, archaic, definition, deprecated, concept, deprecated, definition, disused, conception, racial, ethnic, makeup",0.871,TRUE,https://www.wikidata.org/wiki/Q2042898
race,Q30103,"minority, group, special, population, minority, group, demographic, minority, minority, minority, group, people, practice, religion, ethnicity, characteristic, fewer, number, main, group, classification",0.869,TRUE,https://www.wikidata.org/wiki/Q30103
race,Q296519,"ecotype, ecospecies, genetically, distinct, geographic, variety, population, within, specie",0.86,TRUE,https://www.wikidata.org/wiki/Q296519
race,Q27863646,"mythical, people, class, mythical, entity, mythical, ethnic, group, mythical, people, mythical, mythological, people, mythological, people, mythological, legendary, people, plurality, person, mythology",0.857,TRUE,https://www.wikidata.org/wiki/Q27863646
race,Q2330715,"mediterranean, human, categorization, culture, caucasian, mediterranid, mediterranean, mediterranean, people, causcasian, sub",0.857,TRUE,https://www.wikidata.org/wiki/Q2330715
race,Q22273995,"modulation, symbiont, host, resistance, gene, dependent, defense, response, biological, process, response, host, modulation, organism, host, gene, gene, resistance, modulation, organism, defense, response, host, specific, elicitors, modulation, organism, pathogen, host, plant, cultivar, specific, resistance, symbiont, process, organism, modulates, frequency, rate, extent, resistance, gene, dependent, defense, response, host, host, defined, larger, organism, involved, symbiotic",0.854,FALSE,https://www.wikidata.org/wiki/Q22273995
race,Q7279589,"racial, politics, politics, racism, identity, politics, discrimination, politics, use, human, categorization, hierarchical, identifier, political, discourse, campaign, within, societal, cultural, climate, created, practice, including, exploiting, issue, forward, political, agenda",0.845,TRUE,https://www.wikidata.org/wiki/Q7279589
race,Q1047554,"mutual, exclusion, mutex, property, concurrency, control, instituted, purpose, preventing, condition",0.845,FALSE,https://www.wikidata.org/wiki/Q1047554
races,Q3254959,"race, human, categorization, classification, system, identity, race, race, mankind, race, classification, system, used, categorize, human, basis, hereditary, physical, trait",0.958,TRUE,https://www.wikidata.org/wiki/Q3254959
races,Q1141593,"racialism, racial, theory, belief, human, specie, naturally, divided, race, ostensibly, distinct, biological, category",0.921,TRUE,https://www.wikidata.org/wiki/Q1141593
races,Q116505449,"canoe, race, lièvre, intentional, human, activity, racing, element, intangible, heritage",0.905,FALSE,https://www.wikidata.org/wiki/Q116505449
races,Q7166094,"peopling, india, immigration, pattern, different, race, people",0.897,TRUE,https://www.wikidata.org/wiki/Q7166094
races,Q100474769,"race, equality, situation, people, race, treated, fairly, way",0.89,TRUE,https://www.wikidata.org/wiki/Q100474769
races,Q19097704,"relation, advanced, backward, race, mankind",0.887,TRUE,https://www.wikidata.org/wiki/Q19097704
races,Q5476,"race, revelation, space, character, race, list, fictional, alien, modified, human, race",0.886,TRUE,https://www.wikidata.org/wiki/Q5476
races,Q5752079,"hidden, race, class, fictional, entity, fictional, humanoid, specie, collection, unrelated, race",0.883,FALSE,https://www.wikidata.org/wiki/Q5752079
races,Q7279580,"racial, equality, biological, social, equal, regard, race, human",0.867,TRUE,https://www.wikidata.org/wiki/Q7279580
races,Q25340083,"futurity, race, younger, horse, wherein, must, nominated, well, advance, actual, competition",0.863,FALSE,https://www.wikidata.org/wiki/Q25340083
retarded,Q112847738,"recognizing, facial, expression, emotion, assessment, training, generalization, mentally, person, thesis, thesis, christopher, mcalpine, university, canterbury",0.89,TRUE,https://www.wikidata.org/wiki/Q112847738
retarded,Q112847043,"remediation, spelling, deficit, mentally, child, comparative, efficacy, overcorrection, interspersal, training, thesis, thesis, tina, haggar, university, canterbury",0.886,TRUE,https://www.wikidata.org/wiki/Q112847043
retarded,Q115542878,"algerian, semi, private, initiative, psycho, pedagogy, algerian, experiment, semi, private, initiative, field, psycho, pedagogical, help, mentally, child, adolescent",0.873,TRUE,https://www.wikidata.org/wiki/Q115542878
retarded,Q112845941,"spelling, deficit, mentally, child, comparison, alternative, remediation, strategy, thesis, thesis, vicky, marie, anderson, university, canterbury",0.867,TRUE,https://www.wikidata.org/wiki/Q112845941
retarded,Q112108108,"evaluation, gentle, teaching, visual, screening, reduction, stereotypy, mentally, person, thesis, thesis, jennifer, jordan, university, canterbury",0.863,TRUE,https://www.wikidata.org/wiki/Q112108108
retarded,Q74277620,"effect, dual, task, balance, training, cognitive, function, people, mental, clinical, trial, clinical, trial",0.86,TRUE,https://www.wikidata.org/wiki/Q74277620
retarded,Q112848650,"acquisition, sight, word, mentally, child, effect, overcorrection, extra, stimulus, prompt, thesis, thesis, elizabeth, margaret, stringer, university, canterbury",0.844,TRUE,https://www.wikidata.org/wiki/Q112848650
retarded,Q7921702,"vermont, defendant, accommodation, project, project, identifying, need, mentally, criminal, defendant",0.842,TRUE,https://www.wikidata.org/wiki/Q7921702
retarded,Q112838250,"comparison, several, operant, procedure, severely, child, thesis, thesis, alan, norman, ewen, fugler, university, waikato",0.842,TRUE,https://www.wikidata.org/wiki/Q112838250
retarded,Q19709948,"congenital, heart, defect, round, face, developmental, delay, syndrome, developmental, defect, embryogenesis, class, disease, disease, multiple, congenital, anomaly, dysmorphic, syndrome, intellectual, disability, genetic, syndromic, intellectual, disability, sonoda, syndrome, round, face, depressed, nasal, bridge, small, mouth, congenital, heart, defect, development, medical, condition",0.841,TRUE,https://www.wikidata.org/wiki/Q19709948
second world,Q233472,"second, world, group, geopolitical, classification",1,TRUE,https://www.wikidata.org/wiki/Q233472
second world,Q24040758,"group, resistance, group, second, world, war",0.874,FALSE,https://www.wikidata.org/wiki/Q24040758
second world,Q66198090,"special, research, history, role, communication, intelligence, submarine, warfare, japan, second, world, war, naid, collection, series, national, archive, record, holding",0.861,FALSE,https://www.wikidata.org/wiki/Q66198090
second world,Q64275676,"second, world, war, intelligence, report, naid, collection, series, national, archive, record, holding",0.853,FALSE,https://www.wikidata.org/wiki/Q64275676
second world,Q64478652,"record, relating, industrial, company, prior, second, world, war, naid, collection, series, national, archive, record, holding",0.847,FALSE,https://www.wikidata.org/wiki/Q64478652
second world,Q45340021,"switzerland, gold, transaction, second, world, war, historical, document, publication, independent, commission, expert, switzerland, second, world, war, research, government, report, bergier, report, publication, independent, commission, expert, switzerland, second, world, war, vol",0.845,FALSE,https://www.wikidata.org/wiki/Q45340021
second world,Q104699624,"historical, event, second, world, war, subject, category, historical, event, second, world, war, subject, category, century, press, archive",0.841,FALSE,https://www.wikidata.org/wiki/Q104699624
second world,Q59937323,"record, relating, second, world, war, naid, collection, series, national, archive, record, holding",0.841,FALSE,https://www.wikidata.org/wiki/Q59937323
second world,Q64278051,"record, relating, second, world, war, naid, collection, series, national, archive, record, holding",0.841,FALSE,https://www.wikidata.org/wiki/Q64278051
second world,Q66304159,"record, relating, fiscal, policy, second, world, war, naid, collection, series, national, archive, record, holding",0.838,FALSE,https://www.wikidata.org/wiki/Q66304159
servant,Q54128,"domestic, worker, profession, blue, collar, worker, domestic, worker, companion, valet, domestic, domestic, staff, domestic, helper, domestic, employee, household, employee, household, worker, household, person, work, within, scope, residence",0.984,TRUE,https://www.wikidata.org/wiki/Q54128
servant,Q2313151,"house, profession, domestic, worker, man, menial, worker, within, household",0.91,TRUE,https://www.wikidata.org/wiki/Q2313151
servant,Q10705205,"faithful, domestic, worker, older, term, domestic, worker, staying, long, time, family",0.878,TRUE,https://www.wikidata.org/wiki/Q10705205
servant,Q18528870,"hilda, martindale, leading, british, civil, working, improve, working, condition, particularly, woman",0.854,FALSE,https://www.wikidata.org/wiki/Q18528870
servant,Q11993231,"norwegian, public, occupation, civil, service, worker, official, defined, within, national, norwegian, context, type, official, employed, state, lower, level, government",0.853,FALSE,https://www.wikidata.org/wiki/Q11993231
servant,Q1412722,"female, housekeeper, employed, student, housing",0.84,TRUE,https://www.wikidata.org/wiki/Q1412722
servant,Q6785120,"master, act, master, act, term, several, english, speaking, country, regulating, relation, employer, employee, century",0.834,TRUE,https://www.wikidata.org/wiki/Q6785120
servant,Q20752079,"rosalia, graf, austrian, domestic, factory, worker",0.831,TRUE,https://www.wikidata.org/wiki/Q20752079
servant,Q7181120,"phay, seng, whatt, doctor, civil, worked, municipal, health, department, starting, private, medical, practice",0.829,FALSE,https://www.wikidata.org/wiki/Q7181120
servant,Q55224870,"job, domestic, worker, domestic, worker",0.823,TRUE,https://www.wikidata.org/wiki/Q55224870
servants,Q464705,"domestic, worker, occupation, worker, servant, staff, employed, private, household",0.941,TRUE,https://www.wikidata.org/wiki/Q464705
servants,Q104711044,"bank, worker, civil, servant, subject, category, bank, worker, civil, servant, subject, category, century, press, archive",0.844,FALSE,https://www.wikidata.org/wiki/Q104711044
servants,Q97768245,"civil, employee, civil, servant, socio, professional, category, france, occupationand, socio, professional, category, france",0.84,FALSE,https://www.wikidata.org/wiki/Q97768245
servants,Q1122364,"indentured, servant, employment, legal, status, domestic, worker, indentured, servitude, endentured, servant, indentured, labor, indentured, labor, system, indentured, laborer, indentured, labour, indentured, labourer, indentured, service, indentured, slavery, indentured, worker, indentured, worker, indentureship, intentured, servant, indentured, labourer, indentured, servanthood, indentured, servantry, indentured, servant, ostensibly, temporary, slave, via, contract",0.839,TRUE,https://www.wikidata.org/wiki/Q1122364
servants,Q28135239,"irish, indentured, servant, irish, people, indentured, servant, irish, people, became, indentured, servant, territory, british, empire, caribbean, british, north, america, australia, providing, year, labor, return, transportation, food, housing, indenture",0.838,TRUE,https://www.wikidata.org/wiki/Q28135239
servants,Q11612809,"local, autonomy, college, training, institution, local, public, servant, established, ministry, internal, affair, communication, japan",0.836,FALSE,https://www.wikidata.org/wiki/Q11612809
servants,Q100565521,"health, removal, officer, servant, regulation, irish, statutory, instrument, irish, statutory, instrument",0.828,FALSE,https://www.wikidata.org/wiki/Q100565521
servants,Q673079,"professional, fire, brigade, public, municipal, fire, department, usually, consisting, civil, servant, permanently, employed, firefighting, service, personnel",0.827,FALSE,https://www.wikidata.org/wiki/Q673079
servants,Q3577883,"school, french, public, service, type, french, institution, selection, training, civil, servant",0.826,FALSE,https://www.wikidata.org/wiki/Q3577883
servants,Q106973020,"support, civil, fight, reasonable, living, condition, working, people, hong, kong, aspect, history, hong, kong, baptist, university, library, digital, scholarship, service, biweekly, theatre, private, archive, mok, chiu, yu, augustine, friend, battle, news, monthly, mcy",0.825,FALSE,https://www.wikidata.org/wiki/Q106973020
slave,Q12773225,"enslaved, person, social, class, occupation, condition, personal, property, prisoner, product, enslaved, person, state, slavery",0.959,TRUE,https://www.wikidata.org/wiki/Q12773225
slave,Q6027991,"industrial, enslaved, person",0.93,TRUE,https://www.wikidata.org/wiki/Q6027991
slave,Q22893595,"fugitive, social, class, enslaved, person, fugitive, rebel, runaway, self, liberation, escaped, self, liberated, enslaved, person, freedom, seeker, enslaved, person, liberated",0.886,TRUE,https://www.wikidata.org/wiki/Q22893595
slave,Q106879325,"sex, enslaved, person, love, person, owned, another, person, intent, coercing, otherwise, forcing, engage, sexual, activity",0.885,TRUE,https://www.wikidata.org/wiki/Q106879325
slave,Q588083,"galley, historical, profession, enslaved, person, historical, profession",0.854,TRUE,https://www.wikidata.org/wiki/Q588083
slave,Q841571,"freedman, social, class, social, status, person, freeman, freewoman, freedwoman, freed, ex, freed, person, former, freedperson, person, released, enslavement",0.853,TRUE,https://www.wikidata.org/wiki/Q841571
slave,Q98692355,"elijah, cobham, person, legacy, british, ownership, database",0.831,TRUE,https://www.wikidata.org/wiki/Q98692355
slave,Q5991599,"igbo, people, atlantic, trade, aspect, slavery",0.825,TRUE,https://www.wikidata.org/wiki/Q5991599
slave,Q98692360,"foster, lechmere, coore, person, legacy, british, ownership, database",0.824,TRUE,https://www.wikidata.org/wiki/Q98692360
slave,Q98692382,"edmund, gardiner, person, legacy, british, ownership, database",0.817,TRUE,https://www.wikidata.org/wiki/Q98692382
slaves,Q106611758,"roman, slave, social, class, legal, concept, enslaved, person, roman, slave, servi, person, ancient, rome, lacked, freedom, domain, another, part, property",0.919,TRUE,https://www.wikidata.org/wiki/Q106611758
slaves,Q5507284,"fugitive, slave, united, state, fugitive, enslaved, person, runaway, slave, fugitive, slave, aspect, history",0.89,TRUE,https://www.wikidata.org/wiki/Q5507284
slaves,Q1617492,"hierodule, historical, profession, occupation, social, status, enslaved, person, slavery, hierodulia, hierodule, hieródoulos, ἱερόδουλος, sacred, slave, sacred, slave, hieroduloi, ἱερόδουλοι, man, woman, living, condition, hierodulia, templar, institution, dedicated, slave, worship, god, often, performing, sacred, prostitution, ancient, greek, ἱερός, hierós, δοῦλος, doûlos",0.886,TRUE,https://www.wikidata.org/wiki/Q1617492
slaves,Q6980785,"natural, slavery, belief, people, slave, nature",0.872,TRUE,https://www.wikidata.org/wiki/Q6980785
slaves,Q20108010,"athenian, slave, enslaved, person",0.871,TRUE,https://www.wikidata.org/wiki/Q20108010
slaves,Q12011559,"yearling, year, born, social, class, medieval, norse, society, denoting, person, parent, grandparent, great, grandparent, lived, free, none, slave, grant, amelioration, punishment, crime",0.86,TRUE,https://www.wikidata.org/wiki/Q12011559
slaves,Q3686437,"treatment, slave, united, state, treatment, endured, enslaved, people, u",0.846,TRUE,https://www.wikidata.org/wiki/Q3686437
slaves,Q107262169,"netto, question, collective, case, freed, slave, imperial, brazil",0.844,TRUE,https://www.wikidata.org/wiki/Q107262169
slaves,Q7539244,"slavery, among, indigenous, people, united, state, native, american, owning, slave",0.837,TRUE,https://www.wikidata.org/wiki/Q7539244
slaves,Q210911,"american, colonization, society, american, society, colonizing, free, people, colour, united, state, ac, society, colonization, free, people, color, america, society, colonization, free, people, color, america, organization, helped, founding, liberia, colony, freed, slave",0.824,TRUE,https://www.wikidata.org/wiki/Q210911
southern rhodesia,Q750583,"southern, rhodesia, crown, colony, colony, self, governing, british, colony",1,TRUE,https://www.wikidata.org/wiki/Q750583
southern rhodesia,Q106811663,"southern, rhodesia, base, metal, business, colonial, society, southern, rhodesia, base, metal, corporation, limited, colonial, society",0.77,TRUE,https://www.wikidata.org/wiki/Q106811663
southern rhodesia,Q7570403,"legislative, assembly, southern, rhodesia, legislature, southern, rhodesian, legislative, assembly, century, british, law, making, body",0.741,TRUE,https://www.wikidata.org/wiki/Q7570403
southern rhodesia,Q5148418,"colonial, history, southern, rhodesia, colonial, history",0.736,TRUE,https://www.wikidata.org/wiki/Q5148418
southern rhodesia,Q954,"zimbabwe, republic, sovereign, state, landlocked, country, country, republic, zimbabwe, southern, rhodesia, rhodesia, zimbabwe, rhodesia, zw, zim, sovereign, state, southern, africa",0.734,TRUE,https://www.wikidata.org/wiki/Q954
southern rhodesia,Q100901853,"member, legislative, assembly, southern, rhodesia, position, member, legislative, assembly, southern, rhodesia, mla, southern, rhodesian, mla, member, southern, rhodesian, legislative, assembly, political, office, southern, rhodesia, british, empire",0.716,TRUE,https://www.wikidata.org/wiki/Q100901853
southern rhodesia,Q98871452,"high, commissioner, southern, rhodesia, united, kingdom",0.71,TRUE,https://www.wikidata.org/wiki/Q98871452
southern rhodesia,Q23198375,"capricorn, africa, society, multiracial, organization, founded, southern, rhodesia, zimbabwe, objective, democratic, multiracial, development, east, central, africa, dissolved",0.709,TRUE,https://www.wikidata.org/wiki/Q23198375
southern rhodesia,Q99947952,"southern, rhodesia, united, nation, island, overseas, territory, revocation, order, uk, statutory, instrument, uk, statutory, instrument",0.705,TRUE,https://www.wikidata.org/wiki/Q99947952
southern rhodesia,Q110266495,"southern, rhodesia, constitution, act, public, general, act, parliament, united, kingdom, eliz, public, general, act, parliament, united, kingdom",0.698,TRUE,https://www.wikidata.org/wiki/Q110266495
third world,Q180194,"third, world, group, category, country, socio, economic, base",0.917,TRUE,https://www.wikidata.org/wiki/Q180194
third world,Q7692521,"technological, apartheid, denial, modern, technology, third, world, developing, nation",0.886,TRUE,https://www.wikidata.org/wiki/Q7692521
third world,Q13403104,"socialist, leaning, country, third, world, country, ussr, recognized, adhering, idea, socialism",0.872,TRUE,https://www.wikidata.org/wiki/Q13403104
third world,Q106375225,"economic, diversification, rural, change, former, expulsion, southern, kerio, valley, kenya, book, section, published, development, third, world, country, case, study, africa, asia, latin, amsterdam",0.857,TRUE,https://www.wikidata.org/wiki/Q106375225
third world,Q6281693,"joseph, brant, arseneau, known, finance, technology, first, formally, defining, finance, technique, third, world, housing",0.854,TRUE,https://www.wikidata.org/wiki/Q6281693
third world,Q3524692,"third, world, network, international, organization, international, research, advocacy, organisation",0.85,TRUE,https://www.wikidata.org/wiki/Q3524692
third world,Q6052693,"international, relation, theory, third, world",0.847,TRUE,https://www.wikidata.org/wiki/Q6052693
third world,Q30256340,"environment, development, action, third, world, nonprofit, organization, enda, tier, monde, enda, nonprofit, organization, dakar, senegal",0.846,TRUE,https://www.wikidata.org/wiki/Q30256340
third world,Q112853310,"community, development, discussion, concept, whether, potential, contribute, effective, sustainable, development, third, world, thesis, thesis, penny, nelson, lincoln, university",0.844,TRUE,https://www.wikidata.org/wiki/Q112853310
third world,Q112906487,"climate, change, negotiation, third, world, country, past, present, future, thesis, thesis, saeed, nasir, university, waikato",0.834,TRUE,https://www.wikidata.org/wiki/Q112906487
trans,Q189125,"transgender, person, lgbt, gender, modality, gender, minority, transgender, person, transgender, people, person, people, identified, person, identified, people, transgender, identified, person, transgender, identified, people, transpeople, transperson, transgenders, transgendered, transgender, person, gender, identity, sex, assigned, birth",1,TRUE,https://www.wikidata.org/wiki/Q189125
trans,Q105222132,"transsexual, transgender, human, transsexual, person, transsex, transsexual, transsexual, people, transexual, transexual, transexual, person, transexual, people, transex, person, transsexuality",0.937,TRUE,https://www.wikidata.org/wiki/Q105222132
trans,Q96154453,"chaser, term, fetishism, chaser, admirer, generally, heterosexual, bisexual, person, often, male, fetishizes, people, usually, woman, based, gender, transition, status",0.903,TRUE,https://www.wikidata.org/wiki/Q96154453
trans,Q1771029,"transidentity, identity, transness, transgenderness, condition, individual, identifies, gender, inconsistent, biological, sex",0.901,TRUE,https://www.wikidata.org/wiki/Q1771029
trans,Q113165548,"transgender, genocide, characterization, discrimination, people",0.886,TRUE,https://www.wikidata.org/wiki/Q113165548
trans,Q107502361,"transneutral, gender, gender, identity, transgender, transneu, transneutrality, transneutrois, neutrois, neutral, transgender, neutrality, transneuter, neuter, transgender, identity, individual, identify, neutral, side, gender, spectrum",0.879,TRUE,https://www.wikidata.org/wiki/Q107502361
trans,Q27679684,"transfeminine, gender, gender, identity, transgender, feminine, transfem, transfemme, femme, fem, feminine, transfemininity, transgender, femininity, gender, individual, assigned, male, birth, identify, female, side, gender, spectrum",0.875,TRUE,https://www.wikidata.org/wiki/Q27679684
trans,Q27679766,"transmasculine, gender, gender, identity, transgender, masculine, transmasculinity, masculinity, transgender, masculinity, transmasc, masc, masculine, masc, gender, individual, assigned, female, birth, identify, male, side, gender, spectrum",0.874,TRUE,https://www.wikidata.org/wiki/Q27679766
trans,Q61874565,"tgi, justice, group, working, justice, gender, variant, intersex, people",0.874,TRUE,https://www.wikidata.org/wiki/Q61874565
trans,Q7833701,"bashing, victimisation, harassment, violence, lgbt, people, transphobe, violence, violence, transgender, person, emotional, physical, sexual, verbal, violence, transgender, person",0.872,TRUE,https://www.wikidata.org/wiki/Q7833701
transvestite,Q85810514,"certificate, legal, instrument, medical, certificate, previously, issued, germany, allowing, wearing, garment, typical, sex",0.691,TRUE,https://www.wikidata.org/wiki/Q85810514
transvestite,Q7622973,"street, action, revolutionary, advocacy, group, lgbt, homeless, shelter, star, trans, advocacy, group, active",0.65,TRUE,https://www.wikidata.org/wiki/Q7622973
transvestite,Q107498865,"letícia, carolina, nascimento, letícia, carolina, pereira, nascimento, brazilian, author, pedagogue, academic, teacher, researcher, field, gender, first, woman, hold, chair, public, university",0.613,TRUE,https://www.wikidata.org/wiki/Q107498865
transvestite,Q111145560,"xica, manicongo, first, person, documented, brazil",0.612,TRUE,https://www.wikidata.org/wiki/Q111145560
transvestite,Q115571526,"anton, maier, german, transfeminine, person, time, described",0.603,TRUE,https://www.wikidata.org/wiki/Q115571526
transvestite,Q115605951,"emi, wolters, emil, mauder, german, transfeminine, person, time, described",0.603,TRUE,https://www.wikidata.org/wiki/Q115605951
transvestite,Q112902347,"reading, narrative, gender, metafiction, nineteenth, twentieth, century, hispanic, writer, doctoral, thesis, doctoral, thesis, nicola, gilmour, university, auckland",0.577,TRUE,https://www.wikidata.org/wiki/Q112902347
