item,usage_instructions
http://www.wikidata.org/entity/Q55811222,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811223,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811224,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811225,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811226,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811227,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811229,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811230,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811231,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811232,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811233,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811234,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811235,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811236,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811237,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811238,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811239,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811276,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811277,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811278,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811282,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811283,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811284,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811286,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811287,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811288,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811289,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811290,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811291,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811293,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811294,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811295,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811296,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811297,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811298,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811299,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811300,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811301,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811302,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811303,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811304,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811305,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811306,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811307,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811308,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811310,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811311,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811312,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811313,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811314,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811315,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811317,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811318,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811319,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811320,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811321,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811322,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811323,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811324,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811325,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811326,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811327,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811328,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811329,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811331,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
