,lemma,Unnamed: 0,term,hit_id,bow,cs_rm,cs_wm,cs_rm_wm
5214,queer,5214,queer,thwart.v.01,"['thwart', 'cross', 'ruth', 'plan', 'effort', 'frustrated', 'foil', 'opponent', 'ultimately', 'amazing', 'september', 'hinder', 'baffle', 'queer', 'bilk', 'spoil', 'prevent', 'surge', 'frustrate', 'desire', 'challenger', 'every', 'scotch']",0.6179733548825198,0.5698606955054624,0.6423047564305182
5385,race,5385,races,race.n.03,"['being', 'belong', 'human', 'important', 'biologist', 'race', 'believed', 'genetic', 'difference', 'people', 'stock', 'doubt']",0.9158945850345832,0.8399324613299667,0.9014851825201432
5406,race,5406,race,subspecies.n.01,"['group', 'usually', 'isolation', 'division', 'arises', 'geographical', 'race', 'specie', 'subspecies', 'biology', 'taxonomic', 'consequence', 'within']",0.9051109629356792,0.8236539314480082,0.902323876405748
5364,race,5364,races,miscegenation.n.01,"['crossbreeding', 'parent', 'race', 'miscegenation', 'especially', 'non', 'person', 'interbreeding', 'reproduction', 'different', 'white']",0.8941584331271126,0.8700495616789243,0.9014401702382192
5377,race,5377,races,ethnology.n.01,"['distinctive', 'characteristic', 'division', 'race', 'branch', 'deal', 'anthropology', 'ethnology', 'distribution', 'origin', 'humankind']",0.8901968587180129,0.8389886870185976,0.8948512918624848
5473,race,5473,race,discussion.n.01,"['discussion', 'discourse', 'race', 'interactive', 'topic', 'dealing', 'question', 'extended', 'modal', 'communication', 'contains', 'treatment', 'book', 'often', 'biased', 'particular', 'excellent', 'logic', 'badly']",0.8813429136741736,0.8316045411436211,0.8881785757706658
5472,race,5472,race,linguistic_profiling.n.01,"['social', 'characteristic', 'speech', 'religion', 'speaker', 'race', 'using', 'identify', 'class', 'dialect', 'linguistic_profiling']",0.8766338353594794,0.8644099415953292,0.8953851954247891
5357,race,5357,races,racial.a.02,"['group', 'characteristic', 'among', 'arising', 'racial', 'race', 'discrimination', 'difference']",0.8549288240261156,0.8955491053973708,0.8927431188790677
5465,race,5465,race,supremacism.n.01,"['group', 'race', 'supremacism', 'superior', 'white', 'particular', 'others', 'belief']",0.8450965918493973,0.8684103171544156,0.8671661662027181
5464,race,5464,race,equal_opportunity.n.01,"['equivalent', 'equal_opportunity', 'origin', 'opportunity', 'race', 'color', 'national', 'regardless', 'right', 'employment', 'sex']",0.843181094183614,0.8785110205431419,0.8699649517004299
5555,race,5555,race,racial_immunity.n.01,"['natural', 'race', 'shared', 'immunity', 'racial_immunity', 'particular', 'member']",0.8358217440856351,0.8354096311753708,0.8521125217572941
5740,retarded,5740,retarded,retarded.a.01,"['providing', 'retarded', 'mental', 'happy', 'relatively', 'development', 'slow', 'emotional', 'secure', 'sometimes', 'physical', 'life']",0.9304427028819556,0.6926908648096427,0.9158759927896888
5747,retarded,5747,retarded,idiot_savant.n.01,"['retarded', 'usually', 'idiot_savant', 'field', 'person', 'involving', 'mentally', 'aptitude', 'limited', 'display', 'memory', 'general', 'remarkable']",0.9245164975448578,0.7711598773709324,0.9255854522236728
5744,retarded,5744,retarded,developmentally.r.01,"['development', 'retarded', 'developmentally', 'respect']",0.8706548890274399,0.6904672272533954,0.8636806312287878
5739,retarded,5739,retarded,mentally_retarded.n.01,"['retarded', 'developmentally_challenged', 'started', 'school', 'collectively', 'mentally', 'mentally_retarded', 'people']",0.8365241536846307,0.6058767213010589,0.8234507972722144
5748,retarded,5748,retarded,still's_disease.n.01,"['juvenile_rheumatoid_arthritis', 'joint', 'arthritis', 'still', 'rheumatoid', 'bone', 'form', 'child', 'growth', 'retarded', 'may', 'become', 'large', 'inflamed', 's_disease', 'affect']",0.835388500531769,0.7614066992702907,0.8457405767964361
5741,retarded,5741,retarded,negative.s.03,"['outlook', 'retarded', 'quality', 'negative', 'delinquent', 'something', 'campaign', 'ran', 'harmful', 'unpleasant', 'life']",0.8288572142082299,0.6418188202662714,0.8207052353928103
5743,retarded,5743,retarded,backward.s.03,"['feebleminded', 'retarded', 'development', 'slow', 'half', 'intellectual', 'backward', 'witted']",0.7721351077649402,0.6081749201169163,0.7694911175112257
5749,retarded,5749,retarded,pink.v.02,"['pinged', 'early', 'retarded', 'ping', 'pink', 'sound', 'like', 'firing', 'put', 'low', 'far', 'knock', 'ignition', 'gasoline', 'car', 'octane', 'pinked', 'engine']",0.6113355993729924,0.5486238981210724,0.6203075551219425
2383,second world,2383,second world,research.v.02,"['second', 'exploring', 'world', 'consciousness', 'relative', 'web', 'history', 'explore', 'search', 'research', 'scientist', 'nature', 'project', 'war', 'student', 'searched', 'information', 'inquire']",0.7884332518465552,0.7489136600787469,0.7890520222287325
440,servant,440,servant,servant.n.01,"['another', 'household', 'especially', 'service', 'person', 'servant', 'working', 'retainer']",0.9519046460303824,0.7788155137812318,0.9312569117590909
434,servant,434,servants,merit_system.n.01,"['merit_system', 'employing', 'ability', 'system', 'servant', 'civil', 'basis', 'promoting']",0.870187555967045,0.79900093095385,0.8787530490827521
439,servant,439,servants,retain.v.02,"['longer', 'work', 'family', 'feature', 'garment', 'servant', 'allow', 'staff', 'position', 'many', 'remain', 'place', 'fortune', 'could', 'grant', 'keep_on', 'composure', 'washing', 'waned', 'shape', 'continue', 'keep', 'lawyer', 'several', 'household', 'run', 'long', 'retained', 'kept', 'even', 'retain', 'going', 'property', 'cannot', 'retains', 'maintain']",0.8677062926717887,0.7550152957866331,0.8677631682023131
453,servant,453,servant,housekeeper.n.01,"['domestic', 'task', 'housekeeper', 'household', 'employed', 'servant', 'perform']",0.8673012423168583,0.7019426116196866,0.8450243024747969
429,servant,429,servants,trustworthy.s.02,"['taking', 'responsibility', 'conduct', 'obligation', 'public', 'one', 'trustworthy', 'servant']",0.8600172459980117,0.7721789253055386,0.861526127822316
435,servant,435,servants,spoils_system.n.01,"['group', 'friend', 'spoils_system', 'power', 'supporter', 'employing', 'system', 'servant', 'civil', 'promoting']",0.8512361970063117,0.7535719610766352,0.8494999213047971
444,servant,444,servant,domestic.a.02,"['domestic', 'home', 'relating', 'servant', 'science']",0.8502092949569392,0.7473090005175653,0.8466018723253462
459,servant,459,servant,skivvy.n.01,"['domestic', 'work', 'kind', 'slavey', 'menial', 'female', 'servant', 'skivvy']",0.8468267917379314,0.7086923573739727,0.8313786613027923
467,servant,467,servant,serve.v.10,"['work', 'year', 'attends', 'king', 'servant', 'salesperson', 'many', 'attend', 'old', 'assist', 'may', 'wait_on', 'lady', 'table', 'wheelchair', 'attend_to', 'minister', 'assisting', 'serve', 'served', 'wait', 'please']",0.8390946018901078,0.7137166491391385,0.8282921859451291
450,servant,450,servant,domestic.n.01,"['domestic', 'around', 'task', 'household', 'paid', 'servant', 'domestic_help', 'menial', 'perform', 'house_servant']",0.8364029341288606,0.6788374680293648,0.817665022779456
5780,slave,5780,slave,slave.n.03,"['influence', 'fashion', 'cocaine', 'person', 'abject', 'slave', 'dominated', 'someone', 'mother', 'entirely']",0.8784446828549715,0.7889699160091134,0.8682730472402952
5761,slave,5761,slaves,action.n.09,"['irrelevant', 'segregationist', 'united', 'emancipating', 'body', 'must', 'southern', 'position', 'union', 'organization', 'issue', 'slave', 'federal', 'hobbled', 'act', 'recent', 'government', 'nation', 'power', 'undermined', 'action', 'supranational', 'propose', 'organize', 'without']",0.8645637434912745,0.8314460067138721,0.8924679912533501
5775,slave,5775,slaves,convert.v.02,"['purpose', 'lead', 'something', 'nature', 'convert', 'change', 'hotel', 'laborer', 'jail', 'gold', 'function', 'slave']",0.8611641061441376,0.7720648675319243,0.8546013872189293
5810,slave,5810,slave,enslavement.n.01,"['state', 'bear', 'bondman', 'every', 'power', 'shakespeare', 'cancel', 'enslavement', 'captivity', 'hand', 'slave']",0.8500064441590649,0.8073940729565251,0.8591036473190435
5755,slave,5755,slaves,servile.s.02,"['work', 'relating', 'sicily', 'appropriate', 'involving', 'attempt', 'servile', 'war', 'servant', 'insurrection', 'brown', 'slave']",0.8488833205336574,0.7935099583340062,0.8614053223709418
5766,slave,5766,slaves,ku_klux_klan.n.01,"['state', 'united', 'suppress', 'terrorist', 'kkk', 'black', 'used', 'slave', 'ku_klux_klan', 'people', 'southerner', 'emancipation', 'secret', 'tactic', 'white', 'formed', 'resist', 'century', 'klan', 'society']",0.8376279866593463,0.7665242934726175,0.8481528797802942
5762,slave,5762,slaves,manumission.n.01,"['manumission', 'act', 'formal', 'believed', 'slavery', 'freeing', 'slave']",0.8310065784373694,0.8296520932296748,0.8533072296153756
5756,slave,5756,slaves,antagonistic.s.02,"['antagonism', 'within', 'characterized', 'party', 'antipathetic', 'faction', 'master', 'antipathy', 'antagonistic', 'antipathetical', 'slave']",0.826889388799265,0.7416907351763884,0.8251060594452162
5802,slave,5802,slave,clay.n.04,"['state', 'compromise', 'clay', 'free', 'united', 'missouri', 'slave', 'the_great_compromiser', 'responsible', 'henry_clay', 'politician']",0.8247990995997619,0.7661991901686622,0.8340304145763917
5759,slave,5759,slaves,slavery.n.02,"['practice', 'slaveholding', 'owning', 'slavery', 'slave']",0.8106185180441149,0.7559550478155488,0.8076543106959116
424,third world,424,third world,teeming.s.01,"['filled', 'boulevard', 'living', 'world', 'million', 'thing', 'especially', 'teeming', 'abundantly', 'third']",0.7328887837372742,0.8089085850311647,0.7666932242587521
5851,traditional,5851,traditional,traditional.a.01,"['morality', 'history', 'consisting', 'derived', 'tradition', 'traditional']",0.9047215562698044,0.8335139057421794,0.9110221252260184
5876,traditional,5876,traditional,kabbalism.n.02,"['adherence', 'extreme', 'concept', 'kabbalism', 'interpretation', 'cabalism', 'traditional', 'theological']",0.8882250116091989,0.8187594708092781,0.8969043879341727
5889,traditional,5889,traditional,confucianism.n.01,"['peace', 'family', 'learning', 'justice', 'devotion', 'given', 'including', 'teaching', 'confucius', 'china', 'ancestor', 'humanity', 'emphasizing', 'high', 'value', 'traditional', 'confucianism', 'influenced', 'love', 'culture']",0.8866771452747585,0.7733786731278511,0.8847033355329333
5864,traditional,5864,traditional,mongoloid.a.02,"['characteristic', 'mongoloid', 'pertaining', 'division', 'racial', 'especially', 'including', 'central', 'eastern', 'asia', 'one', 'traditional', 'people', 'humankind']",0.8864742418685774,0.8435364735462868,0.9039059836539772
5852,traditional,5852,traditional,traditional.s.02,"['pertaining', 'assumption', 'orthodox', 'honored', 'doctrine', 'traditional', 'vanished', 'time', 'security', 'simple']",0.8790295993932267,0.7861682565758144,0.8832652166711971
5885,traditional,5885,traditional,traditionalism.n.01,"['adherence', 'strict', 'method', 'traditionalism', 'teaching', 'traditional', 'traditionality']",0.8689621554296634,0.7982035203328741,0.8746179947575589
5891,traditional,5891,traditional,neoconservatism.n.01,"['approach', 'thought', 'neoconservatism', 'school', 'view', 'politics', 'return', 'liberal', 'theology', 'radical', 'represents', 'point', 'traditional', 'contrast']",0.8670563299406395,0.8261233839587527,0.8872405066126156
5903,traditional,5903,traditional,basque_homeland_and_freedom.n.01,"['terrorist', 'homeland', 'organization', 'western', 'nationalism', 'government', 'basque_homeland_and_freedom', 'create', 'launched', 'independent', 'eta', 'student', 'euskadi_ta_askatasuna', 'assassination', 'want', 'activist', 'political', 'basque_fatherland_and_liberty', 'party', 'campaign', 'moderate', 'pyrenees', 'traditional', 'basque', 'dissatisfied', 'spain', 'official', 'organized']",0.8627743703322196,0.7739896537632698,0.8684828221079866
5918,traditional,5918,traditional,tory.n.03,"['social', 'conservative', 'supporter', 'force', 'institution', 'traditional', 'political', 'reform', 'tory']",0.859122315777466,0.7695056732834461,0.8628812393215629
5905,traditional,5905,traditional,beat_generation.n.01,"['state', 'work', 'living', 'form', 'anarchism', 'united', 'bebop', 'modern', 'psychedelic', 'beat_generation', 'beatnik', 'dress', 'rejected', 'regular', 'subculture', 'traditional', 'drug', 'favored', 'beat', 'communal', 'youth', 'jazz', 'possession']",0.8546329561162367,0.8178496179512267,0.8732291435504838
5272,trans,5272,trans,elaidic_acid.n.01,"['elaidic_acid', 'trans', 'major', 'food', 'fatty', 'acid', 'except', 'margarine', 'oleic', 'monounsaturated', 'structure', 'fried']",0.5584336451969829,0.6149659662648818,0.6243101563579337
4029,transvestite,4029,transvestite,transvestite.n.01,"['transvestite', 'adopts', 'cross', 'manner', 'sexual', 'dress', 'opposite', 'someone', 'role', 'dresser', 'sex']",0.9329247435869772,0.7229854914869173,0.9038047031861064
4030,transvestite,4030,transvestite,transvestic.a.01,"['transvestite', 'wearing', 'transvestic', 'receiving', 'sexual', 'gratification', 'opposite', 'clothing', 'sex']",0.9213247983796756,0.7504942653780453,0.9010116831779182
5949,tribe,5949,tribes,amphictyony.n.01,"['originally', 'state', 'common', 'greece', 'association', 'defend', 'religious', 'ancient', 'amphictyony', 'center', 'established', 'tribe', 'neighboring']",0.9354760795136768,0.8051434101267562,0.9305409899376972
5992,tribe,5992,tribe,menomini.n.01,"['algonquian', 'wisconsin', 'living', 'menomini', 'reservation', 'central', 'federally', 'menominee', 'recognized', 'people', 'member', 'tribe']",0.9027999692802292,0.7641286682385908,0.8939833489567902
5944,tribe,5944,tribes,shamanism.n.01,"['practiced', 'asian', 'religion', 'american', 'especially', 'animistic', 'similar', 'native', 'certain', 'shamanism', 'tribe']",0.8914437562323824,0.8489673001650071,0.9004156711276151
5974,tribe,5974,tribe,tribe.n.01,"['social', 'usually', 'preliterate', 'division', 'folk', 'people', 'tribe']",0.8877830179721681,0.835798847600731,0.8924158136703215
5947,tribe,5947,tribes,nation.n.04,"['nation', 'shawnee', 'american', 'especially', 'native', 'federation', 'tribe']",0.8797366507588945,0.7656676488129405,0.8732052010434196
5990,tribe,5990,tribe,zapotec.n.01,"['around', 'living', 'mexico', 'zapotecan', 'mesoamerican', 'zapotec', 'civilization', 'large', 'flourished', 'southern', 'whose', 'member', 'tribe']",0.8778504257091331,0.748869508164359,0.8708189511086329
6016,tribe,6016,tribe,inmarry.v.01,"['group', 'inmarry', 'tend', 'isolated', 'one', 'inhabitant', 'village', 'marry', 'tribe', 'within']",0.8751503848902994,0.7994854866863559,0.8735910494394941
5967,tribe,5967,tribes,tribalism.n.01,"['state', 'living', 'together', 'tribalism', 'tribe']",0.8729712583678958,0.7890144568893008,0.868427076955384
5956,tribe,5956,tribes,chinook.n.02,"['mouth', 'indian', 'chinook', 'tribe', 'controlled', 'columbia', 'american', 'settlement', 'north', 'organized', 'rather', 'river', 'people', 'member', 'important']",0.8705203570023485,0.7682830035979178,0.8670856620210312
5958,tribe,5958,tribes,indian_agent.n.01,"['federal', 'indian', 'tribe', 'reservation', 'government', 'american', 'especially', 'representative', 'indian_agent']",0.8682856562436541,0.7467856623166809,0.8625301181773067
3277,western,3277,western,western.a.01,"['western', 'characteristic', 'thought', 'world', 'relating', 'west', 'part', 'opposed', 'oriental', 'eastern']",0.9668732974020228,0.7982043630569835,0.9576591660749848
3287,western,3287,western,occidental.s.01,"['western', 'characteristic', 'country', 'hesperian', 'civilization', 'denoting', 'hemisphere', 'europe', 'culture', 'occidental']",0.9297429045990656,0.7901907659555729,0.9195932430459391
3296,western,3296,western,malay.a.01,"['malay', 'characteristic', 'northern', 'western', 'relating', 'syllable', 'language', 'peninsula', 'archipelago', 'malaysia', 'part', 'malayan', 'people', 'structure']",0.9288165231181024,0.7616735808801508,0.9224097558247966
3506,western,3506,western,haiti.n.01,"['western', 'poorest', 'nation', 'france', 'haiti', 'indie', 'achieved', 'island', 'republic_of_haiti', 'west', 'republic', 'hispaniola', 'illiterate', 'hemisphere', 'part', 'independence']",0.9273783545993056,0.7526241110550623,0.9141934677773522
3717,western,3717,western,athapaskan.n.01,"['athapaskan', 'indian', 'athabaskan', 'group', 'speaking', 'living', 'western', 'canada', 'american', 'central', 'region', 'subarctic', 'language', 'north', 'athapascan', 'alaska', 'athabascan', 'member']",0.9180423751914784,0.6989962375756895,0.8987385041701796
3465,western,3465,western,world.n.02,"['interest', 'group', 'domain', 'western', 'world', 'especially', 'shared', 'people', 'general', 'distinctive']",0.9097694631150224,0.8170296909264142,0.9097904399919556
3458,western,3458,western,west_african.n.01,"['group', 'western', 'extreme', 'west_african', 'spoken', 'west', 'part', 'africa', 'language']",0.9086534838049866,0.6861295269523988,0.8880716376659549
3463,western,3463,western,dichotomy.n.01,"['western', 'dichotomy', 'twofold', 'duality', 'part', 'subclass', 'culture', 'opposed', 'eastern', 'two', 'classification']",0.9052959992458262,0.7807952696181294,0.9128347180758856
3602,western,3602,western,darfur.n.01,"['darfur', 'western', 'sultanate', 'impoverished', 'semi', 'region', 'central', 'independent', 'distinct', 'ethnically', 'sudan']",0.8995459939563071,0.7376588910433963,0.8961267457009928
3492,western,3492,western,bengal.n.01,"['western', 'bengal', 'region', 'part', 'india', 'bangladesh', 'whose', 'eastern', 'included']",0.8978993935182052,0.7193610159828071,0.8898684968596668
527,white,527,white,white.a.02,"['group', 'light', 'population', 'racial', 'voting', 'pattern', 'coloration', 'white', 'belonging', 'skin', 'within']",0.9526178558466971,0.8446288033704646,0.9309385921747172
491,white,491,whites,white.s.05,"['negro', 'expel', 'segregation', 'fountain', 'restricted', 'white', 'would', 'movement', 'lily', 'even', 'restroom', 'drinking', 'organization']",0.9241888339307528,0.7973741611148004,0.908384538207038
663,white,663,white,miscegenation.n.01,"['crossbreeding', 'parent', 'race', 'miscegenation', 'especially', 'non', 'person', 'interbreeding', 'reproduction', 'different', 'white']",0.9110782864558452,0.8256064084463101,0.904637010815412
647,white,647,white,prejudicial.a.02,"['preconceived', 'discriminatory', 'tending', 'attitude', 'prejudicious', 'presence', 'white', 'idea', 'favor', 'prejudicial', 'population']",0.8911145812210963,0.8540442777010285,0.9035022564524271
638,white,638,white,black-and-white.s.03,"['situation', 'mutually', 'area', 'divided', 'world', 'certainty', 'sharply', 'exclusive', 'grey', 'rejected', 'white', 'category', 'either', 'black']",0.8868946340782727,0.8580751987341483,0.9031924570042792
944,white,944,white,supremacism.n.01,"['group', 'race', 'supremacism', 'superior', 'white', 'particular', 'others', 'belief']",0.8783655254132671,0.8252497586223076,0.8829133784032708
493,white,493,whites,color_barrier.n.01,"['various', 'preventing', 'participating', 'white', 'color_barrier', 'barrier', 'activity', 'black']",0.8768376189136264,0.8015690989831251,0.8722301072165792
494,white,494,whites,color_bar.n.01,"['jim_crow', 'color_line', 'various', 'preventing', 'colour_line', 'color_bar', 'participating', 'white', 'colour_bar', 'barrier', 'activity', 'black']",0.8768375809776536,0.8015690749013065,0.8722301297881792
931,white,931,white,prerogative.n.01,"['group', 'perquisite', 'adult', 'exclusively', 'male', 'prerogative', 'especially', 'person', 'official', 'hereditary', 'white', 'suffrage', 'exclusive_right', 'particular', 'right', 'privilege', 'reserved']",0.8758307564037376,0.8302364976669356,0.8855492517509659
1051,white,1051,white,white_separatism.n.01,"['social', 'white_separatism', 'live', 'race', 'system', 'white', 'separately', 'people', 'member']",0.8735900221336762,0.7863586537792344,0.8630976104937935
